,Actual,Predict
6879,420.16,425.8381791719272
1053,445.15,467.4234646975773
3325,409.08,413.6361399364091
304,364.85,384.45377401414135
7841,626.68,606.8981572604581
5336,582.84,498.5182328436722
538,429.75,429.56564050448293
6066,468.99,448.8728152318018
11147,534.39,492.6590572368334
12138,523.92,524.43746470397
102,419.15,433.13460818480814
9247,433.15,436.4841627060744
8200,444.15,472.33637611664
12544,643.42,603.1626003541327
8376,467.35,488.0421186323121
7434,486.68,513.036197672549
772,409.15,493.4176928529673
3541,404.65,370.61052757109235
7478,494.03,483.01044472275936
434,434.25,426.5002196633229
2455,447.65,512.9254205749646
4508,370.65,384.8180153902998
5952,445.18,444.23348040032
3550,411.15,480.5035679555411
3528,391.84,426.73245911172955
2666,490.65,580.288182209933
811,413.15,398.8355061235957
4907,441.95,437.64333810915605
2673,490.15,475.50679256311076
4216,484.65,461.7900402211086
3877,366.42,406.77751405492324
293,363.95,384.45377401414135
12102,517.15,489.9255551774055
6817,410.6,415.05954661968866
103,424.65,418.09615133619934
7500,497.16,487.175230541484
8679,504.98,498.1666935427679
7413,483.15,533.8626960252504
9617,482.44,466.6066795294557
3706,516.14,497.27616612518864
8273,456.07,457.22061731812653
9713,490.78,488.08393658165215
2318,417.25,427.4279202462466
4191,473.15,424.54548472148434
3154,368.15,389.7358967670125
979,436.15,448.9974494666884
7820,605.04,558.3843184613153
8693,506.02,497.15152507760826
33,365.15,366.1904188615165
1434,488.65,467.9942728176241
1107,451.25,429.9903363735786
9910,514.12,492.01535101961787
895,425.04999999999995,432.89539808178046
7795,586.62,554.9766767055987
8806,526.03,491.56782854014114
11560,446.65,542.6881749120025
4292,538.78,510.86782756995376
8240,450.27,449.64091406431817
11525,406.15,587.0975539477646
12287,545.65,634.7507550497819
6554,376.8,372.9077143768965
12254,540.7,532.4466765811175
3328,419.15,402.39251341065
9026,623.48,581.1775996249936
9841,505.15,492.95441275212414
5272,547.2,467.0379694678646
1114,452.15,497.95214462936815
5245,536.36,513.5456676343144
8649,500.03,476.94531812774363
10658,450.15,443.4629394325987
2998,572.15,496.2932356138946
10425,626.93,600.5145261041482
2754,505.65,481.3340742199487
10708,454.15,441.05461556946784
7007,436.07,425.25448167025974
1457,490.65,503.27889589368795
1039,443.65,503.1952688662564
10540,378.15,462.999497387931
3921,386.15,461.8461175553374
7717,551.92,536.9577801001216
1402,484.65,456.9211460845956
1261,469.15,468.20409643202765
8251,452.15,462.82234843623837
3910,381.22,397.6405996034016
11528,407.65,506.81391717609904
12612,702.6,653.243120419087
12328,557.26,538.1571666642202
3334,428.33,435.88288014483715
8188,442.42,441.2498621824777
653,390.84999999999997,398.3263483959128
1282,471.15,485.956987088205
3527,391.77,413.55084145682764
828,415.15,511.9489610432912
5805,423.15,427.63803382670005
9158,401.15,455.45497273028286
3017,581.15,578.7749098411105
9265,435.26,427.0288674818193
4112,443.71,449.0413497368759
2996,571.15,506.03891544119637
10687,453.15,445.22069316595594
647,390.65,408.23622097496104
3025,585.15,523.8912770494192
9705,490.65,462.75784059156797
221,429.15,428.9343517497822
6463,624.37,591.8848355480153
2628,479.65,491.9047227303175
11623,463.15,466.7077857777891
5145,498.53,479.2362723278677
4608,390.15,395.7654747459011
457,425.35,426.58700423202555
5218,525.94,500.4514277013169
8278,457.19,447.4514251226103
4029,415.15,407.49317503825125
333,366.35,382.1705122813998
937,431.15,464.7324806224224
8550,491.24,474.24483897884977
1844,543.65,474.9557575396655
6946,428.15,444.0362423577172
2452,444.15,500.03565078244344
9607,481.83,486.08866806538765
7953,398.15,470.3052793312088
9263,435.06,428.769249141669
8665,502.11,467.44572339654997
3445,323.65,407.89233374562326
12166,528.03,526.1210430138088
9070,692.87,647.9018337557512
5082,483.15,539.4569446534083
2102,364.15,377.5753503217105
4217,485.2,446.69530459077504
9484,466.4,465.02365400025826
4381,325.15,349.5637448701608
9030,625.89,642.5104020397204
4772,414.65,456.6715669985899
70,360.65,389.53559380447734
6162,490.15,513.4989319063454
455,433.55,430.6921054831394
3995,407.06,407.70780640440825
6067,469.15,466.37545352109987
3894,375.65,373.9542401717975
6205,499.95,500.40602352751614
5421,342.75,424.3185549300192
8813,528.15,551.1146123223575
5709,410.15,430.96826366200526
3851,354.15,369.8619260281835
9604,481.65,570.5465994695503
1512,496.15,498.5686317284329
9842,505.28,514.3830441819537
2119,367.15,422.3311438253717
10693,453.15,437.8312433519608
3098,344.15,475.33737622297076
9296,439.52,448.40846499033614
2619,478.34999999999997,474.5610799226939
11242,554.39,527.628154857176
3601,441.42,439.71871740490343
5058,475.74,491.5276745243314
4374,307.95,456.0364159393743
5532,378.15,397.3567194230592
4385,328.88,372.8097852325725
11675,467.15,461.7687172896775
12129,522.86,536.1711544136681
5282,550.49,539.899663012611
8585,494.47,474.8824930221775
3671,490.49,423.99554531216717
9365,448.15,429.6270037606988
9044,642.67,583.0058787549578
1981,318.65,407.57813018419836
101,415.65,402.4916405046278
11674,467.15,461.5156416888685
8694,506.02,489.9944639262999
2215,392.15,397.53104714220365
9511,469.65,465.3722210702881
1491,493.15,498.32128556872243
7046,439.98,437.9225894131994
2801,518.15,470.873663145435
4246,501.74,487.78738679936896
11759,470.15,466.34389548535364
9741,493.23,488.53419215696186
4641,395.94,411.92364349310367
8221,448.15,472.5707807001994
6347,548.29,499.0328906865771
4549,380.43,387.3296485335474
1022,442.15,462.5513015579535
2798,518.15,513.836758840929
4148,456.15,492.639831160529
5664,403.02,416.67724351242884
533,410.75,407.06073293674416
5735,414.65,409.30790880452344
6326,540.68,526.1982171362235
8700,507.16,489.84923122178145
10354,593.84,552.8247992762444
11085,519.67,500.0203612504033
8362,466.03,464.4456588314679
2264,405.65,448.0719088115012
1655,512.15,510.2596423851627
19,346.25,368.0391928183868
6597,384.75,390.44473307436454
12273,543.54,552.8839088961977
1643,510.15,515.2167782480158
8261,454.15,483.6628587490112
6575,380.88,394.7373680167073
8644,499.63,490.35062606551224
12364,566.78,533.2132222226722
9815,501.9,493.8982832815171
3540,404.63,422.80443974349294
4783,416.65,428.8116923582055
2144,372.15,513.708751433996
321,383.45,397.3567194230592
6466,634.71,596.2602822958504
4098,437.14,423.89080922300445
4738,410.65,422.0297389248526
3693,506.47,481.0300233507793
7665,537.32,549.9411264356289
4832,426.15,447.9658317077085
5584,386.15,409.91854067155396
6834,413.34,426.4511878884973
2154,266.84999999999997,326.5892185931357
5692,407.15,424.7553439709371
12262,542.02,551.8384518029684
1006,440.15,456.0475195696025
747,405.15,384.86700428348234
9185,422.68,425.3551035242091
263,309.45,335.1014273327514
11437,636.59,622.632649900278
12271,543.39,532.4600800550772
1085,448.15,472.5707807001994
12502,618.19,586.0354268969286
7516,500.65,496.39401075237674
7886,703.84,671.9301984603737
11058,514.71,493.46462186045335
473,436.95,430.26445945347405
10930,497.25,483.4520016368465
2380,431.65,423.2317700891827
6479,658.64,609.9260858299979
1954,582.15,486.2976458027113
11845,473.15,458.99517820520754
11949,483.65,613.0479921190077
7571,512.35,501.62699631313336
7811,597.47,553.0491581870358
6021,460.26,445.3045082181153
3705,515.78,493.73344438172717
5848,428.15,434.89950551590226
8095,426.96,433.60420022223826
4074,428.16,405.04235988259154
7713,551.38,513.8631644558025
5493,369.15,450.0005697470581
11263,558.23,530.7382786380183
8986,594.08,567.3592885402677
5496,370.54,382.7226378974608
6735,401.39,411.1153296575071
9801,499.7,526.7942371656093
8625,497.26,491.1400021364704
2470,450.04999999999995,383.324031588695
8049,419.39,429.23062002981624
7333,471.59,467.4526824187654
8923,564.11,547.4723994232755
12132,523.16,494.12166292671765
2633,480.65,469.0604078970424
3378,505.04,456.24196101294075
4700,404.31,424.40094576893773
11073,517.59,522.1714070600797
2629,479.65,451.9244729644712
10803,471.34,467.82427542928826
10415,625.03,559.5741013443603
11135,531.65,470.1273756942201
967,435.15,369.6745470083808
10696,453.15,444.4469437284415
4708,406.11,417.9555817676012
10644,449.15,450.3614624656226
1608,505.65,525.4403797313441
4580,385.64,409.6661037538987
6939,427.15,437.76173357661077
2611,478.15,479.03425566927785
1010,440.15,410.18198231295366
3573,420.83,413.32789207642986
6260,513.09,537.4518816394775
9764,495.15,565.8754784031344
5676,404.87,403.4865670591563
10482,679.07,627.3506660074086
11448,653.95,618.7814191963882
95,411.15,416.75982961737617
6918,424.15,429.4249022837564
11039,513.15,525.1381548057057
11132,531.15,465.4361172721416
7474,493.15,589.9496694548944
9423,457.28,441.04834955530333
11670,466.15,467.5062435538389
7915,361.65,479.9960831681972
59,381.45,385.41163834822504
8192,443.15,441.2205507024845
5022,469.15,457.9943757299622
8759,518.15,465.356563482424
12002,495.39,487.8033144078627
3244,485.82,486.2846176087286
8850,543.72,494.54223373033267
5129,494.26,474.0880456896527
1498,494.15,501.3242038815787
12267,542.8,518.3893340353525
12576,659.64,593.9562609600631
10569,404.15,592.7588084465835
10719,455.15,454.3542095533152
9978,519.26,488.79017640795297
3542,404.69,445.837758283128
11892,477.15,469.5069778575086
5837,427.14,423.54428468360493
8917,560.61,535.9967419088287
9641,484.15,499.0723964598203
5148,498.78,438.7252809174979
8687,505.35,484.3637364751837
3404,578.06,495.9935617960903
9253,433.96,426.66125565346647
6414,576.92,589.9692277578084
10006,520.31,485.0523547315563
9438,459.15,491.17384654593616
12152,526.64,507.4351405949826
10251,568.22,564.5773567996505
8346,463.65,471.97213524894585
3592,431.96,438.2183492939161
5491,368.08,374.1065407268203
7488,495.32,474.17294279396776
7116,446.02,436.05674141230236
5268,545.71,539.2414471120605
6756,403.65,397.42827340840324
1562,501.15,524.6571570789893
9494,467.65,457.40419334907574
6081,472.92,464.60144501346247
10261,570.15,473.5783856962708
373,392.55,405.3839349340426
1327,476.15,407.62689742563117
1002,439.65,425.2670377993754
3694,507.9,476.8067914833147
8488,481.65,449.63309285296407
9955,516.91,490.09273627120035
4850,428.9,428.30907698551016
5335,581.15,522.0046939781796
8404,469.31,453.57951900046396
3315,397.42,373.6640635424718
613,386.15,370.59007607067497
9417,456.47,454.03390934083905
2769,509.65,458.4976105599868
1323,476.15,471.5976254950981
1595,504.15,450.1170029467621
9060,666.39,520.1660154219809
5076,481.15,468.01079178452875
3524,390.65,398.3263483959128
1453,490.15,506.27209844878075
4949,450.26,470.89388354841816
4253,506.45,489.6876292654483
6143,485.93,493.8281437638496
10067,530.12,507.8707638685248
11591,460.15,462.8322111738976
7744,565.45,544.954539396382
10442,636.15,488.2873734884637
611,385.65,365.0016416939885
3447,328.65,476.8370654841054
10713,455.15,451.0557441862661
5235,532.09,524.2889301423462
4339,602.47,562.5139283127379
1769,527.15,467.0794142045021
10668,451.15,446.8546566547584
2183,382.45,406.1753010273038
9403,454.55,449.51493803143296
6213,502.04,476.6262345041614
4193,473.15,464.3398155468795
1157,458.15,466.25265649698366
4685,402.15,411.829851120208
3351,453.11,464.9498990739209
4189,471.95,494.67406200279794
5601,389.15,450.90204876648335
2459,445.15,448.1417274606729
5666,403.65,425.5769624575601
10836,478.15,495.64234547439594
1807,534.65,490.4172122122194
6956,430.65,447.41240406828587
5278,550.4,474.67188586762165
3187,513.91,447.96790716189895
4104,441.52,446.0956789831921
8546,491.15,465.0852811848188
1665,513.15,452.68111093809523
12465,600.77,569.3336413579925
3088,338.15,343.4716260781654
8903,556.28,538.4000217444254
8201,444.15,457.8628282340494
119,441.15,439.8330894411414
9845,505.97,486.89959791375725
3482,364.57,396.02303588538405
8598,495.15,472.39813515175905
2057,352.65,446.2686460422713
8743,514.88,472.91472395140386
9104,363.65,451.43875473072046
8196,443.55,474.20107165121385
3492,369.98,368.7306854870094
5924,440.4,446.5131856285467
2271,407.15,419.9729378350122
2519,460.15,420.9041711613469
5763,418.65,440.21892366400016
3455,336.46,355.53984692670787
1978,317.15,327.7061814249093
9384,450.9,453.67640625629997
8008,412.17,446.5790996890523
3751,564.71,484.68384505312923
8870,547.8,524.7462246767535
5009,464.85,486.49890329913114
12226,536.54,524.1627868095472
11177,541.65,508.02778870970553
12616,711.41,681.373593867329
6717,399.55,410.3305782560069
6415,576.92,524.2649073206198
1864,548.65,528.6384550739916
3800,316.07,344.89166598225086
7144,448.95,444.9402185616869
11870,474.15,466.33998173568773
8615,496.82,486.98926417229126
12381,573.15,474.7156928474236
12239,538.15,494.0553451641015
4176,466.85,462.744792058642
7132,447.15,439.4955094614187
5279,550.42,519.8344231400595
9976,519.26,484.7393867135215
12277,544.03,520.5117924577075
3441,321.5,350.8707901148649
3070,323.65,362.1302426746719
10564,399.15,536.899588405315
10955,501.21,501.20315570792866
8289,458.65,438.4831619283725
1923,565.65,521.1187930087406
11255,556.15,473.5740974161721
4707,406.11,421.88827988041623
8283,458.08,549.0567443121496
4665,399.75,394.94420234507663
9316,442.75,433.93894304326733
2012,337.15,444.39632599908725
4058,422.22,432.5664358549344
8079,424.23,426.61989089531073
5470,364.15,348.9582929953013
424,414.35,413.20896610917714
554,373.65,397.4259513443905
1793,532.25,469.06072487815726
12458,598.66,586.448229490789
12188,531.02,475.37161448571004
487,438.85,431.83488000079853
6760,403.82,408.5275931322617
6779,405.87,409.7281634653042
5533,378.3,385.19592347875493
5761,418.15,418.6588205445663
9118,376.65,495.9384983086786
2157,373.15,504.27692179600473
1483,493.15,505.7387821593095
7907,355.65,442.9958843537587
7020,437.54,435.9730731292032
468,469.65,464.13469019035057
5328,577.0,516.5678533400701
2474,451.15,437.29497791077864
3984,403.0,395.66168698242586
10073,531.08,540.4843489767854
6433,594.24,563.5357938567142
2412,437.15,433.1238609025619
2055,351.15,372.797662334461
10023,523.15,493.6401426798509
