,Name,Actual,Predict
320,CC/C=C\C=C,346.25,345.44556
321,CC1CCC=C1C,372.15,368.38364
322,CC1CCC=CC1,375.85,373.7219
323,CC/C=C/C=C,346.35,344.92847
324,CCC=CC=C,346.65,348.19717
325,CC1CCCC=C1,376.15,371.3063
326,CCCC=C=C,349.15,349.12784
327,CCC1=CCCC1,379.45,380.31924
328,CC1=CCCCC1,383.45,380.75687
329,C1CCC=CCC1,388.15,389.2618
330,CCC=C=CC,351.15,350.54614
331,CC=C1CCCC1,388.15,384.1057
332,CC=CC=CC,353.15,348.6054
333,CC1CCCC1C,365.05,369.40207
334,CC1CCCC1C,372.65,369.40207
335,CC1CCCCC1,374.05,374.8107
336,CCC1CCCC1,376.65,375.1063
337,C1CCCCCC1,391.55,387.11197
338,CC(=C)C(C)(C)C,351.05,350.98407
339,CC(C)C(C)(C)C,353.95,354.84335
340,CC(=CC(=C)C)C,366.35,364.48706
341,CC(C)(C)CC=C,345.65,351.073
342,C/C=C/C(C)(C)C,349.85,350.0951
343,CCC(C)(C)C=C,350.65,351.58737
344,C/C=C\C(C)(C)C,353.55,353.32138
345,CC(C)C(C)C=C,353.95,353.882
346,CC(C)CC(=C)C,354.75,357.51834
347,CC(C)C=C(C)C,356.55,358.6603
348,CCC(C)C(=C)C,357.45,358.48538
349,CCC(=C)C(C)C,362.15,361.13516
350,CC=C(C)C(C)C,362.15,362.81897
351,C/C=C(/C)\C(C)C,362.45,362.4145
352,C/C=C(\C)/C(C)C,364.65,360.76453
353,CCC(=C(C)C)C,370.65,370.4035
354,CCCC(C)(C)C,352.35,353.43478
355,CC(C)CC(C)C,353.55,355.8965
356,CCC(C)(C)CC,359.15,358.40225
357,CCC(C)C(C)C,362.85,361.9418
358,CC(=C)CCC=C,361.25,360.79486
359,CCCC(C)C=C,357.05,357.4202
360,CCC(CC)C=C,357.25,357.36163
361,CC(C)CCC=C,358.45,357.26465
362,CC/C=C/C(C)C,359.05,359.7753
363,CC/C=C\C(C)C,359.15,359.55673
364,CCC(C)/C=C\C,359.45,359.837
365,CCC/C=C\CCC,395.65,395.69626
366,CCCC/C=C\CC,396.05,396.802
367,CCC(C)CC=C,359.85,359.61157
368,CCC(C)/C=C/C,360.75,361.87823
369,CCCC/C=C/CC,396.45,396.48602
370,CCCCC/C=C/C,398.15,397.90002
371,CCCCC/C=C\C,398.75,398.7313
372,C/C=C/CC(C)C,361.25,360.35526
373,C1CC2CCCC2C1,412.15,412.31863
374,C/C=C\CC(C)C,362.65,361.05643
375,CCCCC(=C)C,365.15,365.7685
376,CC1CCC(C1)(C)C,378.05,383.1548
377,CCCC(=C)CC,367.15,367.49417
378,CC1CC(C(C1)C)C,389.95,389.9576
379,CC1CCCC1(C)C,387.15,388.15332
380,CC1CCC(CC1)C,392.55,394.47034
381,CCCC=C(C)C,368.55,365.8471
382,CC1(CCCCC1)C,392.75,392.04865
383,CC1CCCC(C1)C,393.25,395.5412
384,CCC1CCC(C1)C,394.15,396.25928
385,CCC1CCC(C1)C,394.15,396.25928
386,CCC1(CCCC1)C,394.75,394.1029
387,CC1CCC(C1C)C,396.15,393.7545
388,CC1CCCC(C1)C,397.65,395.5412
389,CC(C)C1CCCC1,399.65,398.98975
390,CC1CCCCC1C,396.65,399.94803
391,CC1CCCCC1C,402.95,399.94803
392,CCCC1CCCC1,404.15,404.1641
393,CCC1CCCCC1,405.05,405.19077
394,CCC/C(=C\C)/C,368.75,368.09726
395,CCC(=CC)CC,369.15,367.08057
396,C1CCCCCCC1,422.15,419.98926
397,CC(C)(C)C(C)(C)C,379.55,380.34784
398,CCCCC(C)C,363.15,365.95767
399,CC(C)CC(C)(C)C,372.35,374.04028
400,CCC(C)C(C)(C)C,383.15,379.95987
401,CC(C)C(C)C(C)C,386.65,386.19855
402,CCC(C)(C)C(C)C,387.95,386.99548
403,CC(C)CCC(C)C,382.25,382.77396
404,CCC(C)CC(C)C,382.65,384.10077
405,CCCC(C)(C)CC,385.05,384.06775
406,CCC(CC)C(C)C,388.75,387.82883
407,CCCC(C)C(C)C,388.75,388.26935
408,CCC(C)C(C)CC,390.85,389.54108
409,CCCC(C)CC,364.15,367.42572
410,CCC(C)(CC)CC,391.35,391.32422
411,CCCCCC(C)C,390.75,392.43564
412,CCCC(C)CCC,390.85,391.4305
413,CCC(CC)CC(C)C,406.95,407.59537
414,CCCCC(C)CC,391.15,393.07306
415,CC(C)CCCC(C)C,408.35,407.91745
416,CCCC(C)(C)CCC,408.35,406.12305
417,CCC(C)CC(C)CC,409.15,408.98578
418,CCC(C)CCC(C)C,409.15,408.3953
419,CC1CCCC(C1)(C)C,409.75,409.6451
420,CCCC(CC)CC,391.75,393.2031
421,CCCCC(C)(C)CC,410.45,407.75516
422,CCCC(CC)C(C)C,411.15,411.80215
423,CC1CC(CC(C1)C)C,411.65,411.58823
