,SMILES,T,Vapor_Presssure
244,CC(C)(C(C)(C)O)O,389.2336,9.441063955016809
245,CC(=O)O[C@H]1[C@]2(CC[C@H](C2)C1(C)C)C,379.76614,7.903202745163915
246,CC(=O)O[C@H]1[C@]2(CC[C@H](C2)C1(C)C)C,408.84286,9.017695442577208
247,CC(=O)O[C@H]1[C@]2(CC[C@H](C2)C1(C)C)C,390.9936,8.35505752106935
248,CC(=O)O[C@H]1[C@]2(CC[C@H](C2)C1(C)C)C,344.05612,6.248502879403421
249,CC(=O)O[C@H]1[C@]2(CC[C@H](C2)C1(C)C)C,395.33777,8.522357962208861
250,CCC(CC)(C(=O)OCC)C(=O)OCC,421.65594,9.147634753286484
251,CCC(CC)(C(=O)OCC)C(=O)OCC,439.00284,9.821666009733098
252,CCC(CC)(C(=O)OCC)C(=O)OCC,428.35413,9.415909928037891
253,CCC(CC)(C(=O)OCC)C(=O)OCC,400.35165,8.219213402050547
254,CCC(CC)(C(=O)OCC)C(=O)OCC,430.94583,9.516946293023729
255,CCC(C)(CC)O,344.3726,9.685706040216244
256,CCC(C)(CC)O,363.04117,10.458719530481167
257,CCC(C)(CC)O,351.58112,9.999198300074003
258,CCC(C)(CC)O,321.44513,8.536694795699718
259,CCC(C)(CC)O,354.37027,10.115239937857988
260,CC(C)(OC)OC,314.07272,10.173721233992291
261,CC(C)(OC)OC,324.81128,10.599398870729912
262,CC(C)(OC)OC,318.2192,10.342593682945687
263,CC(C)(OC)OC,300.88437,9.594881526038195
264,CC(C)(OC)OC,319.8236,10.406383432674572
265,CCC(CO)(CO)CO,478.84335,8.638498466448153
266,CCC(CO)(CO)CO,501.1465,9.48939849350661
267,CCC(CO)(CO)CO,487.4553,8.979634247527253
268,CCC(CO)(CO)CO,451.45212,7.432033110159551
269,CCC(CO)(CO)CO,490.78748,9.107261364452919
270,CC1=CC(=O)CC(C1)(C)C,359.21817,7.369271405495306
271,CC1=CC(=O)CC(C1)(C)C,391.43384,8.67457827430582
272,CC1=CC(=O)CC(C1)(C)C,371.65765,7.903202404703022
273,CC1=CC(=O)CC(C1)(C)C,319.65308,5.357023655705003
274,CC1=CC(=O)CC(C1)(C)C,376.47083,8.099251271529889
275,CCC(C)(CCCC(C)C)O,386.7871,8.443753480437202
276,CCC(C)(CCCC(C)C)O,407.60342,9.26676382888495
277,CCC(C)(CCCC(C)C)O,394.82495,8.771833145628968
278,CCC(C)(CCCC(C)C)O,361.222,7.303153021879851
279,CCC(C)(CCCC(C)C)O,397.935,8.895218002373927
280,CCC(C)C,278.09146,10.65982803632681
281,CCC(C)C,289.32565,11.104551524032328
282,CCC(C)C,282.42935,10.836408180752207
283,CCC(C)C,264.2944,10.053061609089701
284,CCC(C)C,284.10776,10.903055548488656
285,CC(C)CN,266.54572,8.154392168080966
286,CC(C)CN,272.1628,8.494358236270577
287,CC(C)CN,268.71466,8.287900788748358
288,CC(C)CN,259.64722,7.7098405023683885
289,CC(C)CN,269.5539,8.338794824725133
290,CC(C)CO,336.27887,9.590140027914256
291,CC(C)CO,352.46933,10.37518827162054
292,CC(C)CO,342.53052,9.90603519279591
293,CC(C)CO,316.39487,8.460307595396255
294,CC(C)CO,344.94943,10.02381862515565
295,CC(C)C=O,306.7144,12.422175431252782
296,CC(C)C=O,316.7921,12.821415730717515
