,A_act,A_pred,B_act,B_pred,C_act,C_pred,0
519,20.44990293470616,21.500822,3923.683286355016,3899.101,-132.921,-62.080173,424.0
1262,20.73708134750438,20.808292,2617.3484752063323,3421.281,-50.15,-71.149956,303.0
1639,19.758735967342133,20.208078,3104.9438944987514,3153.4214,-85.0,-79.85955,462.0
1399,20.719581700797622,20.23232,3341.51148695296,3140.71,-59.15,-79.47906,382.5
266,21.21901240746803,20.996813,3584.7335503259205,3618.236,-105.55,-69.51259,433.0
1157,21.197229952488307,20.350584,2996.0707635467134,3186.6907,-61.257,-77.33375,319.5
67,21.28532685814626,20.765707,2725.569974577052,3397.891,-50.74,-71.93093,305.5
471,21.175102109744635,21.321508,3283.391936620697,3704.5562,-62.623,-63.306812,350.5
1249,20.612741752482695,20.903542,3109.22670277172,3484.479,-54.41,-69.615364,358.5
532,20.456557405624917,21.58645,3327.495651491905,3793.5474,-30.036,-58.412148,262.5
439,21.777089956457,21.93616,6218.573139968275,4101.8076,-130.0,-55.43436,465.5
1345,25.99618569990277,24.616922,6058.3316381766335,5470.2715,0.0,-14.3771,344.0
383,22.94714857146192,24.41323,5269.811373080824,5322.7827,-38.693,-17.478292,396.0
993,21.942922134854427,21.01494,4134.10732766337,3583.1658,-45.514,-69.062515,376.5
807,21.415538045155078,20.393007,3884.850188761672,3308.7424,-72.261,-80.0054,400.0
361,20.498188144106244,21.636433,2935.3354765488098,3895.0842,-145.0,-59.47854,409.5
1476,20.74253847417477,20.637573,3392.1683589988284,3352.123,-68.95,-73.32125,396.5
963,21.216019046847137,20.450916,3837.027798965278,3266.182,-23.15,-76.432236,377.0
342,21.24673553198768,20.427174,3089.8389362887106,3252.2654,-49.263,-77.28221,318.0
1463,20.44695562578713,22.114504,2976.3214912041035,4144.199,-93.05,-51.303658,379.0
1510,20.724946724064296,20.022171,3309.505554160342,3034.0823,-69.85,-83.175224,390.0
1586,24.27431256736183,22.250616,5901.525593343739,4229.903,0.0,-50.32468,404.5
1138,20.749929772323284,20.850195,3301.216247825564,3473.463,-71.25,-70.872635,389.5
570,21.54957152341825,21.161148,4231.944168264688,3626.8955,-58.49,-66.85949,395.5
464,22.817559082428215,21.311186,3943.957548098828,3717.8235,-23.216,-64.298615,318.0
628,20.7742450709053,21.03642,3052.6291611859265,3535.6748,-60.783,-67.60824,350.0
1774,19.93875206991241,20.748016,2920.460776848068,3414.7573,-64.0,-71.47038,411.0
1034,20.394134323753843,19.805365,2362.083891797012,2897.876,-35.0,-85.94301,301.0
261,21.02105916702333,21.076689,2848.827354605024,3570.8452,-61.71,-67.3007,339.5
1230,20.10912034094304,23.13927,4920.605923047533,4670.733,-9.034,-36.085773,371.0
240,18.230671422078498,20.746086,1626.7165009878756,3399.3755,-109.392,-72.28437,318.0
1728,20.288629874792854,20.717066,3250.904763543644,3413.0908,-76.15,-72.341515,447.0
631,23.147012957533804,23.654001,5357.010270552508,4945.3447,-51.869,-29.759161,424.5
669,24.3917213812536,25.225792,6034.822244377165,5839.3794,-23.72,-4.6495075,413.5
1190,20.86832869780504,20.007889,3400.6879238429065,3016.5164,-63.15,-83.125755,387.5
1651,20.82066518638006,20.849224,2997.505274059649,3452.9053,-58.15,-70.31759,345.5
926,20.768028091154218,20.05979,3249.154798872968,3055.819,-70.52,-82.5559,383.5
535,22.148980474826462,23.142265,3767.710777325785,4714.283,-95.0,-35.74916,413.5
670,19.38700662992917,25.504929,2184.92299474205,5948.3467,-137.65,0.1441273,362.0
1281,23.333637479320974,21.51468,4335.14603213268,3922.5793,-115.0,-61.779324,482.0
693,21.32032615155977,20.992552,3444.683417214744,3560.8228,-90.134,-69.48248,377.5
71,23.243445221228395,21.355066,4402.082180786017,3737.1792,-59.35,-62.66399,389.5
609,20.964807013201487,21.431929,3729.036558103857,3852.98,-81.82,-62.679134,432.0
259,20.02788513886221,23.690992,2389.823134412311,4915.17,-75.601,-26.05341,327.5
51,19.59822276050952,24.293016,2187.9163553629423,5310.7554,-123.65,-18.046633,362.5
1170,22.56485036847212,22.701988,3602.4588503717887,4434.14,-75.952,-42.48982,357.5
1163,20.90678186885804,21.857832,3702.556829534426,4018.878,-81.55,-56.292007,433.5
590,20.60687016049556,20.430294,2331.0680705943823,3224.3794,-36.503,-76.31968,260.5
332,20.68686196662617,20.56076,2856.8104171224336,3318.127,-67.499,-75.862885,366.0
1862,20.760406534496408,21.024736,3102.7334128094767,3573.0579,-58.15,-67.62742,357.5
1717,19.785607135377376,20.442476,3113.831872957708,3276.926,-80.15,-76.316284,457.0
1588,25.166955730362837,21.477022,5589.972014751087,3805.3738,-38.884,-61.006927,381.5
398,23.056222027317048,20.019794,5435.758680732904,3092.1753,-38.94,-84.88772,423.5
1612,20.666461062702247,20.07472,3290.8546149070903,3071.4226,-66.25,-81.738396,386.5
818,20.753982322086955,20.859999,3671.3107498224967,3541.548,-70.0,-71.44177,468.0
548,23.781329098951804,20.647322,5834.56411625438,3431.0264,-44.647,-74.742584,459.0
599,22.61714207593401,22.15088,4103.20663571539,4178.213,-88.15,-50.761578,411.0
1709,19.933778486111542,20.750313,3077.197744128173,3429.2144,-73.15,-71.78472,439.0
1471,20.88412443154298,21.029505,3429.771876152514,3592.9492,-78.049,-69.44131,421.5
887,20.80581351253025,22.768425,3728.875377147348,4587.5405,-70.0,-42.75911,472.0
1885,21.42520890254565,19.970263,4088.8615305860367,3080.286,-83.344,-86.27373,400.0
494,20.82540851167163,20.254656,2361.301012865394,3123.01,-31.72,-78.8222,259.0
1376,20.81016539835601,19.79441,3354.6362219830257,2915.7957,-72.65,-86.39647,394.0
192,24.58009586771144,22.821661,6210.071995804942,4618.003,0.0,-42.707973,327.5
557,20.92451177407409,21.258955,3745.200705456676,3797.7222,-80.15,-66.53536,435.5
1221,21.06029521700795,20.067913,3430.9784307412438,3136.081,-108.429,-85.44591,436.5
1837,20.179763651596097,21.030844,3305.7062887569023,3571.0247,-86.15,-67.58142,468.0
733,21.50202314124793,20.462759,3492.761393956459,3311.4597,-90.526,-77.04441,423.0
584,25.81658406264924,22.7566,5616.166222768988,4443.9595,-58.15,-42.00741,451.0
812,20.67684572147165,22.342234,2972.1768380367143,4242.3154,-54.15,-46.953636,362.5
