,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
942,(E)-3-Pentenoic acid,C/C=C/CC(=O)O,22.65398344,4264.387592,-83.15,366,469,5,C/C=C/CC(=O)O,"[1, 6, 8]",3,TRUE
943,2-Methoxypyridine,COC1=CC=CC=N1,23.23299148,4877.549884,0,304,338,6,COC1=CC=CC=N1,"[1, 6, 7, 8]",4,TRUE
944,1-Penten-3-one,CCC(=O)C=C,23.72017244,4519.831777,-5.495,291,375,5,CCC(=O)C=C,"[1, 6, 8]",3,TRUE
945,"1,1-Dimethylcyclopropane",CC1(CC1)C,20.43832093,2306.315281,-35,294,294,5,CC1(CC1)C,"[1, 6]",2,TRUE
946,2-Ethyl-1-hexene,CCCCC(=C)CC,20.76459724,3094.904623,-58.15,293,420,8,CCCCC(=C)CC,"[1, 6]",2,TRUE
947,5-Methylundecane,CCCCCCC(C)CCCC,24.26758902,6163.773917,3.913,357,480,12,CCCCCCC(C)CCCC,"[1, 6]",2,TRUE
948,Methyl tert-butyl ether,CC(C)(C)OC,22.16380912,3348.594239,-13.144,287,326,5,CC(C)(C)OC,"[1, 6, 8]",3,TRUE
949,"4,5-Diethyloctane",CCCC(CC)C(CC)CCC,20.20191452,3314.156776,-88.15,470,470,12,CCCC(CC)C(CC)CCC,"[1, 6]",2,TRUE
950,"5,6-Dimethyldecane",CCCCC(C)C(C)CCCC,20.1737539,3320.696118,-90.15,474,474,12,CCCCC(C)C(C)CCCC,"[1, 6]",2,TRUE
951,4-Ethyldecane,CCCCCCC(CC)CCC,20.2453643,3374.369376,-90.15,477,477,12,CCCCCCC(CC)CCC,"[1, 6]",2,TRUE
952,"1,1-Dimethylcyclopentane",CC1(CCCC1)C,20.63574458,2833.42306,-49.93,267,386,7,CC1(CCCC1)C,"[1, 6]",2,TRUE
953,Ethylcyclopentane,CCC1CCCC1,20.73266038,2978.877361,-53.03,280,408,7,CCC1CCCC1,"[1, 6]",2,TRUE
954,"4,4-Dimethyl-1-hexene",CCC(C)(C)CC=C,20.82358947,2995.663206,-58.15,285,406,8,CCC(C)(C)CC=C,"[1, 6]",2,TRUE
955,2-Ethylacrylonitrile,CCC(=C)C#N,21.50133237,3599.999689,-26.287,244,387,5,CCC(=C)C#N,"[1, 6, 7]",3,TRUE
956,1-Adamantyl methyl ketone,CC(=O)C12CC3CC(C1)CC(C3)C2,22.52174598,5621.040795,-28.815,432,506,12,CC(=O)C12CC3CC(C1)CC(C3)C2,"[1, 6, 8]",3,TRUE
957,"r-1, c-2, c-4-Trimethylcyclohexane",C[C@@H]1CC[C@@H]([C@@H](C1)C)C,21.21601905,3837.027799,-23.15,305,449,9,C[C@@H]1CC[C@@H]([C@@H](C1)C)C,"[1, 6]",2,TRUE
958,Ethylcyclohexane,CCC1CCCCC1,20.6546488,3153.183052,-59.55,301,433,8,CCC1CCCCC1,"[1, 6]",2,TRUE
959,Propylcyclohexane,CCCC1CCCCC1,20.76084403,3369.579999,-64.985,321,459,9,CCCC1CCCCC1,"[1, 6]",2,TRUE
960,Butylcyclohexane,CCCCC1CCCCC1,20.81237588,3547.66193,-72.06,340,484,10,CCCCC1CCCCC1,"[1, 6]",2,TRUE
961,Isobutylcyclohexane,CC(C)CC1CCCCC1,20.70083866,3434.82605,-70.085,357,445,10,CC(C)CC1CCCCC1,"[1, 6]",2,TRUE
962,"4,6-Dimethylindane",CC1=CC(=C2CCCC2=C1)C,21.66090151,4389.093298,-64.054,313,423,11,CC1=CC(=C2CCCC2=C1)C,"[1, 6]",2,TRUE
963,"N,N-Diethyl-benzamide",CCN(CC)C(=O)C1=CC=CC=C1,23.20531441,6769.151169,0,374,405,11,CCN(CC)C(=O)C1=CC=CC=C1,"[1, 6, 7, 8]",4,TRUE
964,"2-Hexyl-1,3-dioxolane",CCCCCCC1OCCO1,25.89003653,6599.208877,0,318,453,9,CCCCCCC1OCCO1,"[1, 6, 8]",3,TRUE
965,Nonanoic acid methyl ester,CCCCCCCCC(=O)OC,21.05467691,3733.013123,-95.503,352,439,10,CCCCCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
966,Methyl undecanoate,CCCCCCCCCCC(=O)OC,21.44383682,4212.779753,-98.32,352,472,12,CCCCCCCCCCC(=O)OC,"[1, 6, 8]",3,TRUE
967,Allyl phenyl ether,C=CCOC1=CC=CC=C1,21.59249171,4095.40778,-58.062,354,455,9,C=CCOC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
968,cis-Bicyclo[3.3.0]octane,C1CC2CCCC2C1,21.81908911,3760.908941,-41.575,298,318,8,C1CC2CCCC2C1,"[1, 6]",2,TRUE
969,"2-Ethyl-1,4-dimethylbenzene",CCC1=C(C=CC(=C1)C)C,20.33458947,3424.220343,-71.15,340,492,10,CCC1=C(C=CC(=C1)C)C,"[1, 6]",2,TRUE
970,"trans-1,3-Dimethylcyclopentane",C[C@@H]1CC[C@H](C1)C,20.61456079,2837.153248,-51.73,270,389,7,C[C@@H]1CC[C@H](C1)C,"[1, 6]",2,TRUE
971,"cis-1,2-Cyclohexanediol",C1CC[C@@H]([C@@H](C1)O)O,20.30702753,5262.726319,0,289,320,6,C1CC[C@@H]([C@@H](C1)O)O,"[1, 6, 8]",3,TRUE
972,Allyl formate,C=CCOC=O,22.91647814,4219.55626,17.082,373,433,4,C=CCOC=O,"[1, 6, 8]",3,TRUE
973,3-Methyl-4-heptanol,CCCC(C(C)CC)O,21.57637361,3682.294081,-71.45,335,444,8,CCCC(C(C)CC)O,"[1, 6, 8]",3,TRUE
974,Sebaconitrile,C(CCCCC#N)CCCC#N,23.42567181,6457.659761,-64.579,303,344,10,C(CCCCC#N)CCCC#N,"[1, 6, 7]",3,TRUE
975,"2,4-Dimethyl-6-tert-butylphenol",CC1=CC(=C(C(=C1)C(C)(C)C)O)C,21.35044396,4314.473423,-83.392,388,522,12,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,"[1, 6, 8]",3,TRUE
976,"2,5-Dimethyl-3,4-dihydro-2H-pyran-2-carbaldehyde",CC1=COC(CC1)(C)C=O,23.32795009,5198.643073,0,336,440,8,CC1=COC(CC1)(C)C=O,"[1, 6, 8]",3,TRUE
977,4-Octyne,CCCC#CCCC,21.32292807,3392.421643,-58.68,346,405,8,CCCC#CCCC,"[1, 6]",2,TRUE
978,5-Decyne,CCCCC#CCCCC,20.94042264,3455.146364,-83.44,351,451,10,CCCCC#CCCCC,"[1, 6]",2,TRUE
979,Caprinitrile,CCCCCCCCCC#N,21.0293715,3957.469117,-98.944,431,519,10,CCCCCCCCCC#N,"[1, 6, 7]",3,TRUE
980,"(E)-1,3-Pentadiene",C/C=C/C=C,20.84852647,2561.073296,-40.44,250,330,5,C/C=C/C=C,"[1, 6]",2,TRUE
981,1-Decanamine,CCCCCCCCCCN,21.41173878,4117.712922,-78.85,377,526,10,CCCCCCCCCCN,"[1, 6, 7]",3,TRUE
982,"3,4-Diethoxy-benzaldehyde",CCOC1=C(C=C(C=C1)C=O)OCC,24.41246767,6757.051085,-43.15,390,418,11,CCOC1=C(C=C(C=C1)C=O)OCC,"[1, 6, 8]",3,TRUE
983,"2,5-Dimethylstyrene",CC1=CC(=C(C=C1)C)C=C,21.99512174,4435.54565,-42.713,302,467,10,CC1=CC(=C(C=C1)C)C=C,"[1, 6]",2,TRUE
984,2-Phenyl-1-butene,CCC(=C)C1=CC=CC=C1,20.76641628,3577.388304,-68,455,455,10,CCC(=C)C1=CC=CC=C1,"[1, 6]",2,TRUE
985,Butylcyclopentane,CCCCC1CCCC1,25.70000418,5312.745375,-54.68,385,440,9,CCCCC1CCCC1,"[1, 6]",2,TRUE
986,Propylcyclopentane,CCCC1CCCC1,20.78962634,3187.675777,-59.991,302,431,8,CCCC1CCCC1,"[1, 6]",2,TRUE
987,Isopentyl isobutyrate,CC(C)CCOC(=O)C(C)C,21.94292213,4134.107328,-45.514,288,465,9,CC(C)CCOC(=O)C(C)C,"[1, 6, 8]",3,TRUE
988,Pentyl salicylate,CCCCCOC(=O)C1=CC=CC=C1O,20.45197526,3677.612925,-138.659,402,553,12,CCCCCOC(=O)C1=CC=CC=C1O,"[1, 6, 8]",3,TRUE
989,"3,5-Diethyltoluene",CCC1=CC(=CC(=C1)C)CC,22.35289741,4758.255253,-34.543,307,474,11,CCC1=CC(=CC(=C1)C)CC,"[1, 6]",2,TRUE
990,Diisobutyl oxalate,CC(C)COC(=O)C(=O)OCC(C)C,23.37994247,5506.127984,-38.325,336,503,10,CC(C)COC(=O)C(=O)OCC(C)C,"[1, 6, 8]",3,TRUE
991,Dipentylamine,CCCCCNCCCCC,21.70121978,4105.739479,-72.15,379,527,10,CCCCCNCCCCC,"[1, 6, 7]",3,TRUE
992,"2,6-Dimethyloctane",CCC(C)CCCC(C)C,20.80942857,3339.968755,-73.75,326,462,10,CCC(C)CCCC(C)C,"[1, 6]",2,TRUE
993,3-Ethyl-3-octanol,CCCCCC(CC)(CC)O,24.67565315,6207.769411,-0.15,355,472,10,CCCCCC(CC)(CC)O,"[1, 6, 8]",3,TRUE
994,Butyl levulinate,CCCCOC(=O)CCC(=O)C,22.52738731,4895.767938,-65.738,358,511,9,CCCCOC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
995,1-Ethylcyclopentene,CCC1=CCCC1,22.00663466,3761.89675,-20.309,321,379,7,CCC1=CCCC1,"[1, 6]",2,TRUE
996,Methyl lactate,CC(C(=O)OC)O,19.42552888,2303.810068,-126.345,315,418,4,CC(C(=O)OC)O,"[1, 6, 8]",3,TRUE
997,Octyl methacrylate,CCCCCCCCOC(=O)C(=C)C,24.57597424,6690.259999,0,385,512,12,CCCCCCCCOC(=O)C(=C)C,"[1, 6, 8]",3,TRUE
998,2-Methylindene,CC1=CC2=CC=CC=C2C1,23.47833193,4220.937812,-105,458,458,10,CC1=CC2=CC=CC=C2C1,"[1, 6]",2,TRUE
999,5-Methyl-1-hexyne,CC(C)CCC#C,20.82457958,2881.224727,-55.15,273,389,7,CC(C)CCC#C,"[1, 6]",2,TRUE
1000,"cis-1,2-Dimethylcyclohexane",C[C@@H]1CCCC[C@@H]1C,20.64612924,3154.4725,-57.01,299,431,8,C[C@@H]1CCCC[C@@H]1C,"[1, 6]",2,TRUE
1001,"trans-1,3-Dimethylcyclohexane",C[C@@H]1CCC[C@H](C1)C,19.45385068,2449.328841,-85.56,292,423,8,C[C@@H]1CCC[C@H](C1)C,"[1, 6]",2,TRUE
1002,"trans-1,4-Dimethylcyclohexane",CC1CCC(CC1)C,20.59616314,3066.628879,-54.41,290,420,8,CC1CCC(CC1)C,"[1, 6]",2,TRUE
1003,Propyl methacrylate,CCCOC(=O)C(=C)C,23.64455554,5008.122577,0,304,413,7,CCCOC(=O)C(=C)C,"[1, 6, 8]",3,TRUE
1004,"2,4-Dimethylheptane",CCCC(C)CC(C)C,20.75135738,3147.633822,-65.15,304,433,9,CCCC(C)CC(C)C,"[1, 6]",2,TRUE
1005,"2,4-Dimethyl-1-pentene",CC(C)CC(=C)C,20.62545202,2763.05606,-51.106,263,379,7,CC(C)CC(=C)C,"[1, 6]",2,TRUE
1006,"2,5-Dimethylheptane",CCC(C)CCC(C)C,20.76402159,3177.567428,-65.15,306,436,9,CCC(C)CCC(C)C,"[1, 6]",2,TRUE
1007,4-Ethylheptane,CCCC(CC)CCC,20.85198034,3237.895158,-67.15,311,442,9,CCCC(CC)CCC,"[1, 6]",2,TRUE
1008,3-Methyloctane,CCCCCC(C)CC,20.81191536,3233.520246,-69.15,314,445,9,CCCCCC(C)CC,"[1, 6]",2,TRUE
1009,4-Methyloctane,CCCCC(C)CCC,20.80385632,3214.178531,-69.15,312,443,9,CCCCC(C)CCC,"[1, 6]",2,TRUE
1010,L-Menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,21.41696565,3893.494093,-94.49,372,487,10,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,"[1, 6, 8]",3,TRUE
1011,2-Methyl-6-tert-butylphenol,CC1=C(C(=CC=C1)C(C)(C)C)O,21.75005761,4430.247402,-71.309,375,504,11,CC1=C(C(=CC=C1)C(C)(C)C)O,"[1, 6, 8]",3,TRUE
1012,p-Menth-3-yl methanoate,CC1CCC(C(C1)OC=O)C(C)C,22.65174993,5120.990693,-31.982,320,492,11,CC1CCC(C(C1)OC=O)C(C)C,"[1, 6, 8]",3,TRUE
1013,"2,4-Dimethylstyrene",CC1=CC(=C(C=C1)C=C)C,22.27186944,4727.895669,-35.283,307,451,10,CC1=CC(=C(C=C1)C=C)C,"[1, 6]",2,TRUE
1014,"Octyl cyanide, Pelargononitrile",CCCCCCCCC#N,21.72159766,4407.562333,-66.375,328,500,9,CCCCCCCCC#N,"[1, 6, 7]",3,TRUE
1015,1-Undecyne,CCCCCCCCCC#C,20.55642052,3320.143497,-100.615,401,469,11,CCCCCCCCCC#C,"[1, 6]",2,TRUE
1016,Undecanonitrile,CCCCCCCCCCC#N,20.67458919,3785.173583,-120.216,445,534,11,CCCCCCCCCCC#N,"[1, 6, 7]",3,TRUE
1017,"4-Hexyl-1,3-dioxane",CCCCCCC1CCOCO1,25.43182209,6845.585481,0,318,453,10,CCCCCCC1CCOCO1,"[1, 6, 8]",3,TRUE
1018,5-Undecyne,CCCCCC#CCCCC,21.03153593,3646.28165,-87.521,404,472,11,CCCCCC#CCCCC,"[1, 6]",2,TRUE
1019,Isopropyl caproate,CCCCCC(=O)OC(C)C,22.61094812,4327.03863,-53.014,307,382,9,CCCCCC(=O)OC(C)C,"[1, 6, 8]",3,TRUE
1020,3-Methyl-2-hexanol,CCCC(C)C(C)O,24.98995601,5721.923956,-0.15,347,428,7,CCCC(C)C(C)O,"[1, 6, 8]",3,TRUE
1021,Propyl benzoate,CCCOC(=O)C1=CC=CC=C1,19.42140725,2899.753629,-139.52,359,453,10,CCCOC(=O)C1=CC=CC=C1,"[1, 6, 8]",3,TRUE
1022,"2,2-Dimethyl-1-hexanol",CCCCC(C)(C)CO,27.03419106,6910.057864,-0.15,356,452,8,CCCCC(C)(C)CO,"[1, 6, 8]",3,TRUE
1023,2-Decyne,CCCCCCCC#CC,21.15338873,3638.022277,-78.871,410,457,10,CCCCCCCC#CC,"[1, 6]",2,TRUE
1024,3-Decyne,CCCCCCC#CCC,20.82114873,3382.610328,-88.016,406,452,10,CCCCCCC#CCC,"[1, 6]",2,TRUE
1025,4-Decyne,CCCCCC#CCCC,20.91610734,3450.073769,-83.067,404,451,10,CCCCCC#CCCC,"[1, 6]",2,TRUE
1026,1-(1-Methylethenyl)-4-(1-methylethyl)-benzene,CC(C)C1=CC=C(C=C1)C(=C)C,22.42496832,4920.854602,-43.15,403,479,12,CC(C)C1=CC=C(C=C1)C(=C)C,"[1, 6]",2,TRUE
1027,Methacrylic acid neopentyl ester,CC(=C)C(=O)OCC(C)(C)C,19.78710382,3398.560335,-53.744,313,338,9,CC(=C)C(=O)OCC(C)(C)C,"[1, 6, 8]",3,TRUE
1028,"trans-1,2-Dimethylcyclopropane",C[C@@H]1C[C@H]1C,20.39413432,2362.083892,-35,301,301,5,C[C@@H]1C[C@H]1C,"[1, 6]",2,TRUE
1029,Diethyl itaconate,CCOC(=O)CC(=C)C(=O)OCC,22.16026314,4912.975156,-39.828,324,501,9,CCOC(=O)CC(=C)C(=O)OCC,"[1, 6, 8]",3,TRUE
1030,4-Methyl-2-tert-butylphenol,CC1=CC(=C(C=C1)O)C(C)(C)C,21.61174132,4180.039295,-95.057,385,510,11,CC1=CC(=C(C=C1)O)C(C)(C)C,"[1, 6, 8]",3,TRUE
1031,Propylcyclopropane,CCCC1CC1,20.56947618,2706.688777,-43,342,342,6,CCCC1CC1,"[1, 6]",2,TRUE
1032,"2,3,6-Trimethylphenol",CC1=C(C(=C(C=C1)C)O)C,23.31351289,5671.656221,-16.841,359,502,9,CC1=C(C(=C(C=C1)C)O)C,"[1, 6, 8]",3,TRUE
1033,Diethyl mesaconate,CCOC(=O)/C=C(\C)/C(=O)OCC,24.69674483,6618.849927,0.3,335,502,9,CCOC(=O)/C=C(\C)/C(=O)OCC,"[1, 6, 8]",3,TRUE
1034,1-Butylcyclopentene,CCCCC1=CCCC1,20.7019439,3248.738031,-76.065,366,430,9,CCCCC1=CCCC1,"[1, 6]",2,TRUE
1035,Lauronitrile,CCCCCCCCCCCC#N,21.20146671,4285.357235,-106.302,440,556,12,CCCCCCCCCCCC#N,"[1, 6, 7]",3,TRUE
1036,N-Methyloctyl-amine,CCCCCCCCNC,21.67688145,3958.83455,-69.15,365,508,9,CCCCCCCCNC,"[1, 6, 7]",3,TRUE
1037,1-Methylbicyclo[4.1.0]-heptane,CC12CCCCC1C2,20.69623349,3123.346155,-58.167,341,393,8,CC12CCCCC1C2,"[1, 6]",2,TRUE
1038,trans-1-Methyl-3-propylcyclopentane,CCC[C@H]1CC[C@@H](C1)C,20.18199716,3074.135306,-66,421,421,9,CCC[C@H]1CC[C@@H](C1)C,"[1, 6]",2,TRUE
1039,cis-1-Methyl-3-propylcyclopentane,CCC[C@@H]1CC[C@@H](C1)C,20.18199716,3074.135306,-66,421,421,9,CCC[C@@H]1CC[C@@H](C1)C,"[1, 6]",2,TRUE
1040,Heptyl acrylate,CCCCCCCOC(=O)C=C,24.3232425,6151.024504,0,359,480,10,CCCCCCCOC(=O)C=C,"[1, 6, 8]",3,TRUE
1041,Octyl acrylate,CCCCCCCCOC(=O)C=C,24.41253675,6400.638543,-3.626,331,500,11,CCCCCCCCOC(=O)C=C,"[1, 6, 8]",3,TRUE
1042,Hexyl acrylate,CCCCCCOC(=O)C=C,24.09157941,5789.546275,0,342,461,9,CCCCCCOC(=O)C=C,"[1, 6, 8]",3,TRUE
1043,"cis-1,3-Dimethylcyclopentane",C[C@@H]1CC[C@@H](C1)C,20.73259131,2900.842752,-49.62,270,390,7,C[C@@H]1CC[C@@H](C1)C,"[1, 6]",2,TRUE
1044,"r-1-Ethyl-c-2, t-4-dimethylcyclopentane",CC[C@H]1C[C@@H](C[C@H]1C)C,20.03235215,3003.975538,-65,418,418,9,CC[C@H]1C[C@@H](C[C@H]1C)C,"[1, 6]",2,TRUE
1045,"r-1-Ethyl-c-2, c-4-dimethylcyclopentane",CC[C@H]1C[C@H](C[C@H]1C)C,20.03235215,3003.975538,-65,418,418,9,CC[C@H]1C[C@H](C[C@H]1C)C,"[1, 6]",2,TRUE
1046,"r-1, t-2, c-3, t-4-Tetramethyl-cyclopentane",C[C@@H]1C[C@H]([C@@H]([C@H]1C)C)C,19.8022318,2777.055777,-65,401,401,9,C[C@@H]1C[C@H]([C@@H]([C@H]1C)C)C,"[1, 6]",2,TRUE
1047,4-Ethoxy-3-hydroxy benzaldehyde,CCOC1=C(C=C(C=C1)C=O)O,23.65123304,6729.7194,-43.15,390,422,9,CCOC1=C(C=C(C=C1)C=O)O,"[1, 6, 8]",3,TRUE
1048,N-Methyl-caprolactam,CN1CCCCCC1=O,23.00370006,5842.924803,-2.239,435,530,7,CN1CCCCCC1=O,"[1, 6, 7, 8]",4,TRUE
1049,"3-Methyl-1,3-butanediol",CC(C)(CCO)O,21.92489289,3612.074446,-127.762,362,469,5,CC(C)(CCO)O,"[1, 6, 8]",3,TRUE
1050,3-Heptyne,CCCC#CCC,20.82158622,2992.209328,-58.15,284,405,7,CCCC#CCC,"[1, 6]",2,TRUE
1051,"cis-1,3,5-Hexatriene",C=C/C=C\C=C,21.63260274,3287.322449,-29.569,306,323,6,C=C/C=C\C=C,"[1, 6]",2,TRUE
1052,"2,4,6-Trimethylheptane",CC(C)CC(C)CC(C)C,20.81272127,3249.638342,-70.85,317,448,10,CC(C)CC(C)CC(C)C,"[1, 6]",2,TRUE
1053,trans-1-Ethyl-3-methylcyclopentane,CC[C@@H]1CC[C@H](C1)C,20.72142377,3110.792461,-55.65,293,421,8,CC[C@@H]1CC[C@H](C1)C,"[1, 6]",2,TRUE
1054,cis-1-Ethyl-3-methylcyclopentane,CC[C@H]1CC[C@H](C1)C,20.74329833,3120.002801,-56.05,293,421,8,CC[C@H]1CC[C@H](C1)C,"[1, 6]",2,TRUE
1055,2-Phenylpentane,CCCC(C)C1=CC=CC=C1,21.9318467,4379.007976,-45.141,302,467,11,CCCC(C)C1=CC=CC=C1,"[1, 6]",2,TRUE
1056,2-Methyl-2-hexene,CCCC=C(C)C,20.72810127,2902.40851,-53.15,274,394,7,CCCC=C(C)C,"[1, 6]",2,TRUE
1057,Isopropyl phenyl ether,CC(C)OC1=CC=CC=C1,19.78546898,2785.646722,-113.387,345,447,9,CC(C)OC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
1058,"(E)-3-Methyl-1,3-pentadiene",C/C=C(\C)/C=C,20.24847279,2574.405263,-55,350,350,6,C/C=C(\C)/C=C,"[1, 6]",2,TRUE
1059,"(Z)-3-Methyl-1,3-pentadiene",C/C=C(/C)\C=C,20.24847279,2574.405263,-55,350,350,6,C/C=C(/C)\C=C,"[1, 6]",2,TRUE
1060,"2,4-Dimethyldecane",CCCCCCC(C)CC(C)C,23.77824363,5794.114604,1.203,348,472,12,CCCCCCC(C)CC(C)C,"[1, 6]",2,TRUE
1061,3-Methoxy propanal,COCCC=O,20.32351404,2592.142076,-99.477,333,394,4,COCCC=O,"[1, 6, 8]",3,TRUE
1062,3-Ethoxypropanal,CCOCCC=O,22.64636188,4009.843718,-45.121,353,406,5,CCOCCC=O,"[1, 6, 8]",3,TRUE
1063,2-Propoxyethanol,CCCOCCO,21.69647645,3533.171762,-75.737,350,421,5,CCCOCCO,"[1, 6, 8]",3,TRUE
1064,2-Octyne,CCCCCC#CC,21.24012711,3413.352142,-59.97,310,438,8,CCCCCC#CC,"[1, 6]",2,TRUE
1065,"2,4-Hexadiyne",CC#CC#CC,21.27897172,3355.808238,-58.576,338,408,6,CC#CC#CC,"[1, 6]",2,TRUE
1066,4-Methyldecane,CCCCCCC(C)CCC,23.82033489,5667.810904,0.915,340,460,11,CCCCCCC(C)CCC,"[1, 6]",2,TRUE
1067,Pentyl methacrylate,CCCCCOC(=O)C(=C)C,24.10500349,5731.580998,0,339,456,9,CCCCCOC(=O)C(=C)C,"[1, 6, 8]",3,TRUE
1068,"2-Ethyl-1,3-dimethylbenzene",CCC1=C(C=CC=C1C)C,20.3461024,3457.492698,-71.15,342,496,10,CCC1=C(C=CC=C1C)C,"[1, 6]",2,TRUE
1069,"2,3-Dimethylnonane",CCCCCCC(C)C(C)C,23.74835608,5747.459625,10.269,336,460,11,CCCCCCC(C)C(C)C,"[1, 6]",2,TRUE
1070,Methyl-(1-methyl-cyclohexyl) ketone,CC(=O)C1(CCCCC1)C,23.45530608,5430.020639,-4.168,375,459,9,CC(=O)C1(CCCCC1)C,"[1, 6, 8]",3,TRUE
1071,"2,4-Diisopropyl-phenol",CC(C)C1=CC(=C(C=C1)O)C(C)C,22.19047306,4885.263544,-69.321,395,528,12,CC(C)C1=CC(=C(C=C1)O)C(C)C,"[1, 6, 8]",3,TRUE
1072,4-Methylundecane,CCCCCCCC(C)CCC,24.56413895,6286.925378,1.933,360,480,12,CCCCCCCC(C)CCC,"[1, 6]",2,TRUE
1073,2-Acetoxypropionic acid ethyl ester,CCOC(=O)C(C)OC(=O)C,22.1186324,3981.56567,-78.058,309,454,7,CCOC(=O)C(C)OC(=O)C,"[1, 6, 8]",3,TRUE
1074,Pentyl acrylate,CCCCCOC(=O)C=C,23.80458521,5402.539286,0,325,440,8,CCCCCOC(=O)C=C,"[1, 6, 8]",3,TRUE
1075,Methyl hydroperoxide,COO,24.15918331,4521.153461,-0.696,243,323,1,COO,"[1, 6, 8]",3,TRUE
1076,Ethyl hydroperoxide,CCOO,25.23379978,5130.159587,0,253,363,2,CCOO,"[1, 6, 8]",3,TRUE
1077,5-Ethenylbicyclo[2.2.1]hept-2-ene,C=CC1CC2CC1C=C2,20.23599278,2946.604328,-75.877,335,410,9,C=CC1CC2CC1C=C2,"[1, 6]",2,TRUE
1078,"Bicyclo[4.3.0]nona-3,7-diene",C1C=CCC2C1CC=C2,22.72425833,4679.117706,-14.118,338,372,9,C1C=CCC2C1CC=C2,"[1, 6]",2,TRUE
1079,"2,3,4-Trimethyl-3-pentanol",CC(C)C(C)(C(C)C)O,23.58146471,5183.119044,-0.15,324,446,8,CC(C)C(C)(C(C)C)O,"[1, 6, 8]",3,TRUE
1080,"1,1,3-Trimethylcyclohexane",CC1CCCC(C1)(C)C,20.64624437,3214.238399,-57.31,327,411,9,CC1CCCC(C1)(C)C,"[1, 6]",2,TRUE
1081,1-Propylcyclopentene,CCCC1=CCCC1,20.71520679,3096.316108,-67.347,344,405,8,CCCC1=CCCC1,"[1, 6]",2,TRUE
1082,"2,3-Dimethylheptane",CCCCC(C)C(C)C,20.78244227,3225.921715,-65.15,310,441,9,CCCCC(C)C(C)C,"[1, 6]",2,TRUE
1083,4-Ethyl-2-methylhexane,CCC(CC)CC(C)C,20.78083046,3172.501741,-64.15,305,434,9,CCC(CC)CC(C)C,"[1, 6]",2,TRUE
1084,3-Ethyl-3-methylhexane,CCCC(C)(CC)CC,20.67928646,3199.902504,-64.15,309,442,9,CCCC(C)(CC)CC,"[1, 6]",2,TRUE
1085,3-Ethyl-4-methylhexane,CCC(C)C(CC)CC,20.80846149,3243.191103,-64.15,310,441,9,CCC(C)C(CC)CC,"[1, 6]",2,TRUE
1086,"1,4-Diamino-cyclohexane",C1CC(CCC1N)N,22.29956954,4598.980837,-43.4,383,473,6,C1CC(CCC1N)N,"[1, 6, 7]",3,TRUE
1087,"1,3,5-Hexatriyne",C#CC#CC#C,22.22217965,3779.923689,0,253,263,6,C#CC#CC#C,"[1, 6]",2,TRUE
1088,Benzyl isocyanate,C1=CC=C(C=C1)CN=C=O,21.41196904,5085.475621,0,333,393,8,C1=CC=C(C=C1)CN=C=O,"[1, 6, 7, 8]",4,TRUE
1089,tert-Butylcyclohexane,CC(C)(C)C1CCCCC1,20.69162832,3465.878713,-66.588,357,446,10,CC(C)(C)C1CCCCC1,"[1, 6]",2,TRUE
1090,4-Propylheptane,CCCC(CCC)CCC,20.88905196,3358.780875,-71.95,325,459,10,CCCC(CCC)CCC,"[1, 6]",2,TRUE
1091,"3-(1,1-Dimethylethyl)-2,2-dimethylpentane",CCC(C(C)(C)C)C(C)(C)C,19.68503022,3011.873405,-84,453,453,11,CCC(C(C)(C)C)C(C)(C)C,"[1, 6]",2,TRUE
1092,2-Butylphenol,CCCCC1=CC=CC=C1O,20.59240993,3552.552621,-116.681,382,520,10,CCCCC1=CC=CC=C1O,"[1, 6, 8]",3,TRUE
1093,2-Methyloctane,CCCCCCC(C)C,20.80754045,3223.388872,-69.15,313,444,9,CCCCCCC(C)C,"[1, 6]",2,TRUE
1094,trans-Hexahydroindane,C1CC[C@@H]2CCC[C@H]2C1,20.67993119,3390.577273,-63.819,361,479,9,C1CC[C@@H]2CCC[C@H]2C1,"[1, 6]",2,TRUE
1095,Cyclonona,C1CCCCC(=O)CCC1,20.41978512,3710.661929,-78.15,333,413,9,C1CCCCC(=O)CCC1,"[1, 6, 8]",3,TRUE
1096,1-Octen-3-ol,CCCCCC(C=C)O,20.48476407,2907.688337,-124.311,388,448,8,CCCCCC(C=C)O,"[1, 6, 8]",3,TRUE
1097,4-Hydroxy-3-methyl-2-buta,CC(CO)C(=O)C,22.84143689,4398.080288,-72.831,382,463,5,CC(CO)C(=O)C,"[1, 6, 8]",3,TRUE
1098,3-Methyl-1-hexene,CCCC(C)C=C,20.77885024,2811.916916,-53.15,266,381,7,CCCC(C)C=C,"[1, 6]",2,TRUE
