,Name,SMILES,A,B,C,Tmin,Tmax,No.C,SMILES,Atom,Count Unique Atom,Pass Screen
1099,"2-Ethyl-1,3-butadiene",CCC(=C)C=C,24.12344719,3692.908998,-55,348,348,6,CCC(=C)C=C,"[1, 6]",2,TRUE
1100,2-Ethyl-3-methyl-1-pentene,CCC(C)C(=C)CC,20.79828406,3036.649221,-58.15,288,411,8,CCC(C)C(=C)CC,"[1, 6]",2,TRUE
1101,2-Ethyl-1-pentene,CCCC(=C)CC,20.73420312,2891.356101,-53.15,273,392,7,CCCC(=C)CC,"[1, 6]",2,TRUE
1102,"2,3-Dimethyl-1-pentene",CCC(C)C(=C)C,20.77636345,2814.680018,-53.15,267,381,7,CCC(C)C(=C)C,"[1, 6]",2,TRUE
1103,"3,3-Dimethyl-1-pentene",CCC(C)(C)C=C,20.80825425,2761.260044,-53.15,262,374,7,CCC(C)(C)C=C,"[1, 6]",2,TRUE
1104,"3,3-Dimethyl-1-hexene",CCCC(C)(C)C=C,20.83240837,2968.72296,-58.15,282,402,8,CCCC(C)(C)C=C,"[1, 6]",2,TRUE
1105,"2,5-Dimethyl-2-hexene",CC(C)CC=C(C)C,20.79531372,3044.017493,-58.15,289,412,8,CC(C)CC=C(C)C,"[1, 6]",2,TRUE
1106,2-Ethyl-4-methyl-1-pentene,CCC(=C)CC(C)C,20.80862267,3019.610091,-58.15,287,409,8,CCC(=C)CC(C)C,"[1, 6]",2,TRUE
1107,1-Nonyne,CCCCCCCC#C,21.40973553,3610.897825,-58.622,362,424,9,CCCCCCCC#C,"[1, 6]",2,TRUE
1108,"Butanenitrile, 4-oxa",C(CC#N)C=O,20.78083046,4356.490996,0,331,434,4,C(CC#N)C=O,"[1, 6, 7, 8]",4,TRUE
1109,"2,2,5-Trimethylhexane",CC(C)CCC(C)(C)C,20.6627539,3069.023567,-61.34,293,424,9,CC(C)CCC(C)(C)C,"[1, 6]",2,TRUE
1110,5-Methyl-1-hexene,CC(C)CCC=C,20.7723109,2822.969324,-53.15,313,393,7,CC(C)CCC=C,"[1, 6]",2,TRUE
1111,2-Methylene-butanoic acid,CCC(=C)C(=O)O,21.51719718,3435.687217,-109.15,356,456,5,CCC(=C)C(=O)O,"[1, 6, 8]",3,TRUE
1112,(Z)-4-Methyl-2-hexene,CCC(C)/C=C\C,20.7676827,2830.798113,-53.15,268,384,7,CCC(C)/C=C\C,"[1, 6]",2,TRUE
1113,(E)-4-Methyl-2-hexene,CCC(C)/C=C/C,20.76231768,2840.699229,-53.15,269,385,7,CCC(C)/C=C/C,"[1, 6]",2,TRUE
1114,"1,7-Octadiene",C=CCCCCC=C,20.3265995,2782.920461,-74.562,309,420,8,C=CCCCCC=C,"[1, 6]",2,TRUE
1115,Pentylcyclopentane,CCCCCC1CCCC1,20.87592723,3547.362594,-74.35,341,483,10,CCCCCC1CCCC1,"[1, 6]",2,TRUE
1116,4-Methyl-4-penten-2-one,CC(=C)CC(=O)C,21.1072219,3183.540334,-62.359,305,400,6,CC(=C)CC(=O)C,"[1, 6, 8]",3,TRUE
1117,Isobutyl levulinate,CC(C)COC(=O)CCC(=O)C,21.92316595,4398.550015,-79.949,338,503,9,CC(C)COC(=O)CCC(=O)C,"[1, 6, 8]",3,TRUE
1118,4-Methyl-1-hexene,CCC(C)CC=C,20.7655413,2834.021732,-53.15,268,384,7,CCC(C)CC=C,"[1, 6]",2,TRUE
1119,Methyl 3-methoxypropanoate,COCCC(=O)OC,19.6974872,2418.570909,-119.881,313,418,5,COCCC(=O)OC,"[1, 6, 8]",3,TRUE
1120,"Methacrylamide, N-methyl-",CC(=C)C(=O)NC,22.28393499,4345.171488,-84.507,356,489,5,CC(=C)C(=O)NC,"[1, 6, 7, 8]",4,TRUE
1121,"1,4-Bis(ethenyloxy) butane",C=COCCCCOC=C,23.61264172,4909.871271,-33.952,333,440,8,C=COCCCCOC=C,"[1, 6, 8]",3,TRUE
1122,(E)-3-Methyl-3-hexene,CC/C=C(\C)/CC,20.77191946,2879.82015,-55.221,274,391,7,CC/C=C(\C)/CC,"[1, 6]",2,TRUE
1123,"2,4,5-Trimethylstyrene",CC1=CC(=C(C=C1C)C=C)C,20.79856037,3637.419,-98.135,352,472,11,CC1=CC(=C(C=C1C)C=C)C,"[1, 6]",2,TRUE
1124,1-Hexyl-1-cyclohexanol,CCCCCCC1(CCCCC1)O,21.04403897,4107.945356,-87.915,380,491,12,CCCCCCC1(CCCCC1)O,"[1, 6, 8]",3,TRUE
1125,2-Ethyl-3-phenyl-1-propanol,CC[C@@H](CC1=CC=CC=C1)CO,24.96354536,6053.22911,-63.009,353,393,11,CC[C@@H](CC1=CC=CC=C1)CO,"[1, 6, 8]",3,TRUE
1126,"2,2,5-Trimethyl-3-hexanol",CC(C)CC(C(C)(C)C)O,25.62523924,6108.758252,-0.15,331,433,9,CC(C)CC(C(C)(C)C)O,"[1, 6, 8]",3,TRUE
1127,4-tert-Butyl pyridine,CC(C)(C)C1=CC=NC=C1,25.13957799,6242.865413,0,283,304,9,CC(C)(C)C1=CC=NC=C1,"[1, 6, 7]",3,TRUE
1128,"2-Ethyl-1,3,5-trimethylbenzene",CCC1=C(C=C(C=C1C)C)C,21.01564809,3797.246036,-83.21,361,469,11,CCC1=C(C=C(C=C1C)C)C,"[1, 6]",2,TRUE
1129,"3,3-Dimethylheptane",CCCCC(C)(C)CC,20.63830045,3143.949686,-65.15,306,438,9,CCCCC(C)(C)CC,"[1, 6]",2,TRUE
1130,"2,4,4-Trimethylheptane",CCCC(C)(C)CC(C)C,20.6899244,3265.986696,-67.75,317,453,10,CCCC(C)(C)CC(C)C,"[1, 6]",2,TRUE
1131,"2,3,6-Trimethylheptane",CC(C)CCC(C)C(C)C,20.74992977,3301.216248,-71.25,322,457,10,CC(C)CCC(C)C(C)C,"[1, 6]",2,TRUE
1132,"2,4-Dimethyloctane",CCCCC(C)CC(C)C,20.83001368,3315.262017,-72.75,323,457,10,CCCCC(C)CC(C)C,"[1, 6]",2,TRUE
1133,3-Ethyl-1-pentene,CCC(CC)C=C,20.777745,2813.528725,-53.15,267,381,7,CCC(CC)C=C,"[1, 6]",2,TRUE
1134,(E)-2-Hexene,CCC/C=C/C,20.7654492,2701.715193,-48.62,254,364,6,CCC/C=C/C,"[1, 6]",2,TRUE
1135,Diisobutyl tartrate,CC(C)COC(=O)[C@@H]([C@H](C(=O)OCC(C)C)O)O,22.68177564,6179.318669,-43.373,390,598,12,CC(C)COC(=O)[C@@H]([C@H](C(=O)OCC(C)C)O)O,"[1, 6, 8]",3,TRUE
1136,"Dihydro-3-methyl-2,5-furandione",C[C@H]1CC(=O)OC1=O,22.5359299,5190.747509,-48.778,342,520,5,C[C@H]1CC(=O)OC1=O,"[1, 6, 8]",3,TRUE
1137,"Propanoic acid, 3-cyano-, methyl ester",COC(=O)CCC#N,20.20518419,4043.339423,0,294,411,5,COC(=O)CCC#N,"[1, 6, 7, 8]",4,TRUE
1138,"3,3-Dimethyloctane",CCCCCC(C)(C)CC,20.75515664,3356.248032,-70.65,326,463,10,CCCCCC(C)(C)CC,"[1, 6]",2,TRUE
1139,"2,5-Dimethyl-2H-tetrazole",CC1=NN(N=N1)C,24.07810929,5416.299534,0.114,315,373,3,CC1=NN(N=N1)C,"[1, 6, 7]",3,TRUE
1140,"2,3-Dimethyl-3-hexanol",CCCC(C)(C(C)C)O,24.69269228,5678.174839,-0.15,332,434,8,CCCC(C)(C(C)C)O,"[1, 6, 8]",3,TRUE
1141,Isobutylphenol,CC(C)CC1=CC=CC=C1O,24.54627089,6375.475893,-20.832,345,510,10,CC(C)CC1=CC=CC=C1O,"[1, 6, 8]",3,TRUE
1142,Dipropyl-d-tartrate,CCCOC(=O)[C@H]([C@@H](C(=O)OCCC)O)O,23.78473692,6532.783902,-42.892,389,576,10,CCCOC(=O)[C@H]([C@@H](C(=O)OCCC)O)O,"[1, 6, 8]",3,TRUE
1143,3-Methoxy-propanoic acid butyl ester,CCCCOC(=O)CCOC,24.63777562,6166.286038,1.367,323,413,8,CCCCOC(=O)CCOC,"[1, 6, 8]",3,TRUE
1144,"2,2-Dimethyl-3-hexanol",CCCC(C(C)(C)C)O,23.49143364,5132.462172,-0.15,323,432,8,CCCC(C(C)(C)C)O,"[1, 6, 8]",3,TRUE
1145,"3,5-Dimethyl-3-hexanol",CCC(C)(CC(C)C)O,24.07582973,5335.08966,-0.15,324,428,8,CCC(C)(CC(C)C)O,"[1, 6, 8]",3,TRUE
1146,Peroxypropanoic acid,CCC(=O)OO,24.74795432,5194.63197,0,273,393,3,CCC(=O)OO,"[1, 6, 8]",3,TRUE
1147,3-Ethyl-6-tert-butylphenol,CCC1=CC(=C(C=C1)C(C)(C)C)O,22.61852363,5165.13125,-64.479,415,530,12,CCC1=CC(=C(C=C1)C(C)(C)C)O,"[1, 6, 8]",3,TRUE
1148,"DL-1,2-Propanediol",CC(CO)O,25.4251446,6091.949381,-22.45,364,483,3,CC(CO)O,"[1, 6, 8]",3,TRUE
1149,Tetraethylhydrazine,CCN(CC)N(CC)CC,21.41473214,4438.198228,17.379,322,367,8,CCN(CC)N(CC)CC,"[1, 6, 7]",3,TRUE
1150,"Tricyclo[2.2.1.0(2,6)]heptane",C1C2CC3C1C3C2,21.19722995,2996.070764,-61.257,302,337,7,C1C2CC3C1C3C2,"[1, 6]",2,TRUE
1151,1-Hexylcyclopentene,CCCCCCC1=CCCC1,20.66673737,3499.259289,-92.706,407,476,11,CCCCCCC1=CCCC1,"[1, 6]",2,TRUE
1152,Hexylcyclohexane,CCCCCCC1CCCCC1,20.90839368,3870.645541,-85.35,376,530,12,CCCCCCC1CCCCC1,"[1, 6]",2,TRUE
1153,Pentylcyclohexane,CCCCCC1CCCCC1,20.88813093,3728.115524,-78.15,359,508,11,CCCCCC1CCCCC1,"[1, 6]",2,TRUE
1154,"1,3-Dihydroxy-5-ethylbenzene",CCC1=CC(=CC(=C1)O)O,21.29707004,4265.308626,-143.42,408,479,8,CCC1=CC(=CC(=C1)O)O,"[1, 6, 8]",3,TRUE
1155,2-Isobutoxyethanol,CC(C)COCCO,22.37992976,4048.902469,-59.859,344,432,6,CC(C)COCCO,"[1, 6, 8]",3,TRUE
1156,Hexylcyclopentane,CCCCCCC1CCCC1,20.90678187,3702.55683,-81.55,360,507,11,CCCCCCC1CCCC1,"[1, 6]",2,TRUE
1157,Ethylene glycol mono(2-ethylbutyl) ether,CCC(CC)COCCO,23.55655074,5154.553174,-41.06,293,470,8,CCC(CC)COCCO,"[1, 6, 8]",3,TRUE
1158,2-Hydroxybutyro-nitrile,CC[C@@H](C#N)O,26.23385853,6521.466696,-8.486,314,482,4,CC[C@@H](C#N)O,"[1, 6, 7, 8]",4,TRUE
1159,"1,4-Dioxan-2,6-dione",C1C(=O)OC(=O)CO1,23.37126172,5473.300028,-51.538,376,513,4,C1C(=O)OC(=O)CO1,"[1, 6, 8]",3,TRUE
1160,4-Propyl-3-heptene,CCCC(=CCC)CCC,20.34244129,3199.973884,-76.12,333,372,10,CCCC(=CCC)CCC,"[1, 6]",2,TRUE
1161,(+)-2-Carene,CC1=C[C@H]2[C@H](C2(C)C)CC1,20.15498784,3269.426758,-71.288,293,370,10,CC1=C[C@H]2[C@H](C2(C)C)CC1,"[1, 6]",2,TRUE
1162,Neopentyl acrylate,CC(C)(C)COC(=O)C=C,25.48427498,5688.223321,0,302,324,8,CC(C)(C)COC(=O)C=C,"[1, 6, 8]",3,TRUE
1163,2-Methyl-3-buten-1-ol,CC(CO)C=C,22.56485037,3602.45885,-75.952,311,404,5,CC(CO)C=C,"[1, 6, 8]",3,TRUE
1164,"Ethenamine, N-methyl-N-nitroso-",CN(C=C)N=O,19.92261095,2830.811929,-77.161,273,321,3,CN(C=C)N=O,"[1, 6, 7, 8]",4,TRUE
1165,cis-Hexahydroindane,C1CC[C@H]2CCC[C@H]2C1,20.68628632,3433.957976,-66.102,365,463,9,C1CC[C@H]2CCC[C@H]2C1,"[1, 6]",2,TRUE
1166,Dihydrocarvone,CC1CCC(CC1=O)C(=C)C,22.20578525,4923.562442,-35.255,320,496,10,CC1CCC(CC1=O)C(=C)C,"[1, 6, 8]",3,TRUE
1167,2-Methyl-1-octene,CCCCCCC(=C)C,20.37481563,3095.273037,-68,418,418,9,CCCCCCC(=C)C,"[1, 6]",2,TRUE
1168,2-(Methylamino) pyridine,CNC1=CC=CC=N1,21.64752349,5315.169997,0,308,323,6,CNC1=CC=CC=N1,"[1, 6, 7]",3,TRUE
1169,D-Fenchone,C[C@]12CC[C@H](C1)C(C2=O)(C)C,22.44467845,4700.128795,-33.58,301,464,10,C[C@]12CC[C@H](C1)C(C2=O)(C)C,"[1, 6, 8]",3,TRUE
1170,6-Methyl-2-heptanol,CC(C)CCCC(C)O,21.51190123,3398.615597,-104.65,349,451,8,CC(C)CCCC(C)O,"[1, 6, 8]",3,TRUE
1171,Heptyl isocyanate,CCCCCCCN=C=O,25.48657757,6431.117862,0,326,461,8,CCCCCCCN=C=O,"[1, 6, 7, 8]",4,TRUE
1172,1-Hexen-3-ol,CCCC(C=C)O,21.07180814,2906.143303,-103.745,354,408,6,CCCC(C=C)O,"[1, 6, 8]",3,TRUE
1173,Ethylcyclobutane,CCC1CCC1,20.50154992,2708.346638,-42,344,344,6,CCC1CCC1,"[1, 6]",2,TRUE
1174,3-Methyl-1-heptene,CCCCC(C)C=C,20.80210635,3023.985003,-58.15,287,410,8,CCCCC(C)C=C,"[1, 6]",2,TRUE
1175,2-Methylbicyclo[2.2.2]-oct-2-ene,CC1=CC2CCC1CC2,20.86178936,3382.085339,-61.62,363,402,9,CC1=CC2CCC1CC2,"[1, 6]",2,TRUE
1176,"1,1-Dimethylindane",CC1(CCC2=CC=CC=C21)C,20.81976718,3641.291948,-75.381,379,467,11,CC1(CCC2=CC=CC=C21)C,"[1, 6]",2,TRUE
1177,(Z)-3-Methyl-3-hexene,CC/C=C(/C)\CC,20.729644,2854.883153,-58.359,276,393,7,CC/C=C(/C)\CC,"[1, 6]",2,TRUE
1178,"(Z)-3,4-Dimethyl-2-pentene",C/C=C(/C)\C(C)C,20.75428166,2853.823964,-53.15,270,387,7,C/C=C(/C)\C(C)C,"[1, 6]",2,TRUE
1179,"(E)-3,4-Dimethyl-2-pentene",C/C=C(\C)/C(C)C,20.74454172,2871.553869,-53.15,271,389,7,C/C=C(\C)/C(C)C,"[1, 6]",2,TRUE
1180,cis-1-Ethyl-2-methylcyclohexane,CC[C@H]1CCCC[C@H]1C,20.876618,3423.253258,-63.15,321,458,9,CC[C@H]1CCCC[C@H]1C,"[1, 6]",2,TRUE
1181,trans-1-Ethyl-2-methylcyclohexane,CC[C@H]1CCCC[C@@H]1C,20.86003939,3376.073289,-63.15,318,453,9,CC[C@H]1CCCC[C@@H]1C,"[1, 6]",2,TRUE
1182,trans-1-Ethyl-3-methylcyclohexane,CC[C@H]1CCC[C@@H](C1)C,20.85957887,3375.0141,-63.15,318,453,9,CC[C@H]1CCC[C@@H](C1)C,"[1, 6]",2,TRUE
1183,cis-1-Ethyl-4-methylcyclohexane,CCC1CCC(CC1)C,20.8683287,3400.687924,-63.15,319,456,9,CCC1CCC(CC1)C,"[1, 6]",2,TRUE
1184,1-Ethyl-1-methylcyclohexane,CCC1(CCCCC1)C,20.40919323,3217.102814,-63.15,314,455,9,CCC1(CCCCC1)C,"[1, 6]",2,TRUE
1185,Dimethylfurazan,CC1=NON=C1C,25.96164692,6147.902198,0,353,427,4,CC1=NON=C1C,"[1, 6, 7, 8]",4,TRUE
1186,6-Methyl-1-heptene,CC(C)CCCC=C,20.79464597,3041.945166,-58.15,289,412,8,CC(C)CCCC=C,"[1, 6]",2,TRUE
1187,Dimethyl-D-tartrate,COC(=O)[C@H]([C@@H](C(=O)OC)O)O,24.24794797,6603.210769,-34.093,375,553,6,COC(=O)[C@H]([C@@H](C(=O)OC)O)O,"[1, 6, 8]",3,TRUE
1188,"1,2-Epoxyheptane",CCCCCC1CO1,20.46436317,3004.341649,-81.863,305,413,7,CCCCCC1CO1,"[1, 6, 8]",3,TRUE
1189,"3,3,4,4-Tetramethylhexane",CCC(C)(C)C(C)(C)CC,20.57714379,3437.068768,-63.45,328,474,10,CCC(C)(C)C(C)(C)CC,"[1, 6]",2,TRUE
1190,"trans, trans-2,4-Hexadiene",C/C=C/C=C/C,20.63358015,2741.33117,-54.759,304,323,6,C/C=C/C=C/C,"[1, 6]",2,TRUE
1191,2-Propenal oxime,C=CC=NO,23.62583553,5118.326602,0,303,381,3,C=CC=NO,"[1, 6, 7, 8]",4,TRUE
1192,"1-Phenyl-1,3-pentandione",CCC(=O)CC(=O)C1=CC=CC=C1,23.84255484,6288.286206,-39.207,371,550,11,CCC(=O)CC(=O)C1=CC=CC=C1,"[1, 6, 8]",3,TRUE
1193,3-Methoxypropyl amine,COCCCN,21.60886309,3314.79229,-62.292,278,318,4,COCCCN,"[1, 6, 7, 8]",4,TRUE
1194,Diethyl isopentylmalonate,CCOC(=O)C(CCC(C)C)C(=O)OCC,23.55295871,6546.505006,0,375,419,12,CCOC(=O)C(CCC(C)C)C(=O)OCC,"[1, 6, 8]",3,TRUE
1195,1-Butyl-cyclohexanol,CCCCC1(CCCCC1)O,24.3251997,5936.391337,-17.29,362,481,10,CCCCC1(CCCCC1)O,"[1, 6, 8]",3,TRUE
1196,2-Methyl-3-phenyl propanal,C[C@@H](CC1=CC=CC=C1)C=O,17.52287979,2362.661841,-145.7,293,373,10,C[C@@H](CC1=CC=CC=C1)C=O,"[1, 6, 8]",3,TRUE
1197,Isopropyl caprylate,CCCCCCCC(=O)OC(C)C,24.16871601,5653.56481,-33.789,388,419,11,CCCCCCCC(=O)OC(C)C,"[1, 6, 8]",3,TRUE
1198,4-Ethoxystyrene,CCOC1=CC=C(C=C1)C=C,23.868528,5687.981549,-37.388,337,498,10,CCOC1=CC=C(C=C1)C=C,"[1, 6, 8]",3,TRUE
1199,Propyl carbamate,CCCOC(=O)N,24.53010675,5470.481664,-47.66,325,468,4,CCCOC(=O)N,"[1, 6, 7, 8]",4,TRUE
1200,3-Methyl-3-heptanol,CCCCC(C)(CC)O,20.04538479,2570.145481,-132.25,339,440,8,CCCCC(C)(CC)O,"[1, 6, 8]",3,TRUE
1201,trans-Bicyclo[3.3.0]octane,C1CC2CCCC2C1,22.47926328,4174.88611,-26.095,298,320,8,C1CC2CCCC2C1,"[1, 6]",2,TRUE
1202,Heptylcyclopentane,CCCCCCCC1CCCC1,20.95168228,3850.382793,-88.75,377,529,12,CCCCCCCC1CCCC1,"[1, 6]",2,TRUE
1203,Trimethyl-hydroxylamine,CN(C)OC,20.47161631,2255.49953,-50.971,195,296,3,CN(C)OC,"[1, 6, 7, 8]",4,TRUE
1204,"3-Methyl-2,4-pentanediol",CC(C(C)O)C(C)O,22.76218191,4328.666558,-98.181,368,424,6,CC(C(C)O)C(C)O,"[1, 6, 8]",3,TRUE
1205,"Pyridine, 2,3,4,5-tetrahydro-6-methoxy",COC1=NCCCC1,23.90778707,5152.807814,0,292,337,6,COC1=NCCCC1,"[1, 6, 7, 8]",4,TRUE
1206,"Acetic acid, 2-methylcyclohexyl ester",CC1CCCCC1OC(=O)C,22.13659257,4338.348928,-48.255,338,456,9,CC1CCCCC1OC(=O)C,"[1, 6, 8]",3,TRUE
1207,Ethanamine-d2,[2H]N([2H])CC,21.52486479,2444.815774,-45.996,213,289,2,[2H]N([2H])CC,"[1, 6, 7]",3,TRUE
1208,"2,2,4-Trimethyl-3-penta",CC(C)C(=O)C(C)(C)C,25.22827357,5052.97233,-39.339,287,408,8,CC(C)C(=O)C(C)(C)C,"[1, 6, 8]",3,TRUE
1209,"2,2,3,4,4-Pentamethyl-3-pentanol",CC(C)(C)C(C)(C(C)(C)C)O,18.37647111,2202.422641,-146.25,343,468,10,CC(C)(C)C(C)(C(C)(C)C)O,"[1, 6, 8]",3,TRUE
1210,Heptyl butyrate,CCCCCCCOC(=O)CCC,23.2179556,5002.37993,-70.901,384,498,11,CCCCCCCOC(=O)CCC,"[1, 6, 8]",3,TRUE
1211,3-Ethyloctane,CCCCCC(CC)CC,20.8230829,3401.839216,-73.75,331,468,10,CCCCCC(CC)CC,"[1, 6]",2,TRUE
1212,3-Methylnonane,CCCCCCC(C)CC,20.84910211,3405.753611,-75.65,333,470,10,CCCCCCC(C)CC,"[1, 6]",2,TRUE
1213,4-Ethylnonane,CCCCCC(CC)CCC,20.29539947,3306.028651,-80.15,457,457,11,CCCCCC(CC)CCC,"[1, 6]",2,TRUE
1214,4-Nonanol,CCCCCC(CCC)O,21.06029522,3430.978431,-108.429,405,468,9,CCCCCC(CCC)O,"[1, 6, 8]",3,TRUE
1215,2-Pentanol,CCCC(C)O,21.64579655,2928.704031,-102.78,311,413,5,CCCC(C)O,"[1, 6, 8]",3,TRUE
1216,2-Methyl-1-hexene,CCCCC(=C)C,20.74230822,2875.468264,-53.15,272,390,7,CCCCC(=C)C,"[1, 6]",2,TRUE
1217,"2,3,5,6-Tetra-methylpiperazine",CC1C(NC(C(N1)C)C)C,21.20908827,3836.670898,-59.266,359,460,8,CC1C(NC(C(N1)C)C)C,"[1, 6, 7]",3,TRUE
1218,Allyl isopropyl ether,CC(C)OCC=C,20.87155232,2805.483493,-52.464,254,353,6,CC(C)OCC=C,"[1, 6, 8]",3,TRUE
1219,Di-tert-butyl ether,CC(C)(C)OC(C)(C)C,20.61700153,2927.690894,-58.273,289,382,8,CC(C)(C)OC(C)(C)C,"[1, 6, 8]",3,TRUE
1220,2-Dodeca,CCCCCCCCCCC(=O)C,21.92982043,4393.102099,-97.65,399,549,12,CCCCCCCCCCC(=O)C,"[1, 6, 8]",3,TRUE
1221,3-Ethyl-3-methyl-1-pentene,CCC(C)(CC)C=C,20.79768539,3031.813792,-58.15,288,411,8,CCC(C)(CC)C=C,"[1, 6]",2,TRUE
1222,trans-1-Ethyl-4-methylcyclohexane,CCC1CCC(CC1)C,20.822277,3272.203676,-63.15,310,443,9,CCC1CCC(CC1)C,"[1, 6]",2,TRUE
1223,"N,N-Diethyl-hexanamide",CCCCCC(=O)N(CC)CC,20.10912034,4920.605923,-9.034,298,444,10,CCCCCC(=O)N(CC)CC,"[1, 6, 7, 8]",4,TRUE
1224,Methyl (+)-2-acetoxypropanoate,CC(C(=O)OC)OC(=O)C,21.45997794,3518.092133,-90.15,337,445,6,CC(C(=O)OC)OC(=O)C,"[1, 6, 8]",3,TRUE
1225,Methyl methoxyacetate,COCC(=O)OC,22.01731866,3545.384674,-63.082,314,400,4,COCC(=O)OC,"[1, 6, 8]",3,TRUE
1226,Pentyl lactate,CCCCCOC(=O)C(C)O,21.27542574,3703.044978,-99.114,325,479,8,CCCCCOC(=O)C(C)O,"[1, 6, 8]",3,TRUE
1227,Pentyl benzyl ether,CCCCCOCC1=CC=CC=C1,23.09578044,5706.489728,-13.355,323,513,12,CCCCCOCC1=CC=CC=C1,"[1, 6, 8]",3,TRUE
1228,"5,5-Dimethylnonane",CCCCC(C)(C)CCCC,20.00617176,3113.463459,-83,450,450,11,CCCCC(C)(C)CCCC,"[1, 6]",2,TRUE
1229,cis-2-ne,CCCCCC/C=C\C,20.84475023,3291.591442,-70.682,379,425,9,CCCCCC/C=C\C,"[1, 6]",2,TRUE
1230,trans-2-ne,CCCCCC/C=C/C,20.81193839,3246.976553,-73.521,379,422,9,CCCCCC/C=C/C,"[1, 6]",2,TRUE
1231,(Z)-2-Heptene,CCCC/C=C\C,20.71587454,2926.125136,-53.15,276,397,7,CCCC/C=C\C,"[1, 6]",2,TRUE
1232,Isofenchone,CC1(CC2(CC1CC2=O)C)C,23.34436753,5595.05382,0.715,361,472,10,CC1(CC2(CC1CC2=O)C)C,"[1, 6, 8]",3,TRUE
1233,"trans-1,2-Divinylcyclobutane",C=C[C@@H]1CC[C@H]1C=C,23.80159185,4697.27359,0,353,386,8,C=C[C@@H]1CC[C@H]1C=C,"[1, 6]",2,TRUE
1234,"Methacrylic acid, N-tert-butyl amide",CC(=C)C(=O)NC(C)(C)C,21.55157477,3699.837477,-97.269,391,433,8,CC(=C)C(=O)NC(C)(C)C,"[1, 6, 7, 8]",4,TRUE
1235,"3,4-Dimethyl-1-pentanol",CC(C)C(C)CCO,25.32613344,6044.285869,-0.15,385,425,7,CC(C)C(C)CCO,"[1, 6, 8]",3,TRUE
1236,"4,7-Dimethylindane",CC1=C2CCCC2=C(C=C1)C,21.41639,4256.245651,-70.27,409,470,11,CC1=C2CCCC2=C(C=C1)C,"[1, 6]",2,TRUE
1237,Ethynylcyclopropane,C#CC1CC1,23.04887678,3746.305946,0,291,320,5,C#CC1CC1,"[1, 6]",2,TRUE
1238,"1,3-Diacetylbenzene",CC(=O)C1=CC(=CC=C1)C(=O)C,21.48756291,5706.303219,0,370,418,10,CC(=O)C1=CC(=CC=C1)C(=O)C,"[1, 6, 8]",3,TRUE
1239,3-Dodecyne,CCCCCCCCC#CCC,20.95281054,3707.963299,-99.01,443,493,12,CCCCCCCCC#CCC,"[1, 6]",2,TRUE
1240,N-Cyclohexyl-2-pyrrolidi,C1CCC(CC1)N2CCCC2=O,21.99344085,5908.958338,0,426,621,10,C1CCC(CC1)N2CCCC2=O,"[1, 6, 7, 8]",4,TRUE
1241,"trans-1,2-Dimethylcyclohexane",C[C@@H]1CCCC[C@H]1C,20.61274175,3109.226703,-54.41,293,424,8,C[C@@H]1CCCC[C@H]1C,"[1, 6]",2,TRUE
1242,2-Isopropenyl-1-methyl-1-vinyl-3-cyclohexene,CC(=C)C1C=CCCC1(C)C=C,19.00093219,2745.406745,-115.439,348,404,12,CC(=C)C1C=CCCC1(C)C=C,"[1, 6]",2,TRUE
1243,"2,5-Dimethyl-1-hexene",CC(C)CCC(=C)C,20.80408657,3030.201982,-58.15,288,410,8,CC(C)CCC(=C)C,"[1, 6]",2,TRUE
1244,2-Methyldecane,CCCCCCCCC(C)C,20.97003388,3605.733126,-80.503,333,463,11,CCCCCCCCC(C)C,"[1, 6]",2,TRUE
1245,6-Dodecyne,CCCCCC#CCCCCC,20.9178573,3690.369247,-97.679,441,490,12,CCCCCC#CCCCCC,"[1, 6]",2,TRUE
1246,"DL-2,3-Butanediol",C[C@H]([C@@H](C)O)O,25.2169909,5630.511328,-42.55,362,475,4,C[C@H]([C@@H](C)O)O,"[1, 6, 8]",3,TRUE
1247,2-Methylundecane,CCCCCCCCCC(C)C,23.83421948,5975.871461,2.215,356,483,12,CCCCCCCCCC(C)C,"[1, 6]",2,TRUE
1248,sec-Butylcyclohexane,CCC(C)C1CCCCC1,20.78557379,3543.208731,-69.816,364,454,10,CCC(C)C1CCCCC1,"[1, 6]",2,TRUE
1249,"1,1,2-Trimethylcyclohexane",CC1CCCCC1(C)C,20.43083753,3214.869307,-58.15,309,449,9,CC1CCCCC1(C)C,"[1, 6]",2,TRUE
1250,"1,1,4-Trimethylcyclohexane",CC1CCC(CC1)(C)C,20.39399617,3103.424188,-58.15,301,437,9,CC1CCC(CC1)(C)C,"[1, 6]",2,TRUE
1251,"5,5-Dimethyl-1-hexene",CC(C)(C)CCC=C,20.84228646,2957.90081,-58.15,281,400,8,CC(C)(C)CCC=C,"[1, 6]",2,TRUE
1252,"2,3-Dimethyl-2-hexene",CCCC(=C(C)C)C,20.76033746,3110.101685,-58.15,294,422,8,CCCC(=C(C)C)C,"[1, 6]",2,TRUE
1253,"2,3-Dimethyloctane",CCCCCC(C)C(C)C,20.76791296,3366.885975,-73.15,329,466,10,CCCCCC(C)C(C)C,"[1, 6]",2,TRUE
1254,4-Methyl-1-pentyne,CC(C)CC#C,20.73708135,2617.348475,-50.15,249,357,6,CC(C)CC#C,"[1, 6]",2,TRUE
