,Name,SMILES,A,B,C,Tmin,Tmax,No.C
899,Benzoyl formaldehyde,C1=CC=C(C=C1)C(=O)C=O,24.85117921,5750.351672,-34.93,348,467,8
900,2-Propyltoluene,CCCC1=CC=CC=C1C,20.47458665,3462.42023,-71.15,340,490,10
901,m-Propyltoluene,CCCC1=CC=CC(=C1)C,20.46422501,3432.739908,-71.15,338,487,10
902,p-Propyltoluene,CCCC1=CC=C(C=C1)C,20.46883018,3446.394238,-71.15,339,488,10
903,Hexylbenzene,CCCCCCC1=CC=CC=C1,20.97217529,3911.194065,-85.15,378,531,12
904,"3-Methyl-1,4-pentadiene",CC(C=C)C=C,20.12622855,2349.120338,-55,328,328,6
905,Carbonyl dicyanide,C(#N)C(=O)C#N,24.85134039,4513.066782,0.05,250,291,3
906,Triisobutylamine,CC(C)CN(CC(C)C)CC(C)C,23.62940453,5016.195441,-37.671,305,453,12
907,n-Nitroso-bis(2-hydroxymethyl)-amine,C(CO)N(CCO)N=O,23.29541457,5472.155643,-83.148,273,387,4
908,Dimethyl glutarate,COC(=O)CCCC(=O)OC,24.82241992,6348.19947,-6.5,357,487,7
909,N-Butylacetamide,CCCCNC(=O)C,21.76306721,4801.60372,-85.07,443,653,6
910,2-Heptyne,CCCCC#CC,20.84369104,3046.780595,-58.15,288,411,7
911,2-Decanol,CCCCCCCCC(C)O,20.40951559,3134.918947,-137.787,425,490,10
912,Undecane,CCCCCCCCCCC,20.94684685,3614.068484,-85.45,356,499,11
913,Methylenecyclobutane,C=C1CCC1,20.79614266,2533.987987,-41.999,274,348,5
914,"trans-4,5-Dimethyl-1,3-dioxane",CC1COCOC1C,21.81353988,3893.346728,-25.954,353,408,6
915,4-(Methylamino) pyridine,CNC1=CC=NC=C1,24.81118331,6700.651565,0,313,343,6
916,"Azocine, octahydro-",C1CCCNCCC1,22.72423531,4467.765723,-30.672,273,313,7
917,3-Methyliso-quinoline,CC1=CC2=CC=CC=C2C=N1,21.04857506,4040.304616,-102.038,449,529,10
918,N-Butylaniline,CCCCNC1=CC=CC=C1,21.68443393,4414.700347,-80.15,413,643,10
919,Butyl phenyl ether,CCCCOC1=CC=CC=C1,21.7965468,4409.356047,-54.054,392,483,10
920,1-Ethylnaphthalene,CCC1=CC=CC2=CC=CC=C21,21.08359738,4239.795983,-87.87,402,565,12
921,"2,2-Dimethyl-1-butanol",CCC(C)(C)CO,21.36718376,3081.895018,-96.77,320,433,6
922,"2,2,3,4-Tetramethylpentane",CC(C)C(C)C(C)(C)C,20.62084685,3163.268375,-58.37,301,434,9
923,Tetraethylurea,CCN(CC)C(=O)N(CC)CC,23.86261035,4905.312153,-60.15,245,360,9
924,"2,5,5-Trimethylheptane",CCC(C)(C)CCC(C)C,20.73924578,3290.601331,-68.79,319,454,10
925,cis-Crotononitrile,C/C=C\C#N,21.51503275,3436.845418,-37.302,244,381,4
926,"2,2,6-Trimethylheptane",CC(C)CCCC(C)(C)C,20.76802809,3249.154799,-70.52,317,450,10
927,Cyclobuta,C1CC(=O)C1,21.01486521,2982.024994,-57.713,283,380,4
928,Ethylcyclopropane,CCC1CC1,20.59402174,2485.341272,-35,309,309,5
929,"cis-1,2-Dimethylcyclopentane",C[C@@H]1CCC[C@@H]1C,20.66832616,2923.523215,-52.87,276,398,7
930,p-Isopropenyltoluene,CC1=CC=C(C=C1)C(=C)C,20.63305055,3562.191242,-68,459,459,10
931,"3,5-Diethylphenol",CCC1=CC(=CC(=C1)O)CC,23.73097156,6239.312524,-10.229,388,521,10
932,"2,4-Dimethyl-quinoline",CC1=CC(=NC2=CC=CC=C12)C,20.8107871,4008.066122,-108.709,458,544,11
933,Isoborneol formate,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,23.50409785,5594.066011,-24.089,384,441,11
934,1-Ethylcyclohexene,CCC1=CCCCC1,20.749239,3179.718043,-65.372,332,411,8
935,Dimethyl isophthalate,COC(=O)C1=CC(=CC=C1)C(=O)OC,23.07881039,5814.02736,-43.15,393,463,10
936,"trans-1,2-Cyclohexanediol",C1CC[C@H]([C@@H](C1)O)O,19.95657408,5110.95833,0,289,320,6
937,1-Methyl-1-cyclopentanol,CC1(CCCC1)O,24.97519644,5489.293784,0,354,407,6
938,Allyl propyl ether,CCCOCC=C,20.85851969,2878.242879,-55.248,255,364,6
939,1-Methylcyclobutene,CC1=CCC1,21.48104659,3136.581414,0,290,316,5
940,"(Z)-2-Methyl-1,3-pentadiene",C/C=C\C(=C)C,20.24382157,2564.319941,-55,349,349,6
941,Cyclodeca,C1CCCCC(=O)CCCC1,20.76264004,3974.10069,-83.15,353,420,10
942,Ethylene glycol mono(2-ethylhexyl) ether,CCCCC(CC)COCCO,25.08935861,6795.817407,0,381,501,10
943,(Z)-1-Phenyl-1-butene,CC/C=C\C1=CC=CC=C1,20.77196551,3625.765617,-70,462,462,10
944,Pent-3-en-2-ol,CC=CC(C)O,24.70542557,5178.007305,0,338,394,5
945,"(Z)-1,3-Pentadiene",C/C=C\C=C,20.86026965,2565.148871,-42.39,252,325,5
946,4-Ethyl phenetol,CCC1=CC=C(C=C1)OCC,23.56758012,5414.392994,-31.683,322,481,10
947,Dimethyl-L-malate,COC(=O)C[C@@H](C(=O)OC)O,23.68680798,5770.457845,-41.449,348,516,6
948,(E)-3-Pentenoic acid,C/C=C/CC(=O)O,22.65398344,4264.387592,-83.15,366,469,5
949,2-Methoxypyridine,COC1=CC=CC=N1,23.23299148,4877.549884,0,304,338,6
950,1-Penten-3-one,CCC(=O)C=C,23.72017244,4519.831777,-5.495,291,375,5
951,"1,1-Dimethylcyclopropane",CC1(CC1)C,20.43832093,2306.315281,-35,294,294,5
952,2-Ethyl-1-hexene,CCCCC(=C)CC,20.76459724,3094.904623,-58.15,293,420,8
953,5-Methylundecane,CCCCCCC(C)CCCC,24.26758902,6163.773917,3.913,357,480,12
954,Methyl tert-butyl ether,CC(C)(C)OC,22.16380912,3348.594239,-13.144,287,326,5
955,"4,5-Diethyloctane",CCCC(CC)C(CC)CCC,20.20191452,3314.156776,-88.15,470,470,12
956,"5,6-Dimethyldecane",CCCCC(C)C(C)CCCC,20.1737539,3320.696118,-90.15,474,474,12
957,4-Ethyldecane,CCCCCCC(CC)CCC,20.2453643,3374.369376,-90.15,477,477,12
958,"1,1-Dimethylcyclopentane",CC1(CCCC1)C,20.63574458,2833.42306,-49.93,267,386,7
959,Ethylcyclopentane,CCC1CCCC1,20.73266038,2978.877361,-53.03,280,408,7
960,"4,4-Dimethyl-1-hexene",CCC(C)(C)CC=C,20.82358947,2995.663206,-58.15,285,406,8
961,2-Ethylacrylonitrile,CCC(=C)C#N,21.50133237,3599.999689,-26.287,244,387,5
962,1-Adamantyl methyl ketone,CC(=O)C12CC3CC(C1)CC(C3)C2,22.52174598,5621.040795,-28.815,432,506,12
963,"r-1, c-2, c-4-Trimethylcyclohexane",C[C@@H]1CC[C@@H]([C@@H](C1)C)C,21.21601905,3837.027799,-23.15,305,449,9
964,Ethylcyclohexane,CCC1CCCCC1,20.6546488,3153.183052,-59.55,301,433,8
965,Propylcyclohexane,CCCC1CCCCC1,20.76084403,3369.579999,-64.985,321,459,9
966,Butylcyclohexane,CCCCC1CCCCC1,20.81237588,3547.66193,-72.06,340,484,10
967,Isobutylcyclohexane,CC(C)CC1CCCCC1,20.70083866,3434.82605,-70.085,357,445,10
968,"4,6-Dimethylindane",CC1=CC(=C2CCCC2=C1)C,21.66090151,4389.093298,-64.054,313,423,11
969,"N,N-Diethyl-benzamide",CCN(CC)C(=O)C1=CC=CC=C1,23.20531441,6769.151169,0,374,405,11
970,"2-Hexyl-1,3-dioxolane",CCCCCCC1OCCO1,25.89003653,6599.208877,0,318,453,9
971,Nonanoic acid methyl ester,CCCCCCCCC(=O)OC,21.05467691,3733.013123,-95.503,352,439,10
972,Methyl undecanoate,CCCCCCCCCCC(=O)OC,21.44383682,4212.779753,-98.32,352,472,12
973,Allyl phenyl ether,C=CCOC1=CC=CC=C1,21.59249171,4095.40778,-58.062,354,455,9
974,cis-Bicyclo[3.3.0]octane,C1CC2CCCC2C1,21.81908911,3760.908941,-41.575,298,318,8
975,"2-Ethyl-1,4-dimethylbenzene",CCC1=C(C=CC(=C1)C)C,20.33458947,3424.220343,-71.15,340,492,10
976,"trans-1,3-Dimethylcyclopentane",C[C@@H]1CC[C@H](C1)C,20.61456079,2837.153248,-51.73,270,389,7
977,"cis-1,2-Cyclohexanediol",C1CC[C@@H]([C@@H](C1)O)O,20.30702753,5262.726319,0,289,320,6
978,Allyl formate,C=CCOC=O,22.91647814,4219.55626,17.082,373,433,4
979,3-Methyl-4-heptanol,CCCC(C(C)CC)O,21.57637361,3682.294081,-71.45,335,444,8
980,Sebaconitrile,C(CCCCC#N)CCCC#N,23.42567181,6457.659761,-64.579,303,344,10
981,"2,4-Dimethyl-6-tert-butylphenol",CC1=CC(=C(C(=C1)C(C)(C)C)O)C,21.35044396,4314.473423,-83.392,388,522,12
982,"2,5-Dimethyl-3,4-dihydro-2H-pyran-2-carbaldehyde",CC1=COC(CC1)(C)C=O,23.32795009,5198.643073,0,336,440,8
983,4-Octyne,CCCC#CCCC,21.32292807,3392.421643,-58.68,346,405,8
984,5-Decyne,CCCCC#CCCCC,20.94042264,3455.146364,-83.44,351,451,10
985,Caprinitrile,CCCCCCCCCC#N,21.0293715,3957.469117,-98.944,431,519,10
986,"(E)-1,3-Pentadiene",C/C=C/C=C,20.84852647,2561.073296,-40.44,250,330,5
987,1-Decanamine,CCCCCCCCCCN,21.41173878,4117.712922,-78.85,377,526,10
988,"3,4-Diethoxy-benzaldehyde",CCOC1=C(C=C(C=C1)C=O)OCC,24.41246767,6757.051085,-43.15,390,418,11
989,"2,5-Dimethylstyrene",CC1=CC(=C(C=C1)C)C=C,21.99512174,4435.54565,-42.713,302,467,10
990,2-Phenyl-1-butene,CCC(=C)C1=CC=CC=C1,20.76641628,3577.388304,-68,455,455,10
991,Butylcyclopentane,CCCCC1CCCC1,25.70000418,5312.745375,-54.68,385,440,9
992,Propylcyclopentane,CCCC1CCCC1,20.78962634,3187.675777,-59.991,302,431,8
993,Isopentyl isobutyrate,CC(C)CCOC(=O)C(C)C,21.94292213,4134.107328,-45.514,288,465,9
994,Pentyl salicylate,CCCCCOC(=O)C1=CC=CC=C1O,20.45197526,3677.612925,-138.659,402,553,12
995,"3,5-Diethyltoluene",CCC1=CC(=CC(=C1)C)CC,22.35289741,4758.255253,-34.543,307,474,11
996,Diisobutyl oxalate,CC(C)COC(=O)C(=O)OCC(C)C,23.37994247,5506.127984,-38.325,336,503,10
997,Dipentylamine,CCCCCNCCCCC,21.70121978,4105.739479,-72.15,379,527,10
998,"2,6-Dimethyloctane",CCC(C)CCCC(C)C,20.80942857,3339.968755,-73.75,326,462,10
999,3-Ethyl-3-octanol,CCCCCC(CC)(CC)O,24.67565315,6207.769411,-0.15,355,472,10
1000,Butyl levulinate,CCCCOC(=O)CCC(=O)C,22.52738731,4895.767938,-65.738,358,511,9
1001,1-Ethylcyclopentene,CCC1=CCCC1,22.00663466,3761.89675,-20.309,321,379,7
1002,Methyl lactate,CC(C(=O)OC)O,19.42552888,2303.810068,-126.345,315,418,4
1003,Octyl methacrylate,CCCCCCCCOC(=O)C(=C)C,24.57597424,6690.259999,0,385,512,12
1004,2-Methylindene,CC1=CC2=CC=CC=C2C1,23.47833193,4220.937812,-105,458,458,10
1005,5-Methyl-1-hexyne,CC(C)CCC#C,20.82457958,2881.224727,-55.15,273,389,7
1006,"cis-1,2-Dimethylcyclohexane",C[C@@H]1CCCC[C@@H]1C,20.64612924,3154.4725,-57.01,299,431,8
1007,"trans-1,3-Dimethylcyclohexane",C[C@@H]1CCC[C@H](C1)C,19.45385068,2449.328841,-85.56,292,423,8
1008,"trans-1,4-Dimethylcyclohexane",CC1CCC(CC1)C,20.59616314,3066.628879,-54.41,290,420,8
1009,Propyl methacrylate,CCCOC(=O)C(=C)C,23.64455554,5008.122577,0,304,413,7
1010,"2,4-Dimethylheptane",CCCC(C)CC(C)C,20.75135738,3147.633822,-65.15,304,433,9
1011,"2,4-Dimethyl-1-pentene",CC(C)CC(=C)C,20.62545202,2763.05606,-51.106,263,379,7
1012,"2,5-Dimethylheptane",CCC(C)CCC(C)C,20.76402159,3177.567428,-65.15,306,436,9
1013,4-Ethylheptane,CCCC(CC)CCC,20.85198034,3237.895158,-67.15,311,442,9
1014,3-Methyloctane,CCCCCC(C)CC,20.81191536,3233.520246,-69.15,314,445,9
1015,4-Methyloctane,CCCCC(C)CCC,20.80385632,3214.178531,-69.15,312,443,9
1016,L-Menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,21.41696565,3893.494093,-94.49,372,487,10
1017,2-Methyl-6-tert-butylphenol,CC1=C(C(=CC=C1)C(C)(C)C)O,21.75005761,4430.247402,-71.309,375,504,11
1018,p-Menth-3-yl methanoate,CC1CCC(C(C1)OC=O)C(C)C,22.65174993,5120.990693,-31.982,320,492,11
1019,"2,4-Dimethylstyrene",CC1=CC(=C(C=C1)C=C)C,22.27186944,4727.895669,-35.283,307,451,10
1020,"Octyl cyanide, Pelargononitrile",CCCCCCCCC#N,21.72159766,4407.562333,-66.375,328,500,9
1021,1-Undecyne,CCCCCCCCCC#C,20.55642052,3320.143497,-100.615,401,469,11
1022,Undecanonitrile,CCCCCCCCCCC#N,20.67458919,3785.173583,-120.216,445,534,11
1023,"4-Hexyl-1,3-dioxane",CCCCCCC1CCOCO1,25.43182209,6845.585481,0,318,453,10
1024,5-Undecyne,CCCCCC#CCCCC,21.03153593,3646.28165,-87.521,404,472,11
1025,Isopropyl caproate,CCCCCC(=O)OC(C)C,22.61094812,4327.03863,-53.014,307,382,9
1026,3-Methyl-2-hexanol,CCCC(C)C(C)O,24.98995601,5721.923956,-0.15,347,428,7
1027,Propyl benzoate,CCCOC(=O)C1=CC=CC=C1,19.42140725,2899.753629,-139.52,359,453,10
1028,"2,2-Dimethyl-1-hexanol",CCCCC(C)(C)CO,27.03419106,6910.057864,-0.15,356,452,8
1029,2-Decyne,CCCCCCCC#CC,21.15338873,3638.022277,-78.871,410,457,10
1030,3-Decyne,CCCCCCC#CCC,20.82114873,3382.610328,-88.016,406,452,10
1031,4-Decyne,CCCCCC#CCCC,20.91610734,3450.073769,-83.067,404,451,10
1032,1-(1-Methylethenyl)-4-(1-methylethyl)-benzene,CC(C)C1=CC=C(C=C1)C(=C)C,22.42496832,4920.854602,-43.15,403,479,12
1033,Methacrylic acid neopentyl ester,CC(=C)C(=O)OCC(C)(C)C,19.78710382,3398.560335,-53.744,313,338,9
1034,"trans-1,2-Dimethylcyclopropane",C[C@@H]1C[C@H]1C,20.39413432,2362.083892,-35,301,301,5
1035,Diethyl itaconate,CCOC(=O)CC(=C)C(=O)OCC,22.16026314,4912.975156,-39.828,324,501,9
1036,4-Methyl-2-tert-butylphenol,CC1=CC(=C(C=C1)O)C(C)(C)C,21.61174132,4180.039295,-95.057,385,510,11
1037,Propylcyclopropane,CCCC1CC1,20.56947618,2706.688777,-43,342,342,6
1038,"2,3,6-Trimethylphenol",CC1=C(C(=C(C=C1)C)O)C,23.31351289,5671.656221,-16.841,359,502,9
1039,Diethyl mesaconate,CCOC(=O)/C=C(\C)/C(=O)OCC,24.69674483,6618.849927,0.3,335,502,9
1040,1-Butylcyclopentene,CCCCC1=CCCC1,20.7019439,3248.738031,-76.065,366,430,9
1041,"(2,3-Epoxypropyl)-butyl ether",CCCCOC[C@H]1CO1,22.89460358,4699.576175,0,1,415,7
1042,Lauronitrile,CCCCCCCCCCCC#N,21.20146671,4285.357235,-106.302,440,556,12
1043,N-Methyloctyl-amine,CCCCCCCCNC,21.67688145,3958.83455,-69.15,365,508,9
1044,1-Methylbicyclo[4.1.0]-heptane,CC12CCCCC1C2,20.69623349,3123.346155,-58.167,341,393,8
1045,trans-1-Methyl-3-propylcyclopentane,CCC[C@H]1CC[C@@H](C1)C,20.18199716,3074.135306,-66,421,421,9
1046,cis-1-Methyl-3-propylcyclopentane,CCC[C@@H]1CC[C@@H](C1)C,20.18199716,3074.135306,-66,421,421,9
1047,Heptyl acrylate,CCCCCCCOC(=O)C=C,24.3232425,6151.024504,0,359,480,10
1048,Octyl acrylate,CCCCCCCCOC(=O)C=C,24.41253675,6400.638543,-3.626,331,500,11
1049,Hexyl acrylate,CCCCCCOC(=O)C=C,24.09157941,5789.546275,0,342,461,9
1050,"cis-1,3-Dimethylcyclopentane",C[C@@H]1CC[C@@H](C1)C,20.73259131,2900.842752,-49.62,270,390,7
1051,"r-1-Ethyl-c-2, t-4-dimethylcyclopentane",CC[C@H]1C[C@@H](C[C@H]1C)C,20.03235215,3003.975538,-65,418,418,9
1052,"r-1-Ethyl-c-2, c-4-dimethylcyclopentane",CC[C@H]1C[C@H](C[C@H]1C)C,20.03235215,3003.975538,-65,418,418,9
1053,"r-1, t-2, c-3, t-4-Tetramethyl-cyclopentane",C[C@@H]1C[C@H]([C@@H]([C@H]1C)C)C,19.8022318,2777.055777,-65,401,401,9
1054,4-Ethoxy-3-hydroxy benzaldehyde,CCOC1=C(C=C(C=C1)C=O)O,23.65123304,6729.7194,-43.15,390,422,9
1055,N-Methyl-caprolactam,CN1CCCCCC1=O,23.00370006,5842.924803,-2.239,435,530,7
1056,"3-Methyl-1,3-butanediol",CC(C)(CCO)O,21.92489289,3612.074446,-127.762,362,469,5
1057,3-Heptyne,CCCC#CCC,20.82158622,2992.209328,-58.15,284,405,7
1058,"cis-1,3,5-Hexatriene",C=C/C=C\C=C,21.63260274,3287.322449,-29.569,306,323,6
1059,"2,4,6-Trimethylheptane",CC(C)CC(C)CC(C)C,20.81272127,3249.638342,-70.85,317,448,10
1060,trans-1-Ethyl-3-methylcyclopentane,CC[C@@H]1CC[C@H](C1)C,20.72142377,3110.792461,-55.65,293,421,8
1061,cis-1-Ethyl-3-methylcyclopentane,CC[C@H]1CC[C@H](C1)C,20.74329833,3120.002801,-56.05,293,421,8
1062,2-Phenylpentane,CCCC(C)C1=CC=CC=C1,21.9318467,4379.007976,-45.141,302,467,11
1063,2-Methyl-2-hexene,CCCC=C(C)C,20.72810127,2902.40851,-53.15,274,394,7
1064,Isopropyl phenyl ether,CC(C)OC1=CC=CC=C1,19.78546898,2785.646722,-113.387,345,447,9
1065,"(E)-3-Methyl-1,3-pentadiene",C/C=C(\C)/C=C,20.24847279,2574.405263,-55,350,350,6
1066,"(Z)-3-Methyl-1,3-pentadiene",C/C=C(/C)\C=C,20.24847279,2574.405263,-55,350,350,6
1067,"2,4-Dimethyldecane",CCCCCCC(C)CC(C)C,23.77824363,5794.114604,1.203,348,472,12
1068,3-Methoxy propanal,COCCC=O,20.32351404,2592.142076,-99.477,333,394,4
1069,3-Ethoxypropanal,CCOCCC=O,22.64636188,4009.843718,-45.121,353,406,5
1070,2-Propoxyethanol,CCCOCCO,21.69647645,3533.171762,-75.737,350,421,5
1071,2-Octyne,CCCCCC#CC,21.24012711,3413.352142,-59.97,310,438,8
1072,"2,4-Hexadiyne",CC#CC#CC,21.27897172,3355.808238,-58.576,338,408,6
1073,4-Methyldecane,CCCCCCC(C)CCC,23.82033489,5667.810904,0.915,340,460,11
1074,Pentyl methacrylate,CCCCCOC(=O)C(=C)C,24.10500349,5731.580998,0,339,456,9
1075,"2-Ethyl-1,3-dimethylbenzene",CCC1=C(C=CC=C1C)C,20.3461024,3457.492698,-71.15,342,496,10
1076,"2,3-Dimethylnonane",CCCCCCC(C)C(C)C,23.74835608,5747.459625,10.269,336,460,11
1077,Methyl-(1-methyl-cyclohexyl) ketone,CC(=O)C1(CCCCC1)C,23.45530608,5430.020639,-4.168,375,459,9
1078,"2,4-Diisopropyl-phenol",CC(C)C1=CC(=C(C=C1)O)C(C)C,22.19047306,4885.263544,-69.321,395,528,12
1079,4-Methylundecane,CCCCCCCC(C)CCC,24.56413895,6286.925378,1.933,360,480,12
1080,2-Acetoxypropionic acid ethyl ester,CCOC(=O)C(C)OC(=O)C,22.1186324,3981.56567,-78.058,309,454,7
1081,Pentyl acrylate,CCCCCOC(=O)C=C,23.80458521,5402.539286,0,325,440,8
1082,Methyl hydroperoxide,COO,24.15918331,4521.153461,-0.696,243,323,1
1083,Ethyl hydroperoxide,CCOO,25.23379978,5130.159587,0,253,363,2
1084,5-Ethenylbicyclo[2.2.1]hept-2-ene,C=CC1CC2CC1C=C2,20.23599278,2946.604328,-75.877,335,410,9
1085,"Bicyclo[4.3.0]nona-3,7-diene",C1C=CCC2C1CC=C2,22.72425833,4679.117706,-14.118,338,372,9
1086,"2,3,4-Trimethyl-3-pentanol",CC(C)C(C)(C(C)C)O,23.58146471,5183.119044,-0.15,324,446,8
1087,"1,1,3-Trimethylcyclohexane",CC1CCCC(C1)(C)C,20.64624437,3214.238399,-57.31,327,411,9
1088,1-Propylcyclopentene,CCCC1=CCCC1,20.71520679,3096.316108,-67.347,344,405,8
1089,"2,3-Dimethylheptane",CCCCC(C)C(C)C,20.78244227,3225.921715,-65.15,310,441,9
1090,4-Ethyl-2-methylhexane,CCC(CC)CC(C)C,20.78083046,3172.501741,-64.15,305,434,9
1091,3-Ethyl-3-methylhexane,CCCC(C)(CC)CC,20.67928646,3199.902504,-64.15,309,442,9
1092,3-Ethyl-4-methylhexane,CCC(C)C(CC)CC,20.80846149,3243.191103,-64.15,310,441,9
1093,"1,4-Diamino-cyclohexane",C1CC(CCC1N)N,22.29956954,4598.980837,-43.4,383,473,6
1094,"1,3,5-Hexatriyne",C#CC#CC#C,22.22217965,3779.923689,0,253,263,6
1095,Benzyl isocyanate,C1=CC=C(C=C1)CN=C=O,21.41196904,5085.475621,0,333,393,8
1096,tert-Butylcyclohexane,CC(C)(C)C1CCCCC1,20.69162832,3465.878713,-66.588,357,446,10
1097,4-Propylheptane,CCCC(CCC)CCC,20.88905196,3358.780875,-71.95,325,459,10
1098,"3-(1,1-Dimethylethyl)-2,2-dimethylpentane",CCC(C(C)(C)C)C(C)(C)C,19.68503022,3011.873405,-84,453,453,11
1099,2-Butylphenol,CCCCC1=CC=CC=C1O,20.59240993,3552.552621,-116.681,382,520,10
1100,2-Methyloctane,CCCCCCC(C)C,20.80754045,3223.388872,-69.15,313,444,9
1101,trans-Hexahydroindane,C1CC[C@@H]2CCC[C@H]2C1,20.67993119,3390.577273,-63.819,361,479,9
1102,Cyclonona,C1CCCCC(=O)CCC1,20.41978512,3710.661929,-78.15,333,413,9
1103,1-Octen-3-ol,CCCCCC(C=C)O,20.48476407,2907.688337,-124.311,388,448,8
1104,4-Hydroxy-3-methyl-2-buta,CC(CO)C(=O)C,22.84143689,4398.080288,-72.831,382,463,5
1105,3-Methyl-1-hexene,CCCC(C)C=C,20.77885024,2811.916916,-53.15,266,381,7
1106,"2-Ethyl-1,3-butadiene",CCC(=C)C=C,24.12344719,3692.908998,-55,348,348,6
1107,2-Ethyl-3-methyl-1-pentene,CCC(C)C(=C)CC,20.79828406,3036.649221,-58.15,288,411,8
1108,2-Ethyl-1-pentene,CCCC(=C)CC,20.73420312,2891.356101,-53.15,273,392,7
1109,"2,3-Dimethyl-1-pentene",CCC(C)C(=C)C,20.77636345,2814.680018,-53.15,267,381,7
1110,"3,3-Dimethyl-1-pentene",CCC(C)(C)C=C,20.80825425,2761.260044,-53.15,262,374,7
1111,"3,3-Dimethyl-1-hexene",CCCC(C)(C)C=C,20.83240837,2968.72296,-58.15,282,402,8
1112,"2,5-Dimethyl-2-hexene",CC(C)CC=C(C)C,20.79531372,3044.017493,-58.15,289,412,8
1113,2-Ethyl-4-methyl-1-pentene,CCC(=C)CC(C)C,20.80862267,3019.610091,-58.15,287,409,8
1114,1-Nonyne,CCCCCCCC#C,21.40973553,3610.897825,-58.622,362,424,9
1115,"Butanenitrile, 4-oxa",C(CC#N)C=O,20.78083046,4356.490996,0,331,434,4
1116,"2,2,5-Trimethylhexane",CC(C)CCC(C)(C)C,20.6627539,3069.023567,-61.34,293,424,9
1117,5-Methyl-1-hexene,CC(C)CCC=C,20.7723109,2822.969324,-53.15,313,393,7
1118,2-Methylene-butanoic acid,CCC(=C)C(=O)O,21.51719718,3435.687217,-109.15,356,456,5
1119,(Z)-4-Methyl-2-hexene,CCC(C)/C=C\C,20.7676827,2830.798113,-53.15,268,384,7
1120,(E)-4-Methyl-2-hexene,CCC(C)/C=C/C,20.76231768,2840.699229,-53.15,269,385,7
1121,"1,7-Octadiene",C=CCCCCC=C,20.3265995,2782.920461,-74.562,309,420,8
1122,Pentylcyclopentane,CCCCCC1CCCC1,20.87592723,3547.362594,-74.35,341,483,10
1123,4-Methyl-4-penten-2-one,CC(=C)CC(=O)C,21.1072219,3183.540334,-62.359,305,400,6
1124,Isobutyl levulinate,CC(C)COC(=O)CCC(=O)C,21.92316595,4398.550015,-79.949,338,503,9
1125,4-Methyl-1-hexene,CCC(C)CC=C,20.7655413,2834.021732,-53.15,268,384,7
1126,Methyl 3-methoxypropanoate,COCCC(=O)OC,19.6974872,2418.570909,-119.881,313,418,5
1127,"Methacrylamide, N-methyl-",CC(=C)C(=O)NC,22.28393499,4345.171488,-84.507,356,489,5
1128,"1,4-Bis(ethenyloxy) butane",C=COCCCCOC=C,23.61264172,4909.871271,-33.952,333,440,8
1129,(E)-3-Methyl-3-hexene,CC/C=C(\C)/CC,20.77191946,2879.82015,-55.221,274,391,7
1130,"2,4,5-Trimethylstyrene",CC1=CC(=C(C=C1C)C=C)C,20.79856037,3637.419,-98.135,352,472,11
1131,1-Hexyl-1-cyclohexanol,CCCCCCC1(CCCCC1)O,21.04403897,4107.945356,-87.915,380,491,12
1132,2-Ethyl-3-phenyl-1-propanol,CC[C@@H](CC1=CC=CC=C1)CO,24.96354536,6053.22911,-63.009,353,393,11
1133,"2,2,5-Trimethyl-3-hexanol",CC(C)CC(C(C)(C)C)O,25.62523924,6108.758252,-0.15,331,433,9
1134,4-tert-Butyl pyridine,CC(C)(C)C1=CC=NC=C1,25.13957799,6242.865413,0,283,304,9
1135,"2-Ethyl-1,3,5-trimethylbenzene",CCC1=C(C=C(C=C1C)C)C,21.01564809,3797.246036,-83.21,361,469,11
1136,"3,3-Dimethylheptane",CCCCC(C)(C)CC,20.63830045,3143.949686,-65.15,306,438,9
1137,"2,4,4-Trimethylheptane",CCCC(C)(C)CC(C)C,20.6899244,3265.986696,-67.75,317,453,10
1138,"2,3,6-Trimethylheptane",CC(C)CCC(C)C(C)C,20.74992977,3301.216248,-71.25,322,457,10
1139,"2,4-Dimethyloctane",CCCCC(C)CC(C)C,20.83001368,3315.262017,-72.75,323,457,10
1140,3-Ethyl-1-pentene,CCC(CC)C=C,20.777745,2813.528725,-53.15,267,381,7
1141,(E)-2-Hexene,CCC/C=C/C,20.7654492,2701.715193,-48.62,254,364,6
1142,Diisobutyl tartrate,CC(C)COC(=O)[C@@H]([C@H](C(=O)OCC(C)C)O)O,22.68177564,6179.318669,-43.373,390,598,12
1143,"Dihydro-3-methyl-2,5-furandione",C[C@H]1CC(=O)OC1=O,22.5359299,5190.747509,-48.778,342,520,5
1144,"Propanoic acid, 3-cyano-, methyl ester",COC(=O)CCC#N,20.20518419,4043.339423,0,294,411,5
1145,"3,3-Dimethyloctane",CCCCCC(C)(C)CC,20.75515664,3356.248032,-70.65,326,463,10
1146,"2,5-Dimethyl-2H-tetrazole",CC1=NN(N=N1)C,24.07810929,5416.299534,0.114,315,373,3
1147,"2,3-Dimethyl-3-hexanol",CCCC(C)(C(C)C)O,24.69269228,5678.174839,-0.15,332,434,8
1148,Isobutylphenol,CC(C)CC1=CC=CC=C1O,24.54627089,6375.475893,-20.832,345,510,10
