,Name,SMILES,A,B,C,Tmin,Tmax,No.C
366,Heptyl ethanoate,CCCCCCCOC(=O)C,21.10561009,3623.819932,-87.152,363,478,9
367,Ethylene glycol monobutyl ether acetate,CCCCOCCOC(=O)C,22.7538926,4673.356638,-48.09,293,464,8
368,2-Undeca,CCCCCCCCCC(=O)C,21.21601905,4004.655994,-93.15,385,537,11
369,Acetic acid octyl ester,CCCCCCCCOC(=O)C,24.86280727,6252.209303,-10.258,334,417,10
370,Diethylene glycol monomethyl ether acetate,CC(=O)OCCOCCOC,23.7659248,5879.160584,-9.537,293,490,7
371,Decyl acetate,CCCCCCCCCCOC(=O)C,21.16994432,4014.453493,-105.389,430,529,12
372,Triethylene tetramine,C(CNCCNCCN)N,22.98500307,6400.871104,0,431,493,6
373,Ethylene glycol monohexyl ether,CCCCCCOCCO,23.66456501,5321.366253,-42.153,365,481,8
374,"3,6-Dioxaoctane-1,8-diol",C(COCCOCCO)O,24.19213331,6471.677899,-48.247,457,557,6
375,Decanal,CCCCCCCCCC=O,23.99503202,5634.264542,-29.76,324,482,10
376,Diethylene glycol monobutyl ether,CCCCOCCOCCO,19.99691537,3101.989678,-138.085,343,504,8
377,Dodecane,CCCCCCCCCCCC,21.00613842,3774.558665,-91.315,367,520,12
378,1-Dodecene,CCCCCCCCCCC=C,20.95575785,3732.74372,-90.7,365,508,12
379,1-Undecanol,CCCCCCCCCCCO,23.24229393,4846.964647,-97.01,293,343,11
380,Undecanal,CCCCCCCCCCC=O,26.03954338,7021.804621,-4.741,288,333,11
381,Ethylene glycol dibutyl ether,CCCCOCCOCCCC,19.90442053,2963.641155,-123.009,293,476,10
382,Dodecanol,CCCCCCCCCCCCO,23.66472619,6168.5679,-22.184,350,530,12
383,Dihexyl ether,CCCCCCOCCCCCC,22.94714857,5269.811373,-38.693,293,499,12
384,Diethylene glycol monohexyl ether,CCCCCCOCCOCCO,24.7183661,6633.365424,-28.535,407,533,10
385,Propene,CC=C,20.62209025,1818.176451,-25.57,163,238,3
386,Dimethyl ether,COC,21.73953479,2361.439168,-17.1,184,265,2
387,2-Methylpropene,CC(=C)C,20.28476153,1994.614337,-38.51,194,288,4
388,2-Methyl-3-buten-2-ol,CC(C)(C=C)O,23.01242686,3605.855163,-54.11,289,372,5
389,2-Methyl-3-butyne-2-ol,CC(C)(C#C)O,20.50131966,2375.365203,-112.872,294,380,5
390,3-Hydroxy-3-methyl-2-buta,CC(=O)C(C)(C)O,22.10730368,4016.380757,-36.73,317,419,5
391,Linalyl acetate,CC(=CCCC(C)(C=C)OC(=O)C)C,22.43859963,4768.312945,-56.626,328,493,12
392,"3,3,5-Trimethyl-cyclohexanol",CC1CC(CC(C1)(C)C)O,20.96006369,3325.450956,-117.677,343,473,9
393,Methyl isopropenyl ether,CC(=C)OC,20.48107994,2287.569936,-53.401,281,310,4
394,2-Methylbutanoic acid,CCC(C)C(=O)O,22.68644989,4080.411043,-83.15,353,454,5
395,Ethyl salicylate,CCOC(=O)C1=CC=CC=C1O,22.98633857,5332.388728,-39.595,334,504,9
396,"2-Hydroxybenzoic acid, methyl ester",COC(=O)C1=CC=CC=C1O,21.2451007,4032.49655,-81.032,327,496,8
397,Isoquinoline,C1=CC=C2C=NC=CC2=C1,21.18419732,4224.955823,-78.901,434,566,9
398,Isobutyl benzoate,CC(C)COC(=O)C1=CC=CC=C1,23.05622203,5435.758681,-38.94,337,510,11
399,Dimethyl terephthalate,COC(=O)C1=CC=C(C=C1)C(=O)OC,23.29755597,6028.167773,-43,413,523,10
400,"1,2-Benzenediol",C1=CC=C(C(=C1)O)O,23.67821934,5858.356728,-36.084,377,518,6
401,Cyclopenta,C1CCC(=O)C1,21.2539196,3390.531221,-55.125,317,397,5
402,n-Methylpyrrolidine,CN1CCCC1,21.91823842,3392.852227,-24.639,273,315,5
403,"2-(1,1-Dimethylethyl)-4-methoxyphenol",CC(C)(C)C1=C(C=CC(=C1)OC)O,23.1131189,6547.400712,0,403,463,11
404,Triethylamine,CCN(CC)CC,18.92298968,1920.01058,-102.438,306,360,6
405,"Bicyclo[2.2.1]hepta-2,5-diene,(Norbornadiene)",C1C2C=CC1C=C2,20.583568,2849.391488,-49.936,300,352,7
406,"N,N-Dimethyl-aniline",CN(C)C1=CC=CC=C1,21.56214364,4001.867563,-67.436,363,760,8
407,4-Methoxybenzoic acid methyl ester,COC1=CC=C(C=C1)C(=O)OC,22.3811271,5054.524272,-67.623,381,471,9
408,p-Acetyltoluene,CC1=CC=C(C=C1)C(=O)C,26.45110744,6859.907561,-6.824,288,333,9
409,4-Isopropyl-benzaldehyde,CC(C)C1=CC=C(C=C1)C=O,23.13681251,5557.602274,-26.464,331,505,10
410,Diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,23.26957956,6302.032639,-38.555,381,576,12
411,Ethyl orthoformate,CCOC(OCC)OCC,22.92946472,4374.750496,-35.58,278,419,7
412,4-Phenyl-3-buten-2-one,CC(=O)/C=C/C1=CC=CC=C1,23.298477,5863.20367,-36.284,355,534,10
413,Benzyl propanoate,CCC(=O)OCC1=CC=CC=C1,25.98481093,7102.717461,0,298,378,10
414,Phenyl acetate,CC(=O)OC1=CC=CC=C1,23.0487156,4976.282431,-37.065,311,469,8
415,3-Phenyl-1-propanol,C1=CC=C(C=C1)CCCO,24.13611141,5877.364568,-42.345,348,508,9
416,2-Anilinoethanol,C1=CC=C(C=C1)NCCO,23.53621892,5859.641571,-64.75,377,553,8
417,2-Phenoxy ethanol,C1=CC=C(C=C1)OCCO,23.49511777,5595.680123,-50.46,351,518,8
418,4-Ethylphenol,CCC1=CC=C(C=C1)O,21.04383173,3569.711485,-116.086,445,502,8
419,4-Hydroxy-benzaldehyde,C1=CC(=CC=C1C=O)O,23.78650992,6587.613058,-45.582,394,583,7
420,4-Methoxy benzaldehyde,COC1=CC=C(C=C1)C=O,22.85670303,5403.692881,-45.117,347,522,8
421,4-Hepta,CCCC(=O)CCC,25.70113245,5398.756138,-36.06,296,417,7
422,Vinyl butanoate,CCCC(=O)OC=C,23.69597227,4722.65038,0,1,390,6
423,Diethyl succinate,CCOC(=O)CCC(=O)OCC,21.41609067,3829.988796,-101.346,357,488,8
424,"1,4-Benzenediol",C1=CC(=CC=C1O)O,24.97254847,6991.426616,-39.017,432,560,6
425,Glycerol-1-allyl ether,C=CCOCC(CO)O,21.83797031,4287.887776,-104.561,323,383,6
426,"7-Methyl-3-methylene-1,6-octadiene",CC(=CCCC(=C)C=C)C,22.27442531,4416.164791,-33.537,287,444,10
427,Propanal,CCC=O,21.12437616,2659.025265,-44.15,241,342,3
428,N-Methylformamide,CNC=O,22.15614151,4258.400871,-72.061,369,472,2
429,4-Hydroxy-4-methyl-2-penta,CC(=O)CC(C)(C)O,22.97224675,4564.812777,-42.633,295,441,6
430,"2,2,4-Trimethyl-1-pentanol",CC(C)CC(C)(C)CO,21.19089784,3276.808846,-102.35,343,456,8
431,3-Methyl-1-butanol,CC(C)CCO,20.90404179,2597.753476,-126.68,322,425,5
432,Ethyl hexanoate,CCCCCC(=O)OCC,22.01899955,4034.283356,-55.08,300,440,8
433,Butanal,CCCC=O,21.05967352,2839.08742,-50.15,261,371,4
434,Pyrrolidine,C1CCNC1,20.77574175,2681.942895,-69.724,313,395,4
435,Butyl ethanoate,CCCCOC(=O)C,21.87455838,3676.537618,-43.85,301,385,6
436,"1,4-Dioxane",C1COCCO1,22.09374146,3840.117868,-8.669,427,583,4
437,Isopentyl acetate,CC(C)CCOC(=O)C,21.33460218,3441.92492,-64.067,273,415,7
438,Hexanoic acid,CCCCCC(=O)O,24.28932542,6626.69023,-91.163,432,611,6
439,Octanoic acid,CCCCCCCC(=O)O,21.77708996,6218.57314,-130,417,514,8
440,"1,6-Diaminohexane",C(CCCN)CCN,22.94721765,5043.004439,-31.035,394,564,6
441,1-ne,CCCCCCCC=C,20.90563058,3306.972711,-67.46,312,438,9
442,Caprylonitrile,CCCCCCCC#N,21.56149891,4132.101776,-66.244,374,480,8
443,Octanal,CCCCCCCC=O,23.30008881,5225.947127,0,293,438,8
444,Decane,CCCCCCCCCC,20.88106199,3442.756153,-79.292,338,468,10
445,Nonanal,CCCCCCCCC=O,23.72680388,5314.159162,-22.65,306,458,9
446,Dodecylamine,CCCCCCCCCCCCN,24.59400348,6415.015885,-30.332,355,522,12
447,Carbon dioxide,C(=O)=O,21.78733646,1722.978373,-16.9,216,273,1
448,Dimethyl amine,CNC,21.44107371,2306.849481,-47.342,201,280,2
449,Methacrylonitrile,CC(=C)C#N,20.9321103,2917.154265,-53.27,273,373,4
450,Pyruvic acid,CC(=O)C(=O)O,23.17984782,4620.98434,-41.847,295,439,3
451,"Dibenzo[b,d]furan",C1=CC=C2C(=C1)C3=CC=CC=C3O2,21.26626145,4635.140634,-82.401,433,603,12
452,Anthranilic acid methyl ester,COC(=O)C1=CC=CC=C1N,22.23912668,5295.812164,-45.448,350,540,8
453,1-Naphthylamine,C1=CC=C2C(=C1)C=CC=C2N,23.05882395,6202.238601,-36.052,377,574,10
454,"N,N-Diethyl-m-toluamide",CCN(CC)C(=O)C1=CC=CC(=C1)C,17.00661719,3873.153056,0,298,404,12
455,"1,2-Diethylbenzene",CCC1=CC=CC=C1CC,21.00450358,3645.913236,-71.91,344,486,10
456,2-Naphthol,C1=CC=C2C=C(C=CC2=C1)O,24.10970076,7020.395439,-2.241,417,561,10
457,Butyl benzoate,CCCCOC(=O)C1=CC=CC=C1,19.658113,3103.166299,-142.92,374,475,11
458,2-Methyl-1-butanol,CCC(C)CO,21.16582269,2752.187858,-116.32,320,423,5
459,Benzyl acetate,CC(=O)OCC1=CC=CC=C1,21.18965445,3863.307203,-89.669,319,489,9
460,Phenyl acetonitrile,C1=CC=C(C=C1)CC#N,22.6922524,5201.746958,-40.895,333,506,8
461,1-(2-Aminoethyl) piperazine,C1CN(CCN1)CCN,24.84438658,6501.480257,0,435,488,6
462,4-Tolyl acetate,CC1=CC=C(C=C1)OC(=O)C,25.94833798,7018.627054,8.512,373,478,9
463,4-Allylanisol,COC1=CC=C(C=C1)CC=C,23.10446119,5168.216714,-41.916,325,488,10
464,Ethyl acrylate,CCOC(=O)C=C,22.81755908,3943.957548,-23.216,243,393,5
465,Diethyl malate,CCOC(=O)CC(C(=O)OCC)O,23.03830792,5295.321713,-38.605,330,498,8
466,"3,7-Dimethyl-2,6-octadienal",CC(=CCC/C(=C/C=O)/C)C,23.28940482,5443.826939,-38.879,334,501,10
467,Butyl acrylate,CCCCOC(=O)C=C,21.68114124,3802.521259,-46.14,273,420,7
468,2-Aminoethanol,C(CO)N,22.06267959,3632.719424,-99.782,339,444,2
469,4-Methoxy-4-methyl-2-pentanol,CC(CC(C)(C)OC)O,21.460922,3736.572919,-65.589,343,423,7
470,Ethyl ethanoate,CCOC(=O)C,21.15612881,2819.906886,-57.44,271,373,4
471,4-Methyl-3-penten-2-one,CC(=CC(=O)C)C,21.17510211,3283.391937,-62.623,292,409,6
472,"1,3-Diethylbenzene",CCC1=CC(=CC=C1)CC,21.04751587,3646.258624,-71.29,342,484,10
473,Ethyl acetoacetate,CCOC(=O)CC(=O)C,23.19649551,4912.166949,-33.217,301,460,6
474,Hexyl methacrylate,CCCCCCOC(=O)C(=C)C,24.29073,6067.719278,0,354,476,10
475,Cyclopentene,C1CC=CC1,20.82729663,2581.663011,-39.81,195,319,5
476,Tetrahydropyran,C1CCOCC1,20.58402852,2680.547528,-65.53,361,487,5
477,Heptane,CCCCCCC,20.76984713,2910.260325,-56.718,274,388,7
478,Hexyl acetate,CCCCCCOC(=O)C,21.41779458,3679.62999,-71.959,304,459,8
479,Dibutyl ether,CCCCOCCCC,20.52036204,2975.416575,-82.627,362,413,8
480,1-Nonanol,CCCCCCCCCO,20.3388032,2988.179804,-147.55,385,469,9
481,Nonyl acetate,CCCCCCCCCOC(=O)C,24.83729462,6648.979253,0,298,369,11
482,Dihexylamine,CCCCCCNCCCCCC,22.00909843,4635.564309,-69.15,408,569,12
483,Methyl orthoformate,COC(OC)OC,24.20799812,4694.971005,0,273,358,4
484,4-Methoxyphenol,COC1=CC=C(C=C1)O,21.2228347,3793.713871,-126.791,397,518,7
485,Citronellyl acetate,CC(CCC=C(C)C)CCOC(=O)C,26.06362842,6602.513086,-35.95,347,490,12
486,Ethylene imine,C1CN1,22.4026793,3133.735419,-40.198,213,318,2
487,Spiro[2.2]pentane,C1CC12CC2,20.81041868,2504.086617,-42.395,276,344,5
488,Spiro[4.5]decane,C1CCC2(CC1)CCCC2,23.42171136,5542.478895,8.864,347,390,10
489,Bicyclo[2.1.0]pentane,C1CC2C1C2,20.6742438,2511.293708,-44.597,296,315,5
490,Biphenylene,C1=CC=C2C(=C1)C3=CC=CC=C23,22.47751332,5342.621416,-51.02,338,408,12
491,"2,3-Benzofuran",C1=CC=C2C(=C1)C=CO2,18.92881522,2531.068309,-110.232,326,393,8
492,Azulene,C1=CC=C2C=CC=C2C=C1,18.91727927,3062.233244,-121.182,373,423,10
493,cis-Bicyclo[3.1.0]hexane,C1C[C@@H]2C[C@@H]2C1,22.59010973,3798.77265,-9.091,298,320,6
494,Cyclobutane,C1CCC1,20.82540851,2361.301013,-31.72,210,308,4
495,Cyclopentane,C1CCCC1,20.87945018,2653.890501,-38.64,236,348,5
496,Oxazole,C1=COC=N1,21.450238,2897.07342,-50.771,293,344,3
497,Ethylene ozonide,C1OCOO1,23.70159058,4182.556021,0,273,289,2
498,Cycloheptane,C1CCCCCC1,20.63876096,3044.524062,-57.853,291,408,7
499,Cyclooctane,C1CCCCCCC1,20.69047703,3310.477245,-63.051,358,413,8
500,Cyclododecane,C1CCCCCCCCCCC1,20.79038619,3756.209365,-70.012,345,490,12
501,2-Propenylbenzene,C=CCC1=CC=CC=C1,22.60056346,4460.936256,-26.15,323,455,9
502,1-Phenyl-2-propylamine,CC(CC1=CC=CC=C1)N,19.27551546,2840.287066,-113.54,293,354,9
503,Cyanic acid,C(#N)O,21.48802342,2499.925846,-45.736,273,303,1
504,Cyanogene,C(#N)C#N,21.7790011,2319.039366,-25.714,245,399,2
505,Diethoxymethane,CCOCOCC,22.12411256,3528.842902,-27.499,273,348,5
506,Propadiene,C=C=C,19.9753862,1691.409932,-38.41,178,257,3
507,Ethe,C=C=O,20.94604094,1850.235344,-27.031,153,223,2
508,"2,2-Dimethylpropane",CC(C)(C)C,20.35291805,2160.363622,-37.901,259,298,5
509,"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,20.52881253,2761.720561,-47.242,261,368,7
510,"3,3-Dimethyl-2-butanol",CC(C(C)(C)C)O,23.91464878,4335.76773,-43.15,309,413,6
511,D-Camphor,C[C@@]12CC[C@@H](C1(C)C)CC2=O,21.39976534,4227.12716,-52.462,451,505,10
512,(+)-3-Thujone,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,22.72020578,4896.626802,-36.821,311,474,10
513,"1,2,3,4-Tetramethylbenzene",CC1=C(C(=C(C=C1)C)C)C,20.36300337,3322.077669,-102.07,362,509,10
514,"1,3-Dihydroxy-2,5-dimethyl benzene",CC1=CC(=C(C(=C1)O)C)O,21.02375319,4119.55499,-131.45,393,459,8
515,4-Methylquinoline,CC1=CC=NC2=CC=CC=C12,21.64172098,4489.72778,-95.029,463,540,10
516,"3,4-Dihydro-1H-2-benzopyrane",C1COCC2=CC=CC=C21,21.0998306,3928.606213,-79.025,408,536,9
517,"1,4-Benzodioxane",C1COC2=CC=CC=C2O1,23.93537204,6064.318359,0,365,487,8
518,Indan,C1CC2=CC=CC=C2C1,20.98184614,3631.915821,-66.828,375,465,9
519,"2,4-Dihydroxy-toluene",CC1=C(C=C(C=C1)O)O,20.44990293,3923.683286,-132.921,385,463,7
520,"2,4,5-Trimethylphenol",CC1=CC(=C(C=C1C)O)C,22.90607045,4688.15305,-68.296,380,505,9
521,(E)-2-Methyl-2-butenal,C/C=C(\C)/C=O,22.0543212,3826.758269,-26.06,248,390,5
522,Bicyclo[2.2.1]hept-2-ene,C1CC2CC1C=C2,19.2068754,2163.322444,-87.051,301,350,7
523,4-Isopropyl-2-methylphenol,CC1=C(C=CC(=C1)C(C)C)O,22.48449015,4813.947879,-70.833,344,521,10
524,2-Methoxy-5-(2-propenyl)phenol,COC1=C(C=C(C=C1)CC=C)O,24.37624801,6468.237836,-23.75,356,527,10
525,Hydrocinnamic acid,C1=CC=C(C=C1)CCC(=O)O,24.79886448,7067.847113,-20.296,375,553,9
526,Cycloheptanol,C1CCCC(CC1)O,22.9884109,4288.290728,-80.052,284,323,7
527,Cyclohepta,C1CCCC(=O)CC1,21.02075983,3660.850106,-67.952,374,465,7
528,Citronellic acid,CC(CCC=C(C)C)CC(=O)O,25.33750821,6737.900484,-42.951,373,530,10
529,Cycloocta,C1CCCC(=O)CCC1,20.61941925,3547.606668,-84.669,395,484,8
530,5-Nona,CCCCC(=O)CCCC,21.0951103,3633.698022,-81.803,357,459,9
531,2-Butyne,CC#CC,21.13879034,2517.738644,-38.19,245,320,4
532,Azetidine,C1CNC1,20.45655741,3327.495651,-30.036,210,315,3
533,Oxetane,C1COC1,21.18645385,2684.855665,-42.818,300,353,3
534,(Z)-2-Butenoic acid,C/C=C\C(=O)O,22.5243479,3960.906877,-82.35,348,445,4
535,3-Methylbutanoic acid,CC(C)CC(=O)O,22.14898047,3767.710777,-95,363,464,5
536,"3,5-Dihydroxy-toluene",CC1=CC(=CC(=C1)O)O,20.81817839,4089.697369,-139.122,395,473,7
537,"2,6-Dimethyl-2,5-heptadien-4-one",CC(=CC(=O)C=C(C)C)C,23.435642,5175.525119,-35.947,315,470,9
538,Carbon suboxide,C(=C=O)=C=O,21.44607032,2535.008032,-24,160,249,3
539,"1,3-Dioxane",C1COCOC1,22.80710535,4303.531539,0,1,377,4
540,1-Methyl-3-isopropylcyclo-pentane carboxylic acid,CC(C)C1CCC(C1)(C)C(=O)O,21.93440257,4290.107468,-123.484,375,537,10
541,2-Methyl-2-butene,CC=C(C)C,20.93392935,2588.865498,-36.52,229,328,5
542,"2,3-Dimethyl-1,3-butadiene",CC(=C)C(=C)C,21.36471999,3036.018312,-33.077,273,342,6
543,"3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dione",CC1=CC(=O)C(C(=O)O1)C(=O)C,23.44349381,5925.064921,-45.437,365,542,8
544,"1,2,3-Trimethylbenzene",CC1=C(C(=CC=C1)C)C,21.11723815,3680.085902,-65.53,338,479,9
545,"2,3-Dimethylphenol",CC1=C(C(=CC=C1)O)C,21.00422727,3630.670123,-106.977,378,520,8
546,"2,3,5,6-Tetramethylphenol",CC1=CC(=C(C(=C1C)O)C)C,23.48420352,6297.273196,4.874,381,522,10
547,"1,2,3,5-Tetramethylbenzene",CC1=CC(=C(C(=C1)C)C)C,19.82141233,2909.086006,-120.52,360,503,10
548,"3,4,5-Trimethylphenol",CC1=CC(=CC(=C1C)C)O,23.7813291,5834.564116,-44.647,397,521,9
549,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,22.59430043,4951.414512,-45.798,367,493,9
550,1-Methyl-2-isopropylbenzene,CC1=CC=CC=C1C(C)C,22.04386747,4383.316112,-34.646,355,453,10
551,1(2H)-Naphthale,C1C=CC2=CC=CC=C2C1=O,19.99132009,3371.125034,-138.205,388,534,10
552,"1,1-Diphenyl-hydrazine",C1=CC=C(C=C1)N(C2=CC=CC=C2)N,23.51950215,6611.186924,-44.143,399,596,12
553,1-Methyl-3-isopropylbenzene,CC1=CC(=CC=C1)C(C)C,21.80734592,4152.286237,-44.133,352,450,10
554,4-Ethylpyridine,CCC1=CC=NC=C1,21.49559893,3829.700973,-55.85,333,442,7
555,3-Ethylpyridine,CCC1=CN=CC=C1,21.41242956,3781.553919,-55.929,334,440,7
556,Diallyl cyanamide,C=CCN(CC=C)C#N,23.09603372,5350.982103,-32.619,369,495,7
557,Pentylbenzene,CCCCCC1=CC=CC=C1,20.92451177,3745.200705,-80.15,361,510,11
558,2-Methylpropylbenzene,CC(C)CC1=CC=CC=C1,20.86091437,3522.863089,-68.51,334,470,10
559,Benzyl ethyl ether,CCOCC1=CC=CC=C1,22.18158508,4428.158957,-42.884,299,458,9
560,4-Tolylhydrazine,CC1=CC=C(C=C1)NN,24.55559636,6179.228868,-40.878,355,512,7
561,Ethyl levulinate,CCOC(=O)CCC(=O)C,23.0474722,5004.574294,-44.743,320,479,7
562,Isobutyl butyrate,CCCC(=O)OCC(C)C,22.47702977,4440.949817,-25.079,277,430,8
563,Isobutyl propionate,CCC(=O)OCC(C)C,22.48234874,4044.651897,-40.891,270,410,7
564,Ethyl methyl ether,CCOC,18.4364074,1161.631154,-112.4,232,299,3
565,tert-Butyl nitrite,CC(C)(C)ON=O,22.53079513,3707.162,0,267,337,4
566,"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,20.57695958,2896.306659,-52.383,272,398,8
567,Butyramide,CCCC(=O)N,22.08266602,4164.351783,-109.32,320,398,4
568,Isopropyl nitrite,CC(C)ON=O,21.51765769,3131.515726,0,253,268,3
569,3-Methyl-2-butenoic acid,CC(=CC(=O)O)C,23.23722824,4631.880173,-72.65,369,471,5
570,Tetrahydro-2-pyra,C1CCOC(=O)C1,21.54957152,4231.944168,-58.49,310,481,5
571,Propyl nitrite,CCCON=O,22.09330397,3407.825938,0,253,268,3
572,Diisopentyl ether,CC(C)CCOCCC(C)C,22.5562387,4544.388847,-34.46,291,447,10
573,"1,3,5-Cycloheptatriene",C1C=CC=CC=C1,21.15295124,3275.005922,-48.168,273,338,7
574,Methyl isobutyrate,CC(C)C(=O)OC,21.57234409,3298.637353,-37.32,366,533,5
575,Dimethyl oxalate,COC(=O)C(=O)OC,22.19360457,3881.055529,-72.945,346,528,4
576,Methyl propanoate,CCC(=O)OC,20.69436839,2600.931043,-68.91,267,375,4
577,Aluminum isopropoxide,CC(C)O.[Al],17.60326304,4674.247739,0,353,373,3
578,Methyl 3-methylbutanoate,CC(C)CC(=O)OC,21.88791338,3614.284927,-41.247,253,390,6
579,Propyl isovalerate,CCCOC(=O)CC(C)C,22.45573086,4292.732415,-36.751,281,429,8
580,Methyl propyl ether,CCCOC,17.57360574,1101.303424,-130.18,254,335,4
581,3-Ethoxy-1-propene,CCOCC=C,20.94189629,2758.036424,-47.88,244,401,5
582,"1,2-Epoxy-2-methylpropane",CC1(CO1)C,20.10398558,2454.758337,-42.771,204,329,4
583,"3,3-Dimethyl-1-butene",CC(C)(C)C=C,20.26829805,2326.808288,-48.241,232,337,6
584,Isobutylene glycol,CC(C)(CO)O,25.81658406,5616.166223,-58.15,451,451,4
585,"2,3,3-Trimethylpentane",CCC(C)(C)C(C)C,20.64085632,3052.790342,-52.989,287,408,8
586,"3,3,4-Trimethyl-1-pentene",CC(C)C(C)(C)C=C,20.828517,2976.782008,-58.15,283,403,8
587,"2,3,3-Trimethyl-1-pentene",CCC(C)(C)C(=C)C,20.81732644,3003.952512,-58.15,285,407,8
588,"3,3-Dimethylpentane",CCC(C)(C)CC,20.60611031,2825.317961,-48.029,265,378,7
589,"3,3-Dimethylhexane",CCCC(C)(C)CC,20.6634677,3009.386613,-55.774,286,408,8
590,3-Methyl-1-butene,CC(C)C=C,20.60687016,2331.068071,-36.503,213,308,5
591,2-Methyl-1-butene,CCC(=C)C,20.65711257,2393.974695,-42.12,223,318,5
592,"2,3-Dimethyl-1-butene",CC(C)C(=C)C,20.6939309,2612.697253,-43.783,243,352,6
593,Allyl ethyl ether,CCOCC=C,20.94463637,2758.697266,-47.873,248,340,5
594,"2,2,3-Trimethylpentane",CCC(C)C(C)(C)C,20.60413008,2979.406955,-54.795,284,408,8
595,"3,4,4-Trimethyl-1-pentene",CC(C=C)C(C)(C)C,20.83240837,2968.72296,-58.15,282,402,8
596,"2,3-Dimethylpentane",CCC(C)C(C)C,20.67873384,2852.879904,-51.208,278,378,7
597,3-Methyl-2-pentanol,CCC(C)C(C)O,21.57971236,3119.265974,-97.08,320,430,6
598,3-Methyl-2-penta,CCC(C)C(=O)C,21.64107626,3513.97511,-43.15,293,415,6
599,(Z)-2-Methyl-2-butenoic acid,C/C=C(/C)\C(=O)O,22.61714208,4103.206636,-88.15,361,461,5
600,2-Methyl-3-pentanol,CCC(C(C)C)O,21.33913827,2963.979635,-97.55,313,422,6
601,2-Methyl-3-penta,CCC(=O)C(C)C,23.37722542,4581.45356,0.05,333,395,6
602,"2,3,4-Trimethylpentane",CC(C)C(C)C(C)C,20.67030638,3026.310614,-55.669,298,408,8
603,"2,3,4-Trimethyl-1-pentene",CC(C)C(C)C(=C)C,20.81483965,3000.268376,-58.15,285,408,8
604,"2,3,4-Trimethyl-2-pentene",CC(C)C(=C(C)C)C,20.78340936,3066.582827,-58.15,291,416,8
605,"2,4-Dimethyl-3-penta",CC(C)C(=O)C(C)C,21.3467368,3369.902361,-54.4,299,423,7
606,"1,8-Dimethylnaphthalene",CC1=C2C(=CC=CC2=CC=C1)C,21.78427402,4933.721448,-67.816,338,413,12
607,"1,2-Dimethylnaphthalene",CC1=C(C2=CC=CC=C2C=C1)C,21.02478935,4156.879894,-101.78,411,543,12
608,"2,6-Dimethylphenol",CC1=C(C(=CC=C1)C)O,21.16849369,3746.835541,-85.603,362,504,8
609,"1,2-Diisopropylbenzene",CC(C)C1=CC=CC=C1C(C)C,20.96480701,3729.036558,-81.82,388,476,12
610,N-Methylacetanilide,CC(=O)N(C)C1=CC=CC=C1,23.16815069,5775.857407,-30.247,376,527,9
611,"2,6-Dimethylnaphthalene",CC1=CC2=C(C=C1)C=C(C=C2)C,18.76121005,2998.672685,-135.697,384,418,12
612,"2,7-Dimethylnaphthalene",CC1=CC2=C(C=C1)C=CC(=C2)C,21.73746247,4760.012126,-68.063,368,398,12
613,Isovalerophe,CC(C)CC(=O)C1=CC=CC=C1,23.14484853,5433.267284,-33.749,331,501,11
614,"3,4-Dimethylhexane",CCC(C)C(C)CC,20.73040385,3061.056623,-58.314,291,400,8
615,"2,3-Dimethyl-pyridine",CC1=C(N=CC=C1)C,21.16248394,3545.61263,-66.355,372,436,7
616,3-Pentanol,CCC(CC)O,21.96627035,3118.667302,-89.74,307,409,5
617,"2,4-Toluene diisocyanate",CC1=C(C=C(C=C1)N=C=O)N=C=O,22.19150922,4805.87041,-73.685,293,444,9
618,"2,3-Dimethylhexane",CCCC(C)C(C)C,20.70567409,3026.264562,-59.091,290,408,8
619,tert-Butyl methacrylate,CC(=C)C(=O)OC(C)(C)C,21.10791268,3280.962709,-65.837,314,409,8
620,3-tert-Butylphenol,CC(C)(C)C1=CC(=CC=C1)O,21.7586923,4216.756317,-101.291,391,524,10
621,"p-Mentha-1,4(8)-diene",CC1=CCC(=C(C)C)CC1,22.74776773,4622.826408,-46.738,313,458,10
622,Nitrosobenzene,C1=CC=C(C=C1)N=O,22.99389105,2970.61108,-136.118,298,338,6
623,4-Ethylaniline,CCC1=CC=C(C=C1)N,23.07963932,5228.217476,-37.726,325,490,8
624,3-Methylhexane,CCCC(C)CC,20.71338775,2859.856737,-53.715,272,378,7
625,3-Methyl-1-pentanol,CCC(C)CCO,21.93580715,3420.236871,-96.99,335,448,6
626,3-Hexa,CCCC(=O)CC,20.99170121,3131.239416,-65.85,300,422,6
627,"2,4-Dimethylhexane",CCC(C)CC(C)C,20.6633756,2960.779042,-58.55,285,398,8
628,4-Methylheptane,CCCC(C)CCC,20.77424507,3052.629161,-60.783,292,408,8
629,4-Heptanol,CCCC(CCC)O,20.2547128,2625.637782,-127.35,335,453,7
630,4-Octa,CCCCC(=O)CCC,21.89537375,4583.258786,5.053,288,433,8
631,Butyl caprylate,CCCCCCCC(=O)OCCCC,23.14701296,5357.010271,-51.869,387,462,12
