,Name,Actual,Predict
497,CCCCCCCC(C)CC,461.25,460.5245
498,CCC1=CC=CC2=CC=CC=C21,531.75,526.978
499,CCCCCCCCC(C)C,462.45,460.07147
500,CCCCCCCCCCC,469.05,470.0286
501,CC1=CC2=CC=CC=C2C=C1C,541.15,539.7066
502,C1CC=CCCC=CCCC=C1,513.15,508.7148
503,C=CCCCCCCCCC=C,481.65,483.9334
504,CC(=CC(CC(C)(C)C)(C)C)C,453.15,450.00906
505,CCCCCCCCCCC=C,486.95,485.82883
506,C1CCC(CC1)C2CCCCC2,511.15,503.23242
507,CCCCCCC1CCCCC1,497.15,494.62762
508,C1CCCCCCCCCCC1,520.15,512.576
509,CCCCCC1CCCCC1C,490.65,487.5582
510,C#C,188.45,188.68236
511,CC#C,249.95,238.57231
512,C=CC#C,278.25,279.17932
513,C/C=C/C,273.95,275.7063
514,C/C=C\C,276.85,276.00806
515,CC(C)C#C,299.45,303.60895
516,C#CC#C,283.45,280.98306
517,C/C=C/C=C/C,355.35,342.04135
518,CCCC#C,313.25,312.17032
519,CCC#CC,329.25,321.10422
520,C/C=C/C=C\C,356.65,348.95264
521,C/C=C\C=C/C,358.15,350.5881
522,CCC(CC)CC,366.65,366.53656
523,CCCCC=C,336.55,338.36203
524,CC/C=C\CC,339.55,343.78387
525,CC=CCCC=C,367.15,366.9283
526,CC/C=C/CC,340.25,343.63257
527,CCCCC=C=C,378.65,374.2146
528,CCC/C=C/C,341.05,343.36038
529,CCC=CC=CC,381.15,374.3612
530,CCC/C=C\C,341.95,343.36755
531,CCCCCC,341.85,343.95126
532,CCCCCC=C,366.75,366.91342
533,CCC/C=C/CC,368.85,369.62997
534,CCC/C=C\CC,368.95,369.64267
535,CCCC/C=C/C,371.15,369.62997
536,CCCC/C=C\C,371.55,369.63715
537,CCCCCCC,371.65,373.36966
538,CCCCCCC#C,399.45,400.41843
539,CC(C)C1CCCCC1,427.95,420.9457
540,CCCC#CCCC,404.75,402.40744
541,CCCCC#CCC,406.25,405.18506
542,CCCCCC#CC,410.75,409.50726
543,C1CC2CCCC(C1)C2,442.65,440.02188
544,CCCCCCCCC,423.95,432.07812
545,CCC1CCCCC1C,424.85,421.82724
546,CCC1CCCCC1C,429.15,421.82724
547,CCCCC1CCCC1,429.75,432.54663
548,CCCC1CCCCC1,429.85,432.54663
549,CCCCCC(CC)CC,439.65,440.49774
550,CCCCCCCC(C)C,440.25,438.58224
551,CCCCCCC(C)CC,441.05,440.49774
552,C1CCC2CCCC2C1,440.15,440.24493
553,CCCCCCCCCC#C,469.15,471.98834
554,CCCCCC#CCCCC,471.15,470.8224
555,CCCCCCC#CCCC,471.65,470.8224
556,CCCCCCCCCC,447.25,454.68796
557,CCCCCCCCC#CC,477.35,478.2726
558,CCCCCCCC1CCCC1,497.15,494.62762
559,CCCCCCCCCCCC,489.45,489.99316
