,SMILES,VP1,VP2,VP3,VP4,VP5
1896,C[C@@H]1CCC[C@@H]1C(C)C,4.909750210458558,7.155868728853612,8.924261451835621,10.352689129318598,11.530589731903696
1897,CCCCC(C)(CC)C(C)C,8.726614193367936,9.530809606648965,10.260571907987137,10.92577786706714,11.534630830318058
1898,CCCC(CC)C(C)C(C)C,7.59543384434666,9.163772663739888,10.395796450054496,11.389208664392749,12.207208710639526
1899,CCC(CC)CC(C)C(C)C,7.573850201528881,9.165084533957712,10.403770333373961,11.39538697470475,12.207151741411337
1900,CCCC(C)C(CC)C(C)C,6.449438028213974,8.179147348642148,9.538086103004625,10.633928459782876,11.536335928869986
1901,CCCC(C)(CC)CC(C)C,8.720857425118682,9.848819858668556,10.784183387735396,11.57239703565144,12.245652687513065
1902,CCC(CC)C(C)CC(C)C,8.81405424323629,9.59711182701438,10.290428078793095,10.90859394894377,11.463199899872432
1903,CCC(C)CC(CC)C(C)C,7.046722217408927,7.539681394981109,8.010320299312632,8.46012130149159,8.890438349368242
1904,CCC(C)C(CC)CC(C)C,8.62363622960519,8.820369448753281,9.011438563703251,9.197084714179711,9.3775355432809
1907,CCC(CC(C)C)CC(C)C,8.976557503949362,9.88715111859765,10.569383189104588,11.099586119243835,11.52348288017135
1910,CCCC(C)C(C)(CC)CC,7.1852650895306525,8.72431529770755,9.884579697134031,10.790573831193115,11.517627890207338
1911,CCCC(C)(CC)C(C)CC,7.559313660438718,9.107212469932392,10.350106587900218,11.370060056905205,12.22211995076534
1912,CCC(C)C(C)C(CC)CC,2.5746975536150174,4.165784032307343,5.510001617164749,6.660669211881803,7.656782435733534
1913,CCC(C)CC(C)(CC)CC,4.975527377663207,6.110728047722169,7.089049811113744,7.940910652810723,8.689342108357375
1914,CCC(C)C(CC)C(C)CC,4.816725071103594,6.975899196061821,8.766601243479911,10.27573768455201,11.564877102629463
1915,CCCC(C)(C)C(CC)CC,4.0094592789607795,5.070860464025726,5.971993094080867,6.74660908998257,7.419604670580336
1916,CCCCC(C)(C)C(C)(C)C,5.105979734790658,5.473418749195524,5.826235671884664,6.16528629551356,6.491360907620855
1917,CCCC(C)C(C)C(C)(C)C,3.3835894527873656,4.441077621221584,5.41832922776814,6.324142379253761,7.166074232345462
1919,CC(C)CCC(C)C(C)(C)C,7.370433165073905,8.701441745089923,9.819147112227585,10.771020422452208,11.591419223281594
1920,CCCC(C)(C)CC(C)(C)C,4.834572633084605,7.138532410215344,8.929622114912117,10.361940468489603,11.53347160488345
1921,CCC(C)C(C)CC(C)(C)C,5.439170204635035,6.449656212116519,7.325700548425001,8.092460188851183,8.769184057264194
1922,CC(C)CC(C)CC(C)(C)C,9.490921910041967,10.077541930687152,10.595465719700845,11.05609282875875,11.468432799401192
1923,CCC(C)(C)CCC(C)(C)C,8.32714144068995,9.374055842157333,10.223632676811624,10.926861845416774,11.518559317402374
1924,CC(C)C(C)CCC(C)(C)C,7.12318682845539,8.536278856955086,9.701444741572478,10.678670008658624,11.510033119507446
1925,CCCC(C)C(C)(C)C(C)C,7.189110970681078,8.49427359644757,9.632943767377622,10.635069150673747,11.523821286856476
1926,CCC(C)CC(C)(C)C(C)C,8.02982249009031,8.34874436225148,8.657154941656433,8.95556546336508,9.244454538269785
1927,CC(C)CCC(C)(C)C(C)C,8.003241305957895,8.88080446206631,9.663648023105575,10.366322068606191,11.000541746306073
1929,CCC(C)C(C)C(C)C(C)C,10.718835004664355,11.03400679415146,11.331395710430717,11.612465498324427,11.878523547502079
1930,CC(C)CC(C)C(C)C(C)C,4.928380114543806,7.160203663318072,8.920690211045669,10.34489099443812,11.520760791283367
1931,CCC(C)(C)CC(C)C(C)C,7.409662347636749,8.338087382953134,9.154245397353451,9.877338728839026,10.522426723698846
1932,CCC(C)C(C)(C)CC(C)C,11.098502878246457,12.688715918517687,13.899851872102277,14.853022673081767,15.622713546241659
1933,CC(C)CC(C)(C)CC(C)C,8.723772336888636,9.91692699262328,10.849006005202401,11.597248415359381,12.211160060563206
1934,CCC(C)(C)C(C)CC(C)C,4.901666252832243,7.175304243081525,8.940634182665006,10.350977867509094,11.503628182795191
1935,CCCC(C)(C)C(C)(C)CC,4.956661537844987,7.142441878345682,8.892423129945211,10.325124098169297,11.519659566001762
1936,CCC(C)C(C)C(C)(C)CC,9.4646860257562,10.086988297846249,10.655941135767234,11.178122959494674,11.659073325399753
1937,CCC(C)(C)CC(C)(C)CC,4.87603992223902,7.139411142825871,8.908975504317112,10.330441294495188,11.497324487222564
1938,CCC(C)C(C)(C)C(C)CC,9.004289836895671,9.725814810501365,10.379796128113231,10.97529409315503,11.519817899312546
1939,CCC[C@@H](C(C)C)C(C)(C)C,7.95184483294145,9.360316519458395,10.497273026007228,11.434323368886508,12.21993003231705
1940,CCCC(C)(C(C)C)C(C)C,7.158517298628912,8.523346262135105,9.675868497984782,10.662047318350998,11.515471297514072
1941,CC[C@H](C)C(C(C)C)C(C)C,4.135945523463828,6.814868674196637,8.798196946926657,10.325720679063036,11.538373465169858
1942,CC(C)CC(C(C)C)C(C)C,6.308203415061129,6.712635802976983,7.101019286610466,7.474290572437198,7.8333148626216875
1943,CCCC(CC)(CC)C(C)C,4.880686638495554,7.100865152470895,8.87421278826879,10.32328949500178,11.529587822580533
