,Column1,Name,SMILES,A,B,C,Tmin,Tmax,No.C,Atom,Count Unique Atom,Pass Screen,Atom2,Func. Group
171,352,(1-Methylethyl)benzene,CC(C)C1=CC=CC=C1,20.863999837830207,3363.5380159525407,-65.32,319,454,9,"[1, 6]",2,True,CH,aromatic
172,354,1-Phenylethanol,CC(C1=CC=CC=C1)O,24.480716295097817,6151.406732805639,-1.726,404,476,8,"[1, 6, 8]",3,True,CHO,alcohol
173,355,Methyl phenyl ketone,CC(=O)C1=CC=CC=C1,22.250731710085876,4620.731056046546,-44.001,310,476,8,"[1, 6, 8]",3,True,CHO,ketone
174,361,3-Methylbenzoic acid methyl ester,CC1=CC(=CC=C1)C(=O)OC,21.6555825410997,4236.756571109045,-74.05,359,417,9,"[1, 6, 8]",3,True,CHO,ester
175,362,Carvone,CC1=CCC(CC1=O)C(=C)C,23.13674342801905,5444.163116322332,-31.98,330,501,10,"[1, 6, 8]",3,True,CHO,ketone
176,366,"1,3-Diisopropylbenzene",CC(C)C1=CC(=CC=C1)C(C)C,22.22816637617453,4684.943246534871,-37.559,307,475,12,"[1, 6]",2,True,CH,aromatic
177,367,4-sec-Butylphenol,CCC(C)C1=CC=C(C=C1)O,23.366518394448928,5631.6994618063245,-39.674,344,515,10,"[1, 6, 8]",3,True,CHO,alcohol
178,368,"4-Hydroxybenzoic acid, methyl ester",COC(=O)C1=CC=C(C=C1)O,18.94147944028576,2658.058179650467,-220.53,447,516,8,"[1, 6, 8]",3,True,CHO,ester
179,369,p-Menthane,CC1CCC(CC1)C(C)C,21.252699227378532,3864.343365923466,-46.665,281,445,10,"[1, 6]",2,True,CH,alkane
180,370,"p-Mentha-1,5-diene",CC1=CCC(C=C1)C(C)C,22.14191153859097,4285.8730137277,-44.643,315,448,10,"[1, 6]",2,True,CH,alkene
181,371,4-Isopropylaniline,CC(C)C1=CC=C(C=C1)N,23.294378403485425,5461.414083839044,-36.244,333,501,9,"[1, 6, 7]",3,True,CHN,amine
182,372,4-Isopropylphenol,CC(C)C1=CC=C(C=C1)O,21.092715615117307,3691.258044483104,-115.222,391,507,9,"[1, 6, 8]",3,True,CHO,alcohol
183,374,"N,N-Dimethyl-4-toluidine",CC1=CC=C(C=C1)N(C)C,19.979968343077005,3092.790850377929,-118.038,323,483,9,"[1, 6, 7]",3,True,CHN,amine
184,379,p-Methoxy-acetophe,CC(=O)C1=CC=C(C=C1)OC,27.24515390604461,8004.564057008736,0.0,312,333,9,"[1, 6, 8]",3,True,CHO,ester
185,380,"1,4-Diisopropylbenzene",CC(C)C1=CC=C(C=C1)C(C)C,20.911525194149604,3771.132418773974,-81.533,366,484,12,"[1, 6]",2,True,CH,aromatic
186,382,2-(Diethylamino)-ethanol,CCN(CC)CCO,26.34673125446019,6944.177569983118,34.476,328,434,6,"[1, 6, 7, 8]",4,True,CHON,alcohol
187,384,4-Vinyl-1-Cyclohexene,C=CC1CCC=CC1,20.76922543540257,3188.242212822904,-57.254,329,396,8,"[1, 6]",2,True,CH,alkene
188,385,Ethylbenzene,CCC1=CC=CC=C1,20.881246200176733,3259.935502278366,-60.852,306,420,8,"[1, 6]",2,True,CH,aromatic
189,386,Styrene,C=CC1=CC=CC=C1,21.487332648354627,3677.23530126677,-49.03,285,418,8,"[1, 6]",2,True,CH,aromatic
190,388,Benzonitrile,C1=CC=C(C=C1)C#N,22.682121027258304,4856.317747251139,-28.379,301,464,7,"[1, 6, 7]",3,True,CHN,aromatic
191,389,Benzyl alcohol,C1=CC=C(C=C1)CO,21.150003932231,3514.9421961572707,-113.214,404,507,7,"[1, 6, 8]",3,True,CHO,alcohol
192,390,Benzaldehyde,C1=CC=C(C=C1)C=O,21.24291324073331,3747.929268791873,-66.153,368,478,7,"[1, 6, 8]",3,True,CHO,aldehyde
193,392,N-Methylaniline,CNC1=CC=CC=C1,22.795431239684547,4837.678320923351,-39.065,309,468,7,"[1, 6, 7]",3,True,CHN,amine
194,393,Phenyl hydrazine,C1=CC=C(C=C1)NN,23.563734807663867,5798.733589622299,-34.526,345,516,6,"[1, 6, 7]",3,True,CHN,aromatic
195,394,Methoxybenzene,COC1=CC=CC=C1,21.123984720680166,3426.007149525469,-69.762,360,437,7,"[1, 6, 8]",3,True,CHO,ester
196,396,2-Ethylpyridine,CCC1=CC=CC=N1,21.455741180878743,3633.278951841514,-55.83,324,423,7,"[1, 6, 7]",3,True,CHN,aromatic
197,398,3-Methylstyrene,CC1=CC(=CC=C1)C=C,21.564584378224577,3875.114858988493,-56.908,314,442,9,"[1, 6]",2,True,CH,aromatic
198,399,2-Methyl-3-phenyl-2-propen-1-al,C/C(=C\C1=CC=CC=C1)/C=O,14.790079698574004,1215.3596741244892,-229.888,348,393,10,"[1, 6, 8]",3,True,CHO,aldehyde
199,402,Diphenyl ether,C1=CC=C(C=C1)OC2=CC=CC=C2,21.04111468318331,4149.523134860965,-95.069,477,544,12,"[1, 6, 8]",3,True,CHO,ester
200,403,Ethyl phenylacetate,CCOC(=O)CC1=CC=CC=C1,23.20833079856024,5413.216372672492,-36.277,393,475,10,"[1, 6, 8]",3,True,CHO,ester
201,405,Isobutyl phenylacetate,CC(C)COC(=O)CC1=CC=CC=C1,25.130828170253757,7088.551957898937,0.0,298,393,12,"[1, 6, 8]",3,True,CHO,ester
202,408,Tripropylamine,CCCN(CCC)CCC,21.59992905940204,3682.0638222067782,-64.15,341,475,9,"[1, 6, 7]",3,True,CHN,amine
203,409,Triethanolamine,C(CO)N(CCO)CCO,24.60293751183394,6834.238342133024,-85.959,433,609,6,"[1, 6, 7, 8]",4,True,CHON,alcohol
204,410,Glycerol triacetate,CC(=O)OCC(COC(=O)C)OC(=O)C,33.39119101041338,6947.5669752400045,-48.36,284,318,9,"[1, 6, 8]",3,True,CHO,ester
205,411,Tributylamine,CCCCN(CCCC)CCCC,20.560311889915223,3547.8115983597613,-93.996,336,488,12,"[1, 6, 7]",3,True,CHN,amine
206,413,1-Cyclohexyl-amino-2-propanol,CC(CNC1CCCCC1)O,21.383785396722686,4054.4609092967057,-99.779,345,512,9,"[1, 6, 7, 8]",4,True,CHON,alcohol
207,414,Acetic acid-2-ethylhexyl ester,CCCCC(CC)COC(=O)C,20.08885759212469,3390.446025349269,-74.972,268,423,10,"[1, 6, 8]",3,True,CHO,ester
208,415,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,22.865061412896686,5105.890340310577,-38.96,323,489,11,"[1, 6, 8]",3,True,CHO,ester
209,417,Cinnamic acid methyl ester,COC(=O)/C=C/C1=CC=CC=C1,22.18326596686115,5156.584053717934,-52.281,350,536,10,"[1, 6, 8]",3,True,CHO,ester
210,421,2-Ethylhexyl vinyl ether,CCCCC(CC)COC=C,20.69268750691145,3291.2276336921555,-91.341,293,450,10,"[1, 6, 8]",3,True,CHO,ester
211,422,2-Phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,20.75195604720512,3669.641375630076,-107.957,422,506,10,"[1, 6, 8]",3,True,CHO,ester
212,425,4-(Butylamino)-phenol,CCCCNC1=CC=C(C=C1)O,26.45131466938398,8561.8863580872,0.0,463,511,10,"[1, 6, 7, 8]",4,True,CHON,alcohol
213,427,Propylbenzene,CCCC1=CC=CC=C1,20.89973595847348,3434.9964417285178,-65.9,324,455,9,"[1, 6]",2,True,CH,aromatic
214,428,N-Ethylaniline,CCNC1=CC=CC=C1,23.83233135876162,5825.158056149498,-3.855,312,477,8,"[1, 6, 7]",3,True,CHN,amine
215,429,Phenyl isocyanate,C1=CC=C(C=C1)N=C=O,22.21214038392729,4339.663704085135,-32.656,283,456,7,"[1, 6, 7, 8]",4,True,CHON,aromatic
216,431,Ethoxybenzene,CCOC1=CC=CC=C1,21.05918997616331,3473.564742036168,-78.579,390,454,8,"[1, 6, 8]",3,True,CHO,ester
217,433,Phenylacetic acid,C1=CC=C(C=C1)CC(=O)O,24.53054423651021,6501.233880814039,-39.171,370,539,8,"[1, 6, 8]",3,True,CHO,carboxylic_acid
218,434,Acetanilide,CC(=O)NC1=CC=CC=C1,23.54678778137943,6376.571923879341,-46.48,473,577,8,"[1, 6, 7, 8]",4,True,CHON,amide
219,435,Butylbenzene,CCCCC1=CC=CC=C1,20.961468264816645,3627.6537364593296,-71.95,343,486,10,"[1, 6]",2,True,CH,aromatic
220,436,3-Phenylpropanal,C1=CC=C(C=C1)CCC=O,28.85116095670609,8033.719389456226,0.0,330,363,9,"[1, 6, 8]",3,True,CHO,aldehyde
221,437,Cinnamyl alcohol,C1=CC=C(C=C1)/C=C/CO,23.094007448693084,5635.185575637118,-36.131,345,523,9,"[1, 6, 8]",3,True,CHO,alcohol
222,438,Cinnamaldehyde,C1=CC=C(C=C1)/C=C/C=O,24.062589868061025,6164.225224018337,-27.704,349,519,9,"[1, 6, 8]",3,True,CHO,aldehyde
223,439,Benzyl formate,C1=CC=C(C=C1)COC=O,24.58009586771144,6210.071995804942,0.0,298,357,8,"[1, 6, 8]",3,True,CHO,ester
224,441,2-Ethyl-1-hexanol,CCCCC(CC)CO,20.26599546332872,2738.604908788492,-141.0,370,478,8,"[1, 6, 8]",3,True,CHO,alcohol
225,442,"N,N-Diethyl-1,3-propanediamine",CCN(CC)CCCN,21.81835228132345,3936.5409215142954,-60.12,328,442,7,"[1, 6, 7]",3,True,CHN,amine
226,444,4-Methyl benzylamine,CC1=CC=C(C=C1)CN,25.20248461834773,6350.032328097492,0.0,353,466,8,"[1, 6, 7]",3,True,CHN,amine
227,445,p-Toluonitrile,CC1=CC=C(C=C1)C#N,22.211334479144742,4907.644671559068,-32.16,315,491,8,"[1, 6, 7]",3,True,CHN,aromatic
228,446,"1,4-Diethylbenzene",CCC1=CC=C(C=C1)CC,21.02163481329658,3667.073993251388,-70.71,344,487,10,"[1, 6]",2,True,CH,aromatic
229,447,4-Methoxybenzyl alcohol,COC1=CC=C(C=C1)CO,22.806138260366964,4936.6825721668165,-89.844,354,453,8,"[1, 6, 8]",3,True,CHO,ester
230,448,2-Methyl-1-pentanol,CCCC(C)CO,23.00722301653813,4087.3648502755914,-65.15,330,443,6,"[1, 6, 8]",3,True,CHO,alcohol
231,449,Methyl cyanoacetate,COC(=O)CC#N,22.40677790183808,4407.654436711063,-73.15,385,573,4,"[1, 6, 7, 8]",4,True,CHON,ester
232,450,Ethyl propanoate,CCC(=O)OCC,21.054838090337554,2934.4144425116124,-64.15,282,396,5,"[1, 6, 8]",3,True,CHO,ester
233,451,Vinyl propionate,CCC(=O)OC=C,22.694554986760476,4104.588186771186,0.0,363,383,5,"[1, 6, 8]",3,True,CHO,ester
234,453,Ethyl N-methylcarbamate,CCOC(=O)NC,24.16956797148153,5298.0410663209295,-24.13,299,443,4,"[1, 6, 7, 8]",4,True,CHON,ester
235,454,4-Methyl-2-hexa,CCC(C)CC(=O)C,24.0551064665088,5162.395778492651,-0.15,336,418,7,"[1, 6, 8]",3,True,CHO,ketone
236,455,Diethyl malonate,CCOC(=O)CC(=O)OCC,25.0866415623192,6576.39486341955,12.807,313,472,7,"[1, 6, 8]",3,True,CHO,ester
237,456,Ethyl butanoate,CCCC(=O)OCC,19.052878507084813,2121.9703182995927,-112.77,280,422,6,"[1, 6, 8]",3,True,CHO,ester
238,457,Ethyl cyanoacetate,CCOC(=O)CC#N,25.96717312773105,6194.851908340251,-50.2,340,479,5,"[1, 6, 7, 8]",4,True,CHON,ester
239,458,"1,1-Diethoxyethane",CCOC(C)OCC,21.9010611378638,3367.7862854491145,-52.162,250,376,6,"[1, 6, 8]",3,True,CHO,ester
240,459,Diethyl carbonate,CCOC(=O)OCC,21.70994657514529,3540.6275328696192,-51.575,308,400,5,"[1, 6, 8]",3,True,CHO,ester
241,460,N-Methyl diethanolamine,CN(CCO)CCO,27.28793593707244,8014.884243395535,0.0,350,410,5,"[1, 6, 7, 8]",4,True,CHON,alcohol
242,461,6-Hexanelactam,C1CCC(=O)NCC1,20.14393542754911,3630.5089419746414,-126.15,346,550,6,"[1, 6, 7, 8]",4,True,CHON,amide
243,462,Propyl butyrate,CCCC(=O)OCCC,22.153217231397576,3996.63839244144,-39.965,271,416,7,"[1, 6, 8]",3,True,CHO,ester
244,463,"2,4-Dimethylphenol",CC1=CC(=C(C=C1)O)C,21.15357293912514,3667.511484419056,-103.146,368,513,8,"[1, 6, 8]",3,True,CHO,alcohol
245,464,Dibutyl malate,CCCCOC(=O)CC(C(=O)OCCCC)O,23.177222873953887,6453.563461633783,0.0,413,553,12,"[1, 6, 8]",3,True,CHO,ester
246,465,Geranyl acetate,CC(=CCC/C(=C/COC(=O)C)/C)C,24.128743137782745,6210.14798111301,23.776,346,516,12,"[1, 6, 8]",3,True,CHO,ester
247,469,Dipropyl adipate,CCCOC(=O)CCCCC(=O)OCCC,25.68740903893228,7644.582508740233,0.0,413,540,12,"[1, 6, 8]",3,True,CHO,ester
248,470,"3,7-Dimethyl-1-octanol",CC(C)CCCC(C)CCO,26.0254285305838,7039.002629282798,-0.15,357,486,10,"[1, 6, 8]",3,True,CHO,alcohol
249,471,"3,7-Dimethyl-6-octen-1-ol",CC(CCC=C(C)C)CCO,20.71976590760506,3322.349373809063,-136.287,366,499,10,"[1, 6, 8]",3,True,CHO,alcohol
250,472,"3,7-Dimethyl-trans-2,6-octadien-1-ol",CC(=CCC/C(=C/CO)/C)C,23.847298161866085,5682.1905477255,-42.419,342,503,10,"[1, 6, 8]",3,True,CHO,alcohol
251,473,Isopentyl butanoate,CCCC(=O)OCCC(C)C,22.17893710688632,4372.839350104992,-41.32,294,477,9,"[1, 6, 8]",3,True,CHO,ester
252,475,Butanoic anhydride,CCCC(=O)OC(=O)CCC,22.672219911358432,4767.110995578363,-42.704,350,471,8,"[1, 6, 8]",3,True,CHO,ether
253,476,Caprylic acid ethyl ester,CCCCCCCC(=O)OCC,24.37438291550335,5961.452672974002,-13.227,330,414,10,"[1, 6, 8]",3,True,CHO,ester
254,478,3-Hepta,CCCCC(=O)CC,21.71699248552985,3728.4079523734704,-54.183,354,404,7,"[1, 6, 8]",3,True,CHO,ketone
255,479,Propyl propanoate,CCCOC(=O)CC,21.75689628519144,3558.184744203699,-47.85,299,420,6,"[1, 6, 8]",3,True,CHO,ester
256,483,"1,4-Dimethylbenzene",CC1=CC=C(C=C1)C,20.96489911660521,3331.453795266761,-58.523,308,439,8,"[1, 6]",2,True,CH,aromatic
257,485,4-Methylphenol,CC1=CC=C(C=C1)O,21.13888244623184,3512.179094045678,-109.75,364,503,7,"[1, 6, 8]",3,True,CHO,alcohol
258,489,p-Toluidine,CC1=CC=C(C=C1)N,21.708081481219963,4076.853549326073,-73.223,317,474,7,"[1, 6, 7]",3,True,CHN,amine
259,490,p-Diaminobenzene,C1=CC(=CC=C1N)N,28.592005004489614,9570.004163501852,0.0,560,567,6,"[1, 6, 7]",3,True,CHN,amine
260,491,"1,4-Benzoqui",C1=CC(=O)C=CC1=O,23.447062821001857,5356.558963874281,-8.036,388,457,6,"[1, 6, 8]",3,True,CHO,ketone
261,492,"1,4-Dimethyl-piperazine",CN1CCN(CC1)C,20.60102159435936,3151.37091772879,-59.831,276,321,6,"[1, 6, 7]",3,True,CHN,amine
262,493,Glycerol 1-monoacetate,CC(=O)OCC(CO)O,28.16079989412462,8899.03086740339,0.0,385,458,5,"[1, 6, 8]",3,True,CHO,ester
263,494,Isobutyl acrylate,CC(C)COC(=O)C=C,20.94772183181147,3173.183306314723,-73.695,321,394,7,"[1, 6, 8]",3,True,CHO,ester
264,495,Dimethyl succinate,COC(=O)CCC(=O)OC,20.757758561639463,2886.189100323945,-165.412,480,624,6,"[1, 6, 8]",3,True,CHO,ester
265,496,2-Ethyl-4-methyl-1-pentanol,CCC(CC(C)C)CO,20.84783569047739,3053.5271693721943,-122.63,343,450,8,"[1, 6, 8]",3,True,CHO,alcohol
266,497,3-Octa,CCCCCC(=O)CC,27.937955708824656,8494.144304651316,83.092,239,348,8,"[1, 6, 8]",3,True,CHO,ketone
267,498,"1,2,6-Hexanetriol",C(CCO)CC(CO)O,21.043877785294903,4013.2285180364615,-175.514,393,451,6,"[1, 6, 8]",3,True,CHO,alcohol
268,499,Methyl hexanoate,CCCCCC(=O)OC,22.94226709106477,4470.763688939844,-30.883,314,423,7,"[1, 6, 8]",3,True,CHO,ester
269,500,Methyl heptanoate,CCCCCCC(=O)OC,22.37484104659825,4267.869100885579,-51.471,283,445,8,"[1, 6, 8]",3,True,CHO,ester
270,501,"1,2-Epoxybutane",CCC1CO1,21.01806580640244,2728.2294603594605,-49.132,294,370,4,"[1, 6, 8]",3,True,CHO,ester
271,503,[(2-Propenyloxy)-methyl] oxirane,C=CCOC[C@H]1CO1,21.370752765096334,3493.433748803614,-71.584,324,420,6,"[1, 6, 8]",3,True,CHO,ester
272,507,Butane,CCCC,20.568209756784192,2154.696960226317,-34.361,196,298,4,"[1, 6]",2,True,CH,alkane
273,508,1-Butene,CCC=C,20.533993342302303,2092.5893325129887,-34.615,194,288,4,"[1, 6]",2,True,CH,alkene
274,509,"1,3-Butadiene",C=CC=C,20.64589897782181,2134.9799240750094,-34.52,206,212,4,"[1, 6]",2,True,CH,alkene
275,510,1-Butyne,CCC#C,21.107244927054097,2335.85744758781,-37.41,210,300,4,"[1, 6]",2,True,CH,alkyne
276,511,2-Propenal,C=CC=O,21.22313403478449,2774.405501814363,-39.639,208,326,3,"[1, 6, 8]",3,True,CHO,aldehyde
277,518,Propylamine,CCCN,21.51627614297356,2731.7639284772063,-46.94,243,338,3,"[1, 6, 7]",3,True,CHN,amine
278,519,Allylamine,C=CCN,21.27498825107872,2734.084934250944,-47.175,273,327,3,"[1, 6, 7]",3,True,CHN,amine
279,520,Acrylonitrile,C=CC#N,18.230671422078498,1626.7165009878756,-109.392,283,353,3,"[1, 6, 7]",3,True,CHN,alkene
280,521,"1,2-Diaminoethane",C(CN)N,21.735735528186822,3286.993179706139,-68.119,285,418,2,"[1, 6, 7]",3,True,CHN,amine
281,522,1-Propen-3-ol,C=CCO,23.08668522809736,3616.723365022887,-57.329,301,375,3,"[1, 6, 8]",3,True,CHO,alcohol
282,523,"1,2-Ethanediol",C(CO)O,25.142847664439184,6022.181052216628,-28.25,371,494,2,"[1, 6, 8]",3,True,CHO,alcohol
283,524,Methyl vinyl ether,COC=C,23.817065219595072,4421.8659919050215,80.443,278,412,3,"[1, 6, 8]",3,True,CHO,ester
284,527,Methyl methanoate,COC=O,21.403196189056622,2590.8687466369006,-42.59,230,324,2,"[1, 6, 8]",3,True,CHO,ester
285,529,"2,4,4-Trimethyl-1-pentene",CC(=C)CC(C)(C)C,20.629942063127363,2932.157909120478,-52.535,277,400,8,"[1, 6]",2,True,CH,alkene
286,530,"2,4,4-Trimethyl-2-pentene",CC(=CC(C)(C)C)C,20.686700785669665,2930.546099555382,-58.155,282,404,8,"[1, 6]",2,True,CH,alkene
287,531,"2-Methyl-2,4-pentanediol",CC(CC(C)(C)O)O,21.95134959629479,3700.065432463806,-116.705,293,483,6,"[1, 6, 8]",3,True,CHO,alcohol
288,532,tert-Octylamine,CC(C)(C)CC(C)(C)N,17.39930004840207,1044.972982413116,-235.244,413,489,8,"[1, 6, 7]",3,True,CHN,amine
289,537,4-Methoxy-4-methyl-2-penta,CC(=O)CC(C)(C)OC,20.936853630172543,3376.006514231103,-75.058,343,423,7,"[1, 6, 8]",3,True,CHO,ester
290,538,Hydroxycitronellol,CC(CCCC(C)(C)O)CCO,29.85071314557481,9058.369755838576,0.0,283,333,10,"[1, 6, 8]",3,True,CHO,alcohol
291,539,Hydroxycitronellal,CC(CCCC(C)(C)O)CC=O,29.96598055533009,9122.21353271202,0.978,283,333,10,"[1, 6, 8]",3,True,CHO,aldehyde
292,543,2-Methylpentane,CCCC(C)C,20.684858717595272,2638.301999552578,-45.335,250,348,6,"[1, 6]",2,True,CH,alkane
293,544,2-Penta,CCCC(=O)C,21.071877220025712,3031.8828694980502,-57.77,282,403,5,"[1, 6, 8]",3,True,CHO,ketone
294,545,"1,3-Butanediol",CC(CCO)O,27.466156023270177,7991.121565235836,21.65,380,502,4,"[1, 6, 8]",3,True,CHO,alcohol
295,546,Butanoic acid,CCCC(=O)O,22.052179797516995,3632.051673986949,-91.816,393,463,4,"[1, 6, 8]",3,True,CHO,carboxylic_acid
296,547,(E)-2-Butenoic acid,C/C=C/C(=O)O,23.64294373486286,4873.651607831197,-56.25,360,461,4,"[1, 6, 8]",3,True,CHO,carboxylic_acid
297,548,1-Methoxy-2-propanol,CC(COC)O,23.031146875654343,4112.5459208525735,-35.329,331,389,4,"[1, 6, 8]",3,True,CHO,ester
298,549,2-Dimethylamino ethanol,CN(C)CCO,22.25856049940205,3906.628038571209,-43.287,323,408,4,"[1, 6, 7, 8]",4,True,CHON,alcohol
299,551,Ethenyl ethanoate,CC(=O)OC=C,23.228685650782303,4539.785979687433,46.32,375,519,4,"[1, 6, 8]",3,True,CHO,ester
300,552,"2,4-Dimethylpentane",CC(C)CC(C)C,20.618314008407744,2748.388592848623,-51.343,262,368,7,"[1, 6]",2,True,CH,alkane
301,553,4-Methyl-2-penta,CC(C)CC(=O)C,20.31386620741207,2741.6650443770804,-77.7,293,416,6,"[1, 6, 8]",3,True,CHO,ketone
302,554,4-Methyl-2-pentanol,CC(C)CC(C)O,22.247116651489872,3607.598220299352,-68.36,315,427,6,"[1, 6, 8]",3,True,CHO,alcohol
303,555,Diisopropylamine,CC(C)NC(C)C,20.02788513886221,2389.823134412311,-75.601,300,355,6,"[1, 6, 7]",3,True,CHN,amine
304,556,Diisopropyl ether,CC(C)OC(C)C,20.66959257842872,2631.216945221435,-53.874,283,365,6,"[1, 6, 8]",3,True,CHO,ester
305,557,Isopropyl ethanoate,CC(C)OC(=O)C,21.02105916702333,2848.827354605024,-61.71,294,385,5,"[1, 6, 8]",3,True,CHO,ester
306,558,Isopropenyl acetate,CC(=C)OC(=O)C,26.30903793648788,8278.709838180606,193.726,405,532,5,"[1, 6, 8]",3,True,CHO,ester
307,559,Ethanoic anhydride,CC(=O)OC(=O)C,22.36894642876019,4143.960089276292,-29.877,465,545,4,"[1, 6, 8]",3,True,CHO,ether
308,560,Succinic anhydride,C1CC(=O)OC1=O,24.32833121364347,6747.014116225316,-7.65,401,534,4,"[1, 6, 8]",3,True,CHO,ether
309,561,Maleic anhydride,C1=CC(=O)OC1=O,26.542911504383284,8264.244998626418,75.485,336,475,4,"[1, 6, 8]",3,True,CHO,alkene
310,562,"1,2-Propylene carbonate",CC1COC(=O)O1,21.18795053456354,4119.094472857049,-88.715,359,515,4,"[1, 6, 8]",3,True,CHO,ester
311,565,"1,3-Dimethylbenzene",CC1=CC(=CC=C1)C,21.046802068363007,3381.813633835634,-57.03,309,440,8,"[1, 6]",2,True,CH,aromatic
312,566,3-Methylphenol,CC1=CC(=CC=C1)O,21.21901240746803,3584.7335503259205,-105.55,363,503,7,"[1, 6, 8]",3,True,CHO,alcohol
313,571,m-Toluidine,CC1=CC(=CC=C1)N,20.41494969299451,3215.223904942608,-114.829,394,477,7,"[1, 6, 7]",3,True,CHN,amine
314,572,"1,3-Phenylene diamine",C1=CC(=CC(=C1)N)N,23.2506753384204,6028.105603660902,-44.548,372,558,6,"[1, 6, 7]",3,True,CHN,amine
315,573,"1,3-Benzenediol",C1=CC(=CC(=C1)O)O,25.43092408542367,7253.370998855451,-27.557,411,550,6,"[1, 6, 8]",3,True,CHO,alcohol
316,574,"2,4-Dimethyl-pyridine",CC1=CC(=NC=C1)C,21.21495985770436,3558.645261222298,-64.26,347,433,7,"[1, 6, 7]",3,True,CHN,aromatic
317,575,"2,6-Dimethyl-pyridine",CC1=NC(=CC=C1)C,21.123432100257848,3374.657199366609,-65.548,352,418,7,"[1, 6, 7]",3,True,CHN,aromatic
318,576,Glutaric anhydride,C1CC(=O)OC(=O)C1,24.36123515462236,7024.733509461514,-13.104,374,560,5,"[1, 6, 8]",3,True,CHO,ether
319,577,"1,3-Divinylbenzene",C=CC1=CC(=CC=C1)C=C,21.603498066296176,4839.407562328191,-3.477,385,484,10,"[1, 6]",2,True,CH,aromatic
320,578,Dimethyl malonate,COC(=O)CC(=O)OC,25.24238841800932,6440.049589723001,16.788,433,620,5,"[1, 6, 8]",3,True,CHO,ester
321,580,3-Methylbutanoic acid ethyl ester,CCOC(=O)CC(C)C,22.11796465362384,3874.011920728949,-42.141,267,418,7,"[1, 6, 8]",3,True,CHO,ester
322,581,"1,3,5-Trimethylbenzene",CC1=CC(=CC(=C1)C)C,21.242291542758203,3641.215962657064,-63.14,330,466,9,"[1, 6]",2,True,CH,aromatic
323,582,"3,5-Dimethylphenol",CC1=CC(=CC(=C1)O)C,21.32721088098782,3788.3741759503137,-108.329,384,524,8,"[1, 6, 8]",3,True,CHO,alcohol
324,584,"2,4,6-Collidine",CC1=CC(=NC(=C1)C)C,20.669684681832443,3253.112942647825,-88.182,297,381,8,"[1, 6, 7]",3,True,CHN,aromatic
325,585,"2,6-Dimethyl-4-heptanol",CC(C)CC(CC(C)C)O,19.941100706707264,2633.367559698291,-138.236,305,458,9,"[1, 6, 8]",3,True,CHO,alcohol
326,586,"2,6-Dimethyl-4-hepta",CC(C)CC(=O)CC(C)C,20.87392397958101,3393.163075759002,-78.389,360,441,9,"[1, 6, 8]",3,True,CHO,ketone
327,589,Methylcyclohexane,CC1CCCCC1,20.68255613250228,2972.5682775025234,-49.449,277,398,7,"[1, 6]",2,True,CH,alkane
328,590,Toluene,CC1=CC=CC=C1,20.839385203186104,3056.958021160755,-55.525,286,410,7,"[1, 6]",2,True,CH,aromatic
329,591,4-Methylpyridine,CC1=CC=NC=C1,21.10775149577456,3410.637394029733,-62.537,348,460,6,"[1, 6, 7]",3,True,CHN,aromatic
330,593,Cyclohexylamine,C1CCC(CC1)N,21.611879476034677,3673.567283213631,-42.319,304,408,6,"[1, 6, 7]",3,True,CHN,amine
331,594,Cyclohexanol,C1CCC(CC1)O,21.09950824114164,3035.9584451126493,-116.55,318,434,6,"[1, 6, 8]",3,True,CHO,alcohol
332,595,Cyclohexa,C1CCC(=O)CC1,21.005148304030744,3474.4857760733657,-61.986,298,458,6,"[1, 6, 8]",3,True,CHO,ketone
333,596,Phenol,C1=CC=C(C=C1)O,22.3521145317304,3760.2365861139274,-98.55,315,351,6,"[1, 6, 8]",3,True,CHO,alcohol
334,598,3-Methylpyridine,CC1=CN=CC=C1,21.126909003748267,3412.831757623357,-61.802,347,458,6,"[1, 6, 7]",3,True,CHN,aromatic
335,599,2-Methylpiperidine,CC1CCCCN1,20.57850231214988,2926.1803982190654,-68.161,324,431,6,"[1, 6, 7]",3,True,CHN,amine
336,600,2-Methylpyridine,CC1=CC=CC=N1,21.0868670489811,3262.403873498056,-61.291,291,442,6,"[1, 6, 7]",3,True,CHN,aromatic
337,601,2-Methylpyrazine,CC1=NC=CN=C1,22.659302408986736,4618.119924551091,7.515,406,528,5,"[1, 6, 7]",3,True,CHN,aromatic
338,605,5-Hexen-2-one,CC(=O)CCC=C,22.4756251961186,4554.133387401879,21.222,449,560,6,"[1, 6, 8]",3,True,CHO,ketone
339,606,Pentanoic acid,CCCCC(=O)O,22.163302554104888,3811.2020045622567,-101.0,372,465,5,"[1, 6, 8]",3,True,CHO,carboxylic_acid
340,607,Isobutyl vinyl ether,CC(C)COC=C,18.10642393046054,1496.7493879989197,-128.975,283,356,6,"[1, 6, 8]",3,True,CHO,ester
341,608,"N,N-Dimethyl-1,3-propane diamine",CN(C)CCCN,27.389364810418822,7019.333947418443,46.161,284,397,5,"[1, 6, 7]",3,True,CHN,amine
342,609,Ethylene glycol isopropyl ether,CC(C)OCCO,22.13159595737436,3751.2910430276447,-60.955,340,414,5,"[1, 6, 8]",3,True,CHO,ester
