"standard_relation","standard_value","standard_type","pchembl_value","assay_chembl_id","target_chembl_id","canonical_smiles","compound_chembl_id"
"=",2210.0,"Ki",5.66,"CHEMBL1047377","CHEMBL214","Fc1ccc(COc2ccc(F)cc2C3CCNCC3)cc1","CHEMBL574008"
">",1000.0,"Ki",,"CHEMBL1047377","CHEMBL214","C(Oc1ccccc1)c2ccccc2C3CCNCC3","CHEMBL574348"
"=",7244.36,"Ki",5.14,"CHEMBL1059285","CHEMBL225","OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3","CHEMBL54"
"=",10.47,"Ki",7.98,"CHEMBL1059285","CHEMBL225","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
"=",7.413,"Ki",8.13,"CHEMBL1059285","CHEMBL225","CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1","CHEMBL85"
">",1000.0,"Ki",,"CHEMBL1047377","CHEMBL214","Fc1cccc(OCc2ccccc2C3CCNCC3)c1","CHEMBL573766"
">",1000.0,"Ki",,"CHEMBL1047377","CHEMBL214","Fc1ccc(COc2ccc(Cl)cc2C3CCNCC3)cc1","CHEMBL574629"
"=",199.53,"Ki",6.7,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCO)CC2","CHEMBL562477"
">",4570.0,"Ki",,"CHEMBL1047377","CHEMBL214","Cc1ccc(C2CCNCC2)c(Oc3ccc(F)cc3)c1","CHEMBL574347"
">",4570.0,"Ki",,"CHEMBL1047377","CHEMBL214","Fc1ccc(Oc2cc(F)c(F)cc2C3CCNCC3)cc1","CHEMBL574427"
">",4570.0,"Ki",,"CHEMBL1047377","CHEMBL214","Cc1ccc(C2CCNCC2)c(Oc3cccc(F)c3)c1","CHEMBL573898"
"=",63.1,"Ki",7.2,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCO)CC2","CHEMBL552693"
"=",79.43,"Ki",7.1,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCO)CC2","CHEMBL555447"
"=",125.89,"Ki",6.9,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCO","CHEMBL552420"
"=",63.1,"Ki",7.2,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCO","CHEMBL563261"
"=",50.12,"Ki",7.3,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCCO","CHEMBL560876"
"=",7943.28,"Ki",5.1,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCN3C(=O)c4ccccc4C3=O)CC2","CHEMBL563276"
"=",19.95,"Ki",7.7,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCN3C(=O)c4ccccc4C3=O)CC2","CHEMBL557867"
"=",39.81,"Ki",7.4,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCN3C(=O)c4ccccc4C3=O)CC2","CHEMBL559548"
"=",1000.0,"Ki",6.0,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCN5C(=O)c6ccccc6C5=O","CHEMBL563799"
"=",15.85,"Ki",7.8,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCN5C(=O)c6ccccc6C5=O","CHEMBL559317"
"=",31.62,"Ki",7.5,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCCN5C(=O)c6ccccc6C5=O","CHEMBL556279"
"=",25118.86,"Ki",4.6,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCS(=O)(=O)O)CC2","CHEMBL560597"
"=",6309.57,"Ki",5.2,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCS(=O)(=O)O)CC2","CHEMBL551678"
"=",15848.93,"Ki",4.8,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCS(=O)(=O)O)CC2","CHEMBL549998"
"=",1000.0,"Ki",6.0,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCS(=O)(=O)O","CHEMBL552075"
"=",44.0,"Ki",7.36,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCN3C(=O)c4cccc5c(N)ccc(C3=O)c45)CC2","CHEMBL583707"
"=",1584.89,"Ki",5.8,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCS(=O)(=O)O","CHEMBL559746"
"=",116.0,"Ki",6.94,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCN3C(=O)c4cccc5c(N)ccc(C3=O)c45)CC2","CHEMBL572935"
"=",6.8,"Ki",8.17,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCN3C(=O)c4cccc5c(N)ccc(C3=O)c45)CC2","CHEMBL575762"
"=",63.1,"Ki",7.2,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCCS(=O)(=O)O","CHEMBL550122"
"=",0.67,"Ki",9.17,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCCN3C(=O)c4cccc5c(N)ccc(C3=O)c45)CC2","CHEMBL578844"
"=",15.0,"Ki",7.82,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCN3C(=O)c4ccc(cc4C3=O)N(C)C)CC2","CHEMBL574239"
"=",251.19,"Ki",6.6,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCN3CCCCC3)CC2","CHEMBL563445"
"=",0.47,"Ki",9.33,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCN3C(=O)c4ccc(cc4C3=O)N(C)C)CC2","CHEMBL574667"
"=",10.0,"Ki",8.0,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCN3CCCCC3)CC2","CHEMBL562902"
"=",0.5,"Ki",9.3,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCN3C(=O)c4ccc(cc4C3=O)N(C)C)CC2","CHEMBL591189"
"=",7.8,"Ki",8.11,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCCN3C(=O)c4ccc(cc4C3=O)N(C)C)CC2","CHEMBL574894"
"=",3.162,"Ki",8.5,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCN3CCCCC3)CC2","CHEMBL562636"
"=",73.0,"Ki",7.14,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)CC2","CHEMBL574903"
"=",29.0,"Ki",7.54,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)CC2","CHEMBL575763"
"=",151.0,"Ki",6.82,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)CC2","CHEMBL575768"
"=",79.43,"Ki",7.1,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCN5CCCCC5","CHEMBL558259"
"=",54.0,"Ki",7.27,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)CC2","CHEMBL575991"
"=",2.2,"Ki",8.66,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2","CHEMBL31354"
"=",5.012,"Ki",8.3,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCN5CCCCC5","CHEMBL558719"
"=",0.6,"Ki",9.22,"CHEMBL1046676","CHEMBL214","COc1ccccc1N2CCN(CCCCN3C(=O)c4ccccc4C3=O)CC2","CHEMBL8618"
"=",3.162,"Ki",8.5,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCCN5CCCCC5","CHEMBL538706"
"=",125.89,"Ki",6.9,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCN3CCN(CC3)S(=O)(=O)C)CC2","CHEMBL550530"
"=",39.81,"Ki",7.4,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCN3CCN(CC3)S(=O)(=O)C)CC2","CHEMBL558924"
"=",15.85,"Ki",7.8,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCN3CCN(CC3)S(=O)(=O)C)CC2","CHEMBL558261"
"=",63.1,"Ki",7.2,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCN5CCN(CC5)S(=O)(=O)C","CHEMBL565146"
"=",15.85,"Ki",7.8,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCN5CCN(CC5)S(=O)(=O)C","CHEMBL553685"
"=",15.85,"Ki",7.8,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCCN5CCN(CC5)S(=O)(=O)C","CHEMBL556326"
"=",39.81,"Ki",7.4,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCN(C)CCc3c[nH]c4ccccc34)CC2","CHEMBL556595"
"=",1.585,"Ki",8.8,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCN(C)CCc3c[nH]c4ccccc34)CC2","CHEMBL561278"
"=",23.0,"Ki",7.64,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2cccnc12)S(=O)(=O)c3ccccc3","CHEMBL578826"
"=",4.9,"Ki",8.31,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2cccnc12)S(=O)(=O)c3cccc(F)c3","CHEMBL571858"
"=",1.259,"Ki",8.9,"CHEMBL1051848","CHEMBL1875","COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CCCCCCCCN(C)CCc3c[nH]c4ccccc34)CC2","CHEMBL552484"
"=",368.0,"Ki",6.43,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2ncccc12)S(=O)(=O)c3ccccc3","CHEMBL576312"
"=",39.81,"Ki",7.4,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCN(C)CCc5c[nH]c6ccccc56","CHEMBL541223"
"=",200.0,"Ki",6.7,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2ncccc12)S(=O)(=O)c3cccc(F)c3","CHEMBL570971"
"=",214.0,"Ki",6.67,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2nc(Cl)ccc12)S(=O)(=O)c3ccccc3","CHEMBL583896"
"=",3.162,"Ki",8.5,"CHEMBL1051848","CHEMBL1875","CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCN(C)CCc5c[nH]c6ccccc56","CHEMBL558163"
"=",56.0,"Ki",7.25,"CHEMBL1038947","CHEMBL3371","CN(C)CCn1cc(c2nc(ccc12)C(=O)C)S(=O)(=O)c3ccccc3","CHEMBL571635"
