"standard_relation","standard_value","standard_type","pchembl_value","assay_chembl_id","target_chembl_id","canonical_smiles","compound_chembl_id"
"=",520.0,"Ki",6.28,"CHEMBL2445946","CHEMBL1833","C\N=C/1\N\C(=C\c2c[nH]c3ccc(Br)cc23)\C(=O)N1C","CHEMBL2442267"
"=",489.0,"Ki",6.31,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C/c2c[nH]c3cc(Br)ccc23)\N1C","CHEMBL2058417"
"=",457.0,"Ki",6.34,"CHEMBL2445946","CHEMBL1833","Brc1cccc2c(\C=C/3\NC(=N)NC3=O)c[nH]c12","CHEMBL2442274"
"=",447.0,"Ki",6.35,"CHEMBL2445946","CHEMBL1833","Brc1cccc2[nH]cc(\C=C/3\NC(=N)NC3=O)c12","CHEMBL2442271"
"=",369.0,"Ki",6.43,"CHEMBL2445946","CHEMBL1833","Brc1cccc2[nH]cc(\C=C\3/NC(=S)NC3=O)c12","CHEMBL2058694"
"=",353.0,"Ki",6.45,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C\c2c[nH]c3c(Br)cccc23)\N1","CHEMBL2058706"
"=",349.0,"Ki",6.46,"CHEMBL2445946","CHEMBL1833","CN1C(=N)N(C)\C(=C\c2c[nH]c3c(Br)cccc23)\C1=O","CHEMBL2058420"
"=",287.0,"Ki",6.54,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C\c2c[nH]c3ccccc23)\N1","CHEMBL2058702"
"=",269.0,"Ki",6.57,"CHEMBL2445946","CHEMBL1833","Brc1ccc2c(\C=C/3\NC(=N)NC3=O)c[nH]c2c1","CHEMBL2442273"
"=",232.0,"Ki",6.63,"CHEMBL2445946","CHEMBL1833","N=C1NC(=O)\C(=C/c2c[nH]c3ccccc23)\N1","CHEMBL2442270"
"=",228.0,"Ki",6.64,"CHEMBL2445946","CHEMBL1833","CN1C(=N)N\C(=C\c2c[nH]c3cccc(Br)c23)\C1=O","CHEMBL2442275"
"=",190.0,"Ki",6.72,"CHEMBL2445946","CHEMBL1833","CN1C(=N)N\C(=C\c2c[nH]c3cc(Br)ccc23)\C1=O","CHEMBL511879"
"=",154.0,"Ki",6.81,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C\c2c[nH]c3cc(Br)ccc23)\N1","CHEMBL2058705"
"=",99.0,"Ki",7.0,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C/c2c[nH]c3cccc(Br)c23)\N1C","CHEMBL2058415"
"=",94.0,"Ki",7.03,"CHEMBL2445946","CHEMBL1833","CN1C(=N)N\C(=C\c2c[nH]c3ccc(Br)cc23)\C1=O","CHEMBL2442276"
"=",93.0,"Ki",7.03,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C\c2c[nH]c3ccc(Br)cc23)\N1","CHEMBL2058704"
"=",51.0,"Ki",7.29,"CHEMBL2445946","CHEMBL1833","Brc1ccc2[nH]cc(\C=C/3\NC(=N)NC3=O)c2c1","CHEMBL2442272"
"=",50.0,"Ki",7.3,"CHEMBL2445946","CHEMBL1833","C\N=C\1/NC(=O)\C(=C\c2c[nH]c3cccc(Br)c23)\N1","CHEMBL2058703"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C\1/N(C)C(=O)\C(=C/c2c[nH]c3cccc(Br)c23)\N1C","CHEMBL2058426"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C\1/N(C)C(=O)\C(=C/c2c[nH]c3ccccc23)\N1C","CHEMBL512332"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C/1\N\C(=C\c2c[nH]c3c(Br)cccc23)\C(=O)N1C","CHEMBL2442269"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C/1\N\C(=C\c2c[nH]c3cc(Br)ccc23)\C(=O)N1C","CHEMBL2442268"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C/1\N\C(=C\c2c[nH]c3ccccc23)\C(=O)N1C","CHEMBL2442265"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)N(C)\C(=C\c2c[nH]c3c(Br)cccc23)\C1=O","CHEMBL2058420"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)N(C)\C(=C\c2c[nH]c3cccc(Br)c23)\C1=O","CHEMBL2058419"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","C\N=C\1/NC(=O)\C(=C/c2c[nH]c3c(Br)cccc23)\N1C","CHEMBL2058418"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)N\C(=C\c2c[nH]c3c(Br)cccc23)\C1=O","CHEMBL2442277"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)N\C(=C\c2c[nH]c3ccccc23)\C1=O","CHEMBL513803"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)NC(=O)/C/1=C\c2c[nH]c3c(Br)cccc23","CHEMBL2058409"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","CN1C(=N)NC(=O)/C/1=C\c2c[nH]c3ccc(Br)cc23","CHEMBL1173331"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","Brc1cccc2c(\C=C/3\NC(=N)NC3=O)c[nH]c12","CHEMBL2442274"
">",10000.0,"Ki",,"CHEMBL2445948","CHEMBL2182","Brc1ccc2c(\C=C/3\NC(=N)NC3=O)c[nH]c2c1","CHEMBL2442273"
"=",537.0,"Ki",6.27,"CHEMBL3118888","CHEMBL214","COc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3cccnc3c4ccncc4)cc1","CHEMBL3113604"
"=",614.0,"Ki",6.21,"CHEMBL3118888","CHEMBL214","COc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3ncccc3c4ccncc4)cc1","CHEMBL3113603"
"=",961.0,"Ki",6.02,"CHEMBL3118888","CHEMBL214","Fc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3cccnc3c4ccncc4)cn1","CHEMBL3113602"
"=",203.0,"Ki",6.69,"CHEMBL3118888","CHEMBL214","Fc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3ncccc3c4ccncc4)cn1","CHEMBL3113601"
"=",272.0,"Ki",6.57,"CHEMBL3118888","CHEMBL214","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3ccccc3c4ccc(F)cc4)cc1","CHEMBL3113600"
"=",186.0,"Ki",6.73,"CHEMBL3118888","CHEMBL214","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3cccc(c3)c4ccccc4OC)cc1","CHEMBL3113599"
"=",743.0,"Ki",6.13,"CHEMBL3118888","CHEMBL214","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3ccccc3c4ccccc4C)cc1","CHEMBL3113598"
"=",433.0,"Ki",6.36,"CHEMBL3118888","CHEMBL214","Fc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113597"
"=",387.0,"Ki",6.41,"CHEMBL3118888","CHEMBL214","COc1ccccc1c2cccc(c2)N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113596"
"=",875.0,"Ki",6.06,"CHEMBL3118888","CHEMBL214","Cc1ccccc1c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113595"
"=",568.0,"Ki",6.25,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113594"
"=",152.0,"Ki",6.82,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113593"
"=",877.0,"Ki",6.06,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccncc4)CC3","CHEMBL2442999"
"=",1274.0,"Ki",5.89,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4cccnc4)CC3","CHEMBL2442998"
"=",918.0,"Ki",6.04,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccccn4)CC3","CHEMBL2442997"
"=",239.0,"Ki",6.62,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccncc4)CC3","CHEMBL2442996"
"=",80.0,"Ki",7.1,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4cccnc4)CC3","CHEMBL2442995"
"=",35.0,"Ki",7.46,"CHEMBL3118888","CHEMBL214","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccccn4)CC3","CHEMBL2442994"
"=",379.0,"Ki",6.42,"CHEMBL3118888","CHEMBL214","O=C(CCCCCN1CCN(CC1)c2ccccc2c3ccccc3)NCc4ccc(cc4)C#N","CHEMBL522691"
"=",64.2,"Ki",7.19,"CHEMBL3118889","CHEMBL3155","COc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3cccnc3c4ccncc4)cc1","CHEMBL3113604"
"=",26.1,"Ki",7.58,"CHEMBL3118889","CHEMBL3155","COc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3ncccc3c4ccncc4)cc1","CHEMBL3113603"
"=",66.7,"Ki",7.18,"CHEMBL3118889","CHEMBL3155","Fc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3cccnc3c4ccncc4)cn1","CHEMBL3113602"
"=",71.0,"Ki",7.15,"CHEMBL3118889","CHEMBL3155","Fc1ccc(CNC(=O)CCCCCN2CCN(CC2)c3ncccc3c4ccncc4)cn1","CHEMBL3113601"
"=",649.0,"Ki",6.19,"CHEMBL3122547","CHEMBL3155","CN(C)CCc1cn(c2cccc3ccccc23)c4ccccc14.OC(=O)\C=C\C(=O)O","CHEMBL3121416"
"=",45.2,"Ki",7.34,"CHEMBL3118889","CHEMBL3155","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3ccccc3c4ccc(F)cc4)cc1","CHEMBL3113600"
"=",317.0,"Ki",6.5,"CHEMBL3122547","CHEMBL3155","CN(C)CCc1cn(c2cccc(C)c2C)c3ccccc13.OC(=O)\C=C\C(=O)O","CHEMBL3121415"
"=",283.0,"Ki",6.55,"CHEMBL3122547","CHEMBL3155","CN(C)CCc1cn(c2ccccc2C)c3ccccc13.OC(=O)\C=C\C(=O)O","CHEMBL3121414"
">",1000.0,"Ki",,"CHEMBL3118889","CHEMBL3155","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3cccc(c3)c4ccccc4OC)cc1","CHEMBL3113599"
"=",1200.0,"Ki",5.92,"CHEMBL3122547","CHEMBL3155","CN(C)CCc1cn(c2ccccc2)c3ccccc13.OC(=O)\C=C\C(=O)O","CHEMBL3121413"
"=",33.0,"Ki",7.48,"CHEMBL3122547","CHEMBL3155","Cc1ccccc1n2cc(CN3CCC(=CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121412"
"=",92.0,"Ki",7.04,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.C(N1CCC(=CC1)c2ccccc2)c3cn(c4ccccc4)c5ccccc35","CHEMBL3121433"
"=",33.4,"Ki",7.48,"CHEMBL3118889","CHEMBL3155","COc1ccc(CNC(=O)CCOCCN2CCN(CC2)c3ccccc3c4ccccc4C)cc1","CHEMBL3113598"
"=",60.0,"Ki",7.22,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.C(N1CCN(CC1)c2ccccc2)c3cn(c4cccnc4)c5ccccc35","CHEMBL3121432"
"=",62.0,"Ki",7.21,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4ccccn4)c5ccccc35)CC2.OC(=O)\C=C\C(=O)O","CHEMBL3121431"
"=",15.9,"Ki",7.8,"CHEMBL3118889","CHEMBL3155","Fc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113597"
"=",189.0,"Ki",6.72,"CHEMBL3122547","CHEMBL3155","C(N1CCN(CC1)c2ccccc2)c3cn(c4ccccn4)c5ccccc35","CHEMBL3121430"
"=",41.0,"Ki",7.39,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.N#Cc1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25","CHEMBL3121429"
">",1000.0,"Ki",,"CHEMBL3118889","CHEMBL3155","COc1ccccc1c2cccc(c2)N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113596"
"=",70.0,"Ki",7.16,"CHEMBL3122547","CHEMBL3155","COc1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121428"
"=",20.0,"Ki",7.7,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.FC(F)(F)c1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25","CHEMBL3121427"
"=",4440.0,"Ki",5.35,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.C(N1CCN(CC1)c2ccccc2)c3cn(c4ccc5ccccc5c4)c6ccccc36","CHEMBL3121426"
"=",3.0,"Ki",8.52,"CHEMBL3129452","CHEMBL225","C1C[C@H]2CN3CCNCc4cccc([C@H]2C1)c34","CHEMBL2110670"
"=",10.0,"Ki",8.0,"CHEMBL3129452","CHEMBL225","C1C[C@@H]2[C@H](C1)c3cccc4CNCCN2c34","CHEMBL1628670"
"=",20.0,"Ki",7.7,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.Oc1ccccc1N2CCN(Cc3cn(c4cccc5ccccc45)c6ccccc36)CC2","CHEMBL3121425"
"=",11.2,"Ki",7.95,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccncc4)CC3","CHEMBL2442996"
"=",4.5,"Ki",8.35,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4cccc5ccccc45)c6ccccc36)CC2.OC(=O)\C=C\C(=O)O","CHEMBL3121424"
"=",34.0,"Ki",7.47,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.C(N1CCN(CC1)c2ccccc2)c3cn(c4cccc5ccccc45)c6ccccc36","CHEMBL3121423"
"=",6.9,"Ki",8.16,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4cccc(C)c4C)c5ccccc35)CC2","CHEMBL3121422"
"=",12.7,"Ki",7.9,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4cccnc4)CC3","CHEMBL2442995"
"=",18.0,"Ki",7.75,"CHEMBL3122547","CHEMBL3155","Cc1cccc(c1C)n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121421"
"=",17.0,"Ki",7.77,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4ccccc4C(C)C)c5ccccc35)CC2.OC(=O)\C=C\C(=O)O","CHEMBL3121420"
"=",15.0,"Ki",7.82,"CHEMBL3118889","CHEMBL3155","O=C(CCCCCN1CCN(CC1)c2ccccc2c3ccccc3)NCc4ccc(cc4)C#N","CHEMBL522691"
"=",15.0,"Ki",7.82,"CHEMBL3122547","CHEMBL3155","CC(C)c1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121419"
"=",1920.0,"Ki",5.72,"CHEMBL3122547","CHEMBL3155","C(N1CCN(CC1)c2ccccc2)c3cn(c4ccc(cc4)c5ccccc5)c6ccccc36","CHEMBL3121418"
"=",15.2,"Ki",7.82,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccccn4)CC3","CHEMBL2442994"
"=",48.0,"Ki",7.32,"CHEMBL3122547","CHEMBL3155","CCc1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121417"
"=",94.0,"Ki",7.03,"CHEMBL3122547","CHEMBL3155","Cc1ccc(cc1)n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121441"
"=",23.5,"Ki",7.63,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccccn4)CC3","CHEMBL2442997"
"=",65.0,"Ki",7.19,"CHEMBL3122547","CHEMBL3155","Cc1cccc(c1)n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121440"
"=",3907.0,"Ki",5.41,"CHEMBL3122547","CHEMBL3155","CN1CCN(Cc2cn(c3ccccc3C)c4ccccc24)CC1.OC(=O)\C=C\C(=O)O","CHEMBL3121439"
"=",8.7,"Ki",8.06,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4ccccc4C)c5ccccc35)CC2.OC(=O)\C=C\C(=O)O","CHEMBL3121438"
"=",23.8,"Ki",7.62,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4cccnc4)CC3","CHEMBL2442998"
"=",18.0,"Ki",7.75,"CHEMBL3122547","CHEMBL3155","Cc1ccccc1n2cc(CN3CCN(CC3)c4ccccc4)c5ccccc25.OC(=O)\C=C\C(=O)O","CHEMBL3121437"
"=",27.0,"Ki",7.57,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.Oc1ccccc1N2CCN(Cc3cn(c4ccccc4)c5ccccc35)CC2","CHEMBL3121436"
"=",18.0,"Ki",7.75,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccncc4)CC3","CHEMBL2442999"
"=",10.8,"Ki",7.97,"CHEMBL3122547","CHEMBL3155","COc1ccccc1N2CCN(Cc3cn(c4ccccc4)c5ccccc35)CC2.OC(=O)\C=C\C(=O)O","CHEMBL3121435"
"=",54.0,"Ki",7.27,"CHEMBL3122547","CHEMBL3155","OC(=O)\C=C\C(=O)O.C(N1CCN(CC1)c2ccccc2)c3cn(c4ccccc4)c5ccccc35","CHEMBL3121434"
"=",3.82,"Ki",8.42,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCCCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113593"
"=",41.0,"Ki",7.39,"CHEMBL3122549","CHEMBL214","COc1ccccc1N2CCN(Cc3ccn(c3)c4ccccc4C)CC2","CHEMBL177064"
"=",34.5,"Ki",7.46,"CHEMBL3118889","CHEMBL3155","COc1ccc(cc1)c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113594"
"=",21.0,"Ki",7.68,"CHEMBL3122550","CHEMBL3155","COc1ccccc1N2CCN(Cc3ccn(c3)c4ccccc4C)CC2","CHEMBL177064"
"=",12.8,"Ki",7.89,"CHEMBL3118889","CHEMBL3155","Cc1ccccc1c2ccccc2N3CCN(CCOCCC(=O)NCc4ccc(F)nc4)CC3","CHEMBL3113595"
"=",2511.89,"Ki",5.6,"CHEMBL3129965","CHEMBL1899","Oc1cccc2OC(=CC(=O)c12)CCc3ccccc3","CHEMBL479683"
"=",2454.71,"Ki",5.61,"CHEMBL3129966","CHEMBL1833","Oc1cccc2OC(=CC(=O)c12)CCc3ccccc3","CHEMBL479683"
"=",13.49,"Ki",7.87,"CHEMBL3129966","CHEMBL1833","NCCc1c[nH]c2ccc(O)cc12","CHEMBL39"
">",10000.0,"Ki",,"CHEMBL3129967","CHEMBL2182","Oc1cccc2OC(=CC(=O)c12)CCc3ccccc3","CHEMBL479683"
"=",42.66,"Ki",7.37,"CHEMBL3222871","CHEMBL224","Fc1ccc(cc1)C(=O)C2CCN(CC3CC(=O)c4cn[nH]c4C3)CC2","CHEMBL397543"
"=",1000.0,"Ki",6.0,"CHEMBL3226682","CHEMBL214","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
">",1000.0,"Ki",,"CHEMBL3226682","CHEMBL214","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
"=",1000.0,"Ki",6.0,"CHEMBL3226682","CHEMBL214","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
"=",10.0,"Ki",8.0,"CHEMBL3226682","CHEMBL214","Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl","CHEMBL1112"
"=",1000.0,"Ki",6.0,"CHEMBL3226682","CHEMBL214","CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1","CHEMBL85"
"=",39.81,"Ki",7.4,"CHEMBL3226682","CHEMBL214","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
"=",1000.0,"Ki",6.0,"CHEMBL3226683","CHEMBL1898","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
"=",1000.0,"Ki",6.0,"CHEMBL3226683","CHEMBL1898","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
">",1000.0,"Ki",,"CHEMBL3226683","CHEMBL1898","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
"=",1000.0,"Ki",6.0,"CHEMBL3226683","CHEMBL1898","Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl","CHEMBL1112"
"=",10.0,"Ki",8.0,"CHEMBL3226683","CHEMBL1898","CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1","CHEMBL85"
"=",316.23,"Ki",6.5,"CHEMBL3226683","CHEMBL1898","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
">",1000.0,"Ki",,"CHEMBL3226684","CHEMBL1983","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
">",1000.0,"Ki",,"CHEMBL3226684","CHEMBL1983","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
">",1000.0,"Ki",,"CHEMBL3226684","CHEMBL1983","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
"=",100.0,"Ki",7.0,"CHEMBL3226684","CHEMBL1983","Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl","CHEMBL1112"
"=",1000.0,"Ki",6.0,"CHEMBL3226684","CHEMBL1983","CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1","CHEMBL85"
"=",63.1,"Ki",7.2,"CHEMBL3226684","CHEMBL1983","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
">",1000.0,"Ki",,"CHEMBL3226685","CHEMBL2182","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
"=",1000.0,"Ki",6.0,"CHEMBL3226685","CHEMBL2182","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
">",1000.0,"Ki",,"CHEMBL3226685","CHEMBL2182","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
">",1000.0,"Ki",,"CHEMBL3226685","CHEMBL2182","Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl","CHEMBL1112"
">",1000.0,"Ki",,"CHEMBL3226685","CHEMBL2182","CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1","CHEMBL85"
"=",2511.89,"Ki",5.6,"CHEMBL3226685","CHEMBL2182","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
"=",100.0,"Ki",7.0,"CHEMBL3226686","CHEMBL224","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
"=",10.0,"Ki",8.0,"CHEMBL3226686","CHEMBL224","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
"=",1000.0,"Ki",6.0,"CHEMBL3226686","CHEMBL224","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
"=",10.0,"Ki",8.0,"CHEMBL3226686","CHEMBL224","Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl","CHEMBL1112"
"=",1.995,"Ki",8.7,"CHEMBL3226686","CHEMBL224","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
"=",5.012,"Ki",8.3,"CHEMBL3226687","CHEMBL1833","CN1CCC2C(C1)c3cccc4SCc5ccccc5N2c34","CHEMBL3217984"
"=",10.0,"Ki",8.0,"CHEMBL3226688","CHEMBL225","CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24","CHEMBL715"
"=",100.0,"Ki",7.0,"CHEMBL3226688","CHEMBL225","CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24","CHEMBL42"
">",1000.0,"Ki",,"CHEMBL3226688","CHEMBL225","OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24","CHEMBL716"
"=",1513.56,"Ki",5.82,"CHEMBL3222876","CHEMBL214","Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5cn[nH]c5C4)CC3","CHEMBL246484"
"=",489.78,"Ki",6.31,"CHEMBL3222876","CHEMBL214","Cc1oc2CC(CN3CCC(CC3)c4c[nH]c5cc(F)ccc45)CC(=O)c2n1","CHEMBL3220215"
"=",102.33,"Ki",6.99,"CHEMBL3222876","CHEMBL214","Fc1ccc2c(c[nH]c2c1)C3CCN(CC4CC(=O)c5sc(nc5C4)N6CCCC6)CC3","CHEMBL3220219"
"=",123.03,"Ki",6.91,"CHEMBL3222877","CHEMBL225","Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5cn[nH]c5C4)CC3","CHEMBL246484"
"=",100.0,"Ki",7.0,"CHEMBL3222877","CHEMBL225","Cc1oc2CC(CN3CCC(CC3)c4c[nH]c5cc(F)ccc45)CC(=O)c2n1","CHEMBL3220215"
"=",125.89,"Ki",6.9,"CHEMBL3222877","CHEMBL225","Fc1ccc2c(c[nH]c2c1)C3CCN(CC4CC(=O)c5sc(nc5C4)N6CCCC6)CC3","CHEMBL3220219"
"=",630.96,"Ki",6.2,"CHEMBL3222878","CHEMBL3371","Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5cn[nH]c5C4)CC3","CHEMBL246484"
"=",213.8,"Ki",6.67,"CHEMBL3222878","CHEMBL3371","Cc1oc2CC(CN3CCC(CC3)c4c[nH]c5cc(F)ccc45)CC(=O)c2n1","CHEMBL3220215"
